"","Id","vannlnr","vannlnr2","1995.pred_1995","1995.var_1995","1980.pred_1980","1980.var_1980"
"359",0,2188,21881,211.742916355819,1300.50303662069,523.528322812999,7447.43084202771
"360",0,2102,21027,147.205289250367,1387.99703315683,341.296795487589,7948.47219239084
"361",0,2078,20785,134.29774852661,1340.68042613338,302.954663290589,7677.50904864973
"362",0,2175,21759,196.115944000921,1130.99804412344,487.3119443133,6476.74383649225
"363",0,2116,21165,150.161596256184,1274.51089776527,347.716684856582,7298.58287039015
"364",0,1128,11283,240.999200573953,1178.5165800173,536.522278896761,6748.85895553611
"365",0,1115,11156,236.085626874228,776.250966202449,524.217699540919,4445.26464249684
"366",0,1108,11088,235.066320773604,184.372698247189,519.934187625126,1055.82048322129
"367",0,1159,11592,257.144990008312,1335.67283991357,565.987511815687,7648.83596714757
"368",0,1126,11266,244.143160156652,702.731014134471,543.660123577992,4024.246619948
"369",0,1142,11429,249.752118154456,1200.47582066708,554.592003141382,6874.61541543036
"370",0,9659,9659,113.431258425441,1259.38626256764,234.422216288431,7211.97484852522
"371",0,9138,9138,96.7127262008409,1341.34910395216,188.421671592818,7681.34004529151
"372",0,9074,9074,94.3433530959689,1400.02190309875,185.978593138191,8017.33070736969
"373",0,1028,10284,144.401121444481,1462.25053135766,310.085775799016,8373.6887057263
"374",0,8578,8578,78.9648049547975,1086.76200020755,151.840162318251,6223.42499162668
"375",0,8972,8972,91.1010822485588,1407.95105403408,180.663117410694,8062.74282977027
"376",0,1164,1164,70.9835965139856,635.96543040579,133.904345824064,3641.90923285641
"377",0,1184,1184,98.05115654726,1390.35592437791,196.861993660601,7961.9783617386
"378",0,1162,1162,78.3902030887297,676.536307921599,150.735081280075,3874.23850641933
"379",0,1166,11667,257.168657863584,1477.80787420147,574.90551237786,8462.77911842005
"380",0,1116,11168,205.595578863793,1577.45822158876,480.164054673075,9033.43444229633
"381",0,1146,11467,228.077167004705,1489.09151236149,535.580849100695,8527.40147105561
"382",0,1138,11388,218.642242469365,1553.17256912052,516.568119652334,8894.36312323674
"383",0,1013,10136,126.049048201666,983.884447567917,266.967037905564,5634.29072597802
"384",0,1000,10008,127.860244418627,1231.40816338199,270.277788817964,7051.75056846884
"385",0,1020,10205,136.075174964963,1388.59162133972,290.496301508013,7951.87489989376
"386",0,1109,11099,200.838373004425,1628.31262568461,467.507063492812,9324.65340697904
"387",0,9288,9288,100.010651342868,1230.78837934616,203.317643992057,7048.20347392504
"388",0,1075,10751,162.85466734208,1338.13190763856,372.044923252605,7662.91289248454
"389",0,9287,9287,99.6180245368629,1279.49383162419,202.052330218165,7327.11987498315
"390",0,1395,1395,170.802080817133,1406.33519362685,399.379536278755,8053.48701193973
"391",0,2064,20641,116.890445897005,880.581872731674,249.667105826475,5042.71379612727
"392",0,2004,20040,104.99010678986,1481.17239102811,219.734380258828,8482.04889039183
"393",0,1993,19932,107.077630770825,1501.44689205077,225.222366466579,8598.14828425874
"394",0,1950,19504,94.5808561682332,1534.46653027499,192.931377170191,8787.24183573545
"395",0,2057,20576,133.106330686612,1461.63991656043,300.192347742229,8370.19358984956
"396",0,2572,25727,66.9207225478035,1552.73566023065,127.803659100144,8891.85883220114
"397",0,1939,19393,88.962443385033,1571.03660582704,179.425401291924,8996.65988931518
"398",0,2015,20159,97.6867491336932,1418.28195262832,198.866824887697,8121.90007709772
"399",0,2000,20008,113.758663965266,1318.33350377182,243.115652086209,7549.53820104128
"400",0,1974,19748,105.825728966571,1414.37331902826,221.304597625516,8099.52053403307
"401",0,2002,20020,107.634578234428,1467.35945380529,226.862346989967,8402.94200774144
"402",0,1989,19891,91.0225203432485,1563.87469099773,183.223387488005,8955.65299956759
"403",0,1432,1432,119.425682755722,617.469155622837,256.053854293166,3535.98687047859
"404",0,7914,7914,69.0152675155569,1512.42802547154,131.387527364464,8661.03291505028
"405",0,1930,19305,77.5515391372458,1530.3180527854,152.428345557806,8763.48794489329
"406",0,2086,20861,127.384492646691,724.07855578168,278.806723726542,4146.49347820434
"407",0,2069,20691,119.890387647992,868.115350034134,258.808162345312,4971.32984602788
"408",0,1406,1406,88.6093792431518,1420.30910313101,177.024446805731,8133.5080011902
"409",0,1407,1407,84.6592243972065,1536.87195398574,167.405372074438,8801.01744584014
"410",0,1411,1411,88.052938084217,1336.62732370973,177.291131354073,7654.30256120178
"411",0,1423,1423,128.794700294938,1352.5240046268,287.330620718122,7745.32756690519
