,default,min_abs_bias,min_rmsd,observation
0.5,17.902,19.744,18.762,13.655
1.5,17.902,19.744,18.762,12.791
2.5,17.902,19.744,18.762,12.107
3.5,17.902,19.744,18.501,11.703
4.5,17.902,17.828,16.629,11.492
5.5,16.952,13.389,14.681,11.236
6.5,15.042,10.583,12.895,10.757
7.5,13.757,8.797,11.387,10.261
8.5,12.654,7.57,10.159,9.662
9.5,11.719,6.689,9.174,9.359
10.5,10.928,6.045,8.388,8.767
11.5,10.259,5.571,7.759,8.261
12.5,9.69,5.219,7.254,7.617
13.5,9.204,4.926,6.846,7.021
14.5,8.786,4.693,6.513,6.717
15.5,8.424,4.516,6.241,6.369
16.5,8.108,4.383,6.015,6.143
17.5,7.831,4.284,5.806,6.034
18.5,7.587,4.21,5.612,5.879
19.5,7.37,4.156,5.433,5.584
20.5,7.176,4.115,5.269,5.353
21.5,7.002,4.085,5.118,5.158
22.5,6.844,4.063,4.982,4.992
23.5,6.691,4.047,4.858,4.86
24.5,6.543,4.035,4.748,4.747
25.5,6.402,4.026,4.649,4.666
26.5,6.266,4.019,4.561,4.568
27.5,6.136,4.014,4.483,4.465
28.5,6.011,4.01,4.414,4.382
29.5,5.892,4.008,4.354,4.322
30.5,5.778,4.006,4.301,4.273
31.5,5.669,4.004,4.255,4.236
32.5,5.566,4.003,4.216,4.196
33.5,5.467,4.002,4.182,4.172
34.5,5.373,4.002,4.152,4.143
35.5,5.284,4.001,4.127,4.111
36.5,5.2,4.001,4.106,4.091
37.5,5.119,4.001,4.088,4.08
38.5,5.044,4.001,4.073,4.068
39.5,4.972,4.0,4.06,4.058
40.5,4.904,4.0,4.049,4.066
41.5,4.841,4.0,4.04,4.046
42.5,4.781,4.0,4.033,4.044
43.5,4.724,4.0,4.027,4.039
44.5,4.671,4.0,4.022,4.036
45.5,4.622,4.0,4.018,4.024
46.5,4.575,4.0,4.014,4.026
47.5,4.532,4.0,4.011,4.044
48.5,4.491,4.0,4.009,4.026
49.5,4.453,4.0,4.007,4.018
50.5,4.418,4.0,4.006,4.018
51.5,4.385,4.0,4.005,4.023
52.5,4.355,4.0,4.004,4.025
53.5,4.326,4.0,4.003,4.014
54.5,4.3,4.0,4.002,4.011
55.5,4.276,4.0,4.002,4.005
56.5,4.253,4.0,4.001,4.006
57.5,4.232,4.0,4.001,3.996
58.5,4.213,4.0,4.001,4.006
59.5,4.195,4.0,4.001,3.991
60.5,4.178,4.0,4.001,3.992
61.5,4.163,4.0,4.0,3.989
62.5,4.149,4.0,4.0,3.986
63.5,4.136,4.0,4.0,3.988
64.5,4.125,4.0,4.0,4.002
65.5,4.114,4.0,4.0,3.994
66.5,4.104,4.0,4.0,3.992
67.5,4.095,4.0,4.0,3.991
68.5,4.086,4.0,4.0,4.024
