,default,min_abs_bias,min_rmsd,observation
0.5,17.463,17.33,17.209,15.956
1.5,17.463,17.33,17.209,15.81
2.5,17.463,17.33,17.209,15.726
3.5,17.463,17.33,17.209,15.632
4.5,17.463,17.33,17.209,15.47
5.5,17.463,17.33,17.209,15.307
6.5,17.463,17.33,17.209,15.162
7.5,17.463,15.661,15.782,14.95
8.5,17.463,13.092,13.867,14.67
9.5,17.463,11.781,12.687,13.765
10.5,17.463,10.825,11.75,12.59
11.5,16.255,10.107,11.001,11.287
12.5,15.29,9.557,10.401,10.486
13.5,14.765,9.131,9.919,10.043
14.5,14.328,8.796,9.531,9.738
15.5,13.962,8.531,9.216,9.595
16.5,13.657,8.319,8.962,9.587
