id,lakename,p1_default,p2_default,p1_min_rmsd,p2_min_rmsd,p1_min_abs_bias,p2_min_abs_bias,min_rmsd,min_abs_bias
288,Vatnevatnet,0.0105532659218,0.459359109402,0.00658669322729,0.11483977735,0.00105532654561,0.11483977735,2.23300933838,0.638119995594
180,Øgderen,0.0292528085411,0.977584421635,0.0048418440856,0.244396105409,0.00292528094724,0.244396105409,1.59363722801,0.763111114502
404,Jølstravatnet,0.0551257990301,0.999992311001,0.0307944137603,0.24999807775,0.00551258027554,0.24999807775,3.05293726921,0.723380923271
340,Sæbuvatnet,0.00895843002945,0.36808475852,0.0179168600589,0.428228080273,0.0120475441217,0.5834004879,1.16142892838,0.000176470581209
3025,Halvarsnoren,0.0343663394451,0.993679761887,0.0237009227276,0.27428200841,0.00793980900198,0.300144076347,0.466159254313,0.0135416667908
353,Aspern,0.0202946010977,0.861515939236,0.00867769215256,0.267103135586,0.00335910660215,0.241241052747,0.762153029442,0.0143333328888
189,Krøderen,0.058700285852,0.999998092651,0.0327911935747,0.249999523163,0.0558664798737,0.586206436157,3.32999777794,0.0113076921552
285,Rotevatnet,0.00852386187762,0.342953175306,0.00085238617612,0.0857382938266,0.00085238617612,0.0857382938266,2.72029185295,2.09088230133
349,Bogstadvannet,0.00740906735882,0.278916269541,0.00462428014725,0.0697290673852,0.000740906747524,0.0697290673852,2.61436748505,0.170000001788
374,Edlandsvatnet,0.0107251377776,0.469003587961,0.00107251375448,0.11725089699,0.00107251375448,0.11725089699,0.791645884514,0.78683334589
5000,Forssjøn,0.0100238835439,0.429361850023,0.0161073431373,0.133202537894,0.0069130230695,0.340099096298,0.519790947437,0.00635714270175
2875,Næsræmmen,0.0123895574361,0.559127688408,0.0052976035513,0.139781922102,0.00205068523064,0.16564399004,1.59615242481,0.129777774215
2878,Rangsjøen,0.0124149508774,0.560448348522,0.0126290023327,0.140112087131,0.00124149513431,0.140112087131,2.10551476479,0.000125000005937
363,Rømsjøen,0.0305250994861,0.983394145966,0.0190518721938,0.245848536491,0.0190518721938,0.452745079994,0.98027741909,0.00300000002608
380,Kyllesvatn/Lutsivatn,0.0126416888088,0.57215744257,0.0136878974736,0.143039360642,0.00209241756238,0.16890142858,0.460344105959,0.0100999996066
436,Tveitevatnet/Grungevatnet,0.00924981664866,0.384918183088,0.0184996332973,0.303126096725,0.00940929632634,0.458298504353,1.80873548985,0.00167999998666
261,Kalandsvatnet,0.0139404712245,0.636145055294,0.0013940470526,0.159036263824,0.0013940470526,0.159036263824,1.15323364735,0.409153848886
264,Myrkdalsvatnet,0.0090563762933,0.373746484518,0.0181127525866,0.0934366211295,0.000905637687538,0.0934366211295,1.69145512581,0.0217391308397
487,Hallevatnet,0.0146000422537,0.666462481022,0.00528622232378,0.166615620255,0.00146000424866,0.166615620255,1.76927936077,0.526000022888
486,Goksjø,0.0140098305419,0.639405071735,0.0234302338213,0.159851267934,0.00599041068926,0.289161622524,0.988032817841,0.00173333333805
3167,Runn,0.0721702128649,1.0,0.00721702119336,0.25,0.00721702119336,0.25,0.606894373894,0.500750005245
481,Åsrumvatnet,0.00759751256555,0.289651781321,0.0097195757553,0.434481918812,0.00573743181303,0.33103364706,1.80079388618,0.00511111132801
3541,Stornaggen,0.0131587283686,0.598280012608,0.0021779963281,0.149570003152,0.00131587276701,0.149570003152,1.89991259575,1.45885717869
3019,Møckeln,0.0356141142547,0.995469868183,0.0385614894331,0.429901957512,0.0408948287368,0.66266053915,0.672441124916,0.000181818177225
2899,Jangen,0.0164113212377,0.741536319256,0.00379158137366,0.185384079814,0.00164113217033,0.185384079814,2.46025252342,1.56299996376
3397,Storsjøn,0.0100837787613,0.432775437832,0.0109182987362,0.108193859458,0.00232970062643,0.159917995334,1.44868242741,0.0382222235203
3201,Milsjøn,0.013754170388,0.627306878567,0.0103867705911,0.286137074232,0.00588109344244,0.286137074232,1.22013092041,0.00994117651135
2268,Mylla,0.00947155430913,0.397700220346,0.0189431086183,0.771838843822,0.0183225590736,0.823562979698,0.671428263187,0.00457142852247
3399,Grycken,0.0134709393606,0.613645553589,0.00929030310363,0.153411388397,0.00134709395934,0.153411388397,1.49821579456,0.0406666658819
2312,Femsjøen,0.0265673808753,0.959156215191,0.016581710428,0.265651106834,0.00439735967666,0.265651106834,0.511171281338,0.0136111108586
3220,NorraBredsjøn,0.01412483491,0.644773602486,0.00418874435127,0.161193400621,0.00141248351429,0.161193400621,2.63408184052,0.513999998569
2252,Rotnessjøen,0.00740906735882,0.278916269541,0.0123910261318,0.0697290673852,0.00316801504232,0.199039414525,1.24324715137,8.33333324408e-05
519,Tærnan,0.00845545530319,0.338999062777,0.00195350171998,0.110611833632,0.00139952357858,0.110611833632,0.673373639584,0.064071431756
378,Hetlandsvatn,0.0105820633471,0.460978597403,0.00868458952755,0.115244649351,0.00105820631143,0.115244649351,0.995524227619,0.0149999996647
233,Osensjøen,0.0584978833795,0.999997913837,0.109330527484,0.999999463558,0.0403433665633,0.482758104801,1.47624802589,0.000418604642618
2374,Frøsjøn,0.0256189536303,0.950063347816,0.00759734446183,0.237515836954,0.00424037827179,0.263377904892,0.469412922859,0.0348124988377
2678,Torrsjøn,0.0096892863512,0.410216629505,0.0054126358591,0.102554157376,0.000968928623479,0.102554157376,1.85214495659,0.113772727549
361,Rødnessjøen,0.0332928262651,0.991645872593,0.014235554263,0.428945958614,0.0120542999357,0.351359754801,1.70178437233,0.0144736841321
2888,Halsjøn,0.017734926194,0.788599312305,0.0192026440054,0.197149828076,0.00990709662437,0.378184318542,1.42730855942,0.000909090915229
3031,Saxen,0.021025845781,0.878276109695,0.0021025845781,0.219569027424,0.0021025845781,0.219569027424,3.00973582268,1.81585717201
