,default,min_abs_bias,min_rmsd,observation
0.5,18.382,18.042,17.919,17.201
1.5,18.382,18.042,17.919,17.091
2.5,18.382,18.042,17.919,17.035
3.5,18.382,18.042,17.919,16.987
4.5,18.382,18.042,17.919,16.857
5.5,18.382,18.042,17.919,16.727
6.5,18.382,18.042,17.919,16.635
7.5,18.382,18.042,17.919,16.399
8.5,18.382,17.994,15.818,15.591
9.5,18.382,15.456,14.288,14.877
10.5,18.382,14.129,13.088,14.616
11.5,18.382,13.081,12.092,13.588
12.5,18.382,12.233,11.271,12.819
13.5,18.382,11.541,10.597,12.39
14.5,18.382,10.972,10.041,10.628
15.5,16.676,10.502,9.582,8.026
16.5,15.934,10.112,9.204,7.486
17.5,15.466,9.789,8.891,7.398
