,default,min_abs_bias,min_rmsd,observation
0.5,20.755,21.418,21.25,21.183
1.5,20.755,21.418,21.25,20.931
2.5,20.755,20.975,20.772,20.136
3.5,20.52,20.115,19.87,18.922
4.5,19.862,19.762,19.323,18.516
5.5,19.651,19.098,18.402,18.332
6.5,19.538,14.97,16.701,17.934
7.5,19.46,12.849,15.202,15.748
8.5,19.387,11.735,14.011,13.588
9.5,19.317,11.05,13.078,12.811
10.5,19.247,10.541,12.332,12.18
11.5,19.157,10.08,11.719,11.628
12.5,19.019,9.589,11.205,10.973
13.5,18.775,9.025,10.765,10.374
14.5,18.259,8.384,10.384,9.955
15.5,17.789,7.721,10.053,9.689
16.5,17.391,7.114,9.766,9.654
17.5,17.067,6.613,9.52,9.564
