"","Id","vannlnr","vannlnr2","x","y","var1.pred","var1.var"
"803",0,0,61009,956692.810922536,7877775.0000747,71.6594726249201,4975.57469215941
"804",0,0,60196,951533.862197273,7931234.22897599,91.2967204001037,4070.469933468
"805",0,0,61612,905374.553561992,7840063.46521447,71.9046919751535,3127.27268332409
"806",0,0,49160,649317.953218812,7645295.48613122,104.253008839899,5179.97193015401
"807",0,0,47367,501946.0183933,7615084.49590003,157.814978293656,6184.18752835835
"808",0,0,59885,892144.282370771,7818573.89950083,77.4824011024535,5850.91573570764
"809",0,0,23763,43929.112328998,6630094.92214316,668.49136629011,6371.98414437984
"810",0,0,35326,340969.177778828,6945595.33968672,185.615282565504,5025.19786872892
"811",0,0,60044,899563.575759023,7807866.56711621,79.5418610581735,6543.9398277415
"812",0,0,57217,877871.32135948,7752698.64543487,85.7611440295533,6536.57590364054
"813",0,0,57172,893724.402308854,7755526.91045301,86.3469846471347,3465.76530793389
"814",0,0,57661,864200.47493428,7728254.61798121,83.6826776468614,1940.20506535485
"815",0,0,54591,841726.467013293,7701925.40331642,83.3953833499115,5688.61028793178
"816",0,0,54351,806021.764955832,7711751.8243498,86.1648177704361,5688.62592017293
"817",0,0,57825,859173.070976714,7707686.16788679,85.1494443160018,5175.84807988406
"818",0,0,38667,344823.617797128,7212118.39734297,261.864462743482,5992.55970667056
"819",0,0,39356,339304.379164145,7182312.20798064,256.867883661704,6412.37387628841
"820",0,0,39071,355486.658827134,7197349.69305459,263.03480166215,4768.08556632952
"821",0,0,38926,363847.516814491,7201162.98034203,265.238464024092,3294.43319841774
"822",0,0,39773,307127.77656629,7168123.62066063,245.348011809758,6441.11729603318
"823",0,0,40469,367148.991407558,7139503.75768334,260.223893225771,5617.19575625572
"824",0,0,39394,406744.767060246,7173313.93231722,267.335161850859,5216.084815579
"825",0,0,38623,454051.433081659,7203830.45786417,245.826088627224,5469.51240535049
"826",0,0,38975,440024.079889786,7192807.57145614,253.250433302831,699.467876870939
"827",0,0,43667,456880.163724631,7214310.54555105,244.585893869464,6182.92604673683
"828",0,0,1142,435152.60703678,7107447.74297456,236.620310513579,3919.17451788644
"829",0,0,41852,376548.192061037,7100125.48306478,259.704392927619,6091.16168735702
"830",0,0,41056,412577.466522319,7118888.79309248,253.671970561639,6670.49519008888
"831",0,0,36864,296648.627526717,7086745.4324527,233.562671498879,6750.06564222244
"832",0,0,37072,289709.677051051,7072702.30705296,224.432653307624,6086.84527447123
"833",0,0,37109,275873.367177316,7068002.73836855,215.651454454852,5910.59088145188
"834",0,0,64288,1047578.98112879,7799038.99583091,89.5458649070024,6693.17826792526
"835",0,0,2447,1066475.87513378,7777886.7242308,92.0563838978014,5405.57340715927
