ebint,mm,tws02,tws08
199324,26,0.0,16.4097258065
199324,27,0.0,16.7048387096
199324,28,0.0,18.1780645162
200485,22,0.0,12.2291129032
200485,26,0.0,13.6160806451
200485,27,0.0,14.8981290323
200485,28,0.0,16.0736451613
203154,22,0.0,14.5386290323
203154,26,0.0,15.489516129
203154,27,0.0,16.6362258064
203154,28,0.998071428573,18.7085161291
203955,22,0.0,12.9979516129
203955,26,0.0,13.6368870968
203955,27,0.0,15.2856129032
203955,28,0.0,16.5603064516
204895,22,0.0,11.1826935483
204895,26,0.0,12.0245645161
204895,27,0.0,13.6781774194
204895,28,0.0,14.7097258065
207855,22,0.0,12.1765161291
207855,26,0.0,13.1427903225
207855,27,0.0,14.2733709677
207855,28,0.0,15.7548709677
208814,22,0.0,11.0516129032
208814,26,0.0,11.0457741935
208814,27,0.0,12.7219193548
208814,28,0.0,14.3935483871
210718,22,0.0,10.8217580646
210718,26,0.0,11.5251451612
210718,27,0.0,13.8964193548
210718,28,0.0,15.3346129032
211179,22,0.0,14.5105645161
211179,26,0.0,15.7272419355
211179,27,0.0,16.4927903226
211179,28,0.0,17.5718548387
211344,22,0.0,14.189467742
211344,26,0.0,15.497
211344,27,0.0,16.5113387096
211344,28,0.0,17.8307741935
211415,22,0.0,0.382129032258
211415,26,0.0,3.15666129032
211415,27,0.0,7.02690322581
211415,28,0.0,9.82164516129
215398,22,0.0,13.6353387097
215398,26,0.0,14.2897903226
215398,27,0.0,15.3647580645
215398,28,0.0,17.5759354839
216721,22,0.0,12.9721612903
216721,26,0.0,13.4206451613
216721,27,0.0,14.7811612903
216721,28,0.0,16.8841935484
216760,22,0.0,11.8356612903
216760,26,0.0,12.5202903226
216760,27,0.0,13.9973225806
216760,28,0.0,15.6884677419
229519,22,0.0,12.7505322581
229519,26,0.0,13.5121290322
229519,27,0.0,15.1147741936
229519,28,0.0,16.493967742
230971,22,0.0,10.6072741936
230971,26,0.0,11.2385483871
230971,27,0.0,13.5286935484
230971,28,0.0,15.0923064516
231326,22,0.0,12.2343709677
231326,26,0.0,12.5221935483
231326,27,0.0,13.7989677419
231326,28,0.0,15.7988870967
231477,22,0.0,0.0
231477,26,0.0,0.0
231477,27,0.0,4.6124516129
231477,28,0.0,10.0901290323
232278,22,0.0,14.6412258064
232278,26,0.0,15.9972580645
232278,27,0.0,16.5390806452
232278,28,0.0,17.7392258065
232727,22,0.0,11.2943548387
232727,26,0.0,12.5624354839
232727,27,0.0,14.2987258064
232727,28,0.0,15.4167096774
232872,22,0.0,8.03020967741
232872,26,0.0,9.88814516128
232872,27,0.0,11.2151290323
232872,28,0.0,13.1861774193
233305,22,0.0,5.89974193548
233305,26,0.0,9.95979032256
233305,27,0.0,11.2895806452
233305,28,0.0,12.9572096774
233616,22,0.0,2.57046774194
233616,26,0.0,8.37098387097
233616,27,0.0,11.2016451613
233616,28,0.0,13.256483871
235505,22,0.0,11.3700967742
235505,26,0.0,12.4857741936
235505,27,0.0,14.2459354839
235505,28,0.0,15.3321774193
238165,22,0.0,15.2452741935
238165,26,0.0,16.1776129033
238165,27,0.0,17.1516451613
238165,28,1.83093288177,18.7382258065
238640,22,0.0,8.10932258064
238640,26,0.0,8.52453225807
238640,27,0.0,10.5878064516
238640,28,0.0,12.2785645161
241113,22,0.0,11.5235
241113,26,0.0,12.1556290323
241113,27,0.0,13.6369354839
241113,28,0.0,15.7246290323
243749,22,0.0,0.0
243749,26,0.0,6.49140322581
243749,27,0.0,9.63632258065
243749,28,0.0,12.0830645161
244849,22,0.0,9.07190322581
244849,26,0.0,9.59432258064
244849,27,0.0,11.5581129032
244849,28,0.0,13.4928387097
244896,22,0.0,8.20577419355
244896,26,0.0,9.50937096774
244896,27,0.0,12.0362741935
244896,28,0.0,13.6737741935
245885,22,0.0,14.451032258
245885,26,0.0,14.9067258065
245885,27,0.141321428572,16.4515645162
245885,28,0.939464285714,17.5440967742
247802,22,0.0,10.7014838709
247802,26,0.0,11.4285645161
247802,27,0.0,12.7694677419
247802,28,0.0,14.4365322581
248498,22,0.0,12.0371935483
248498,26,0.0,13.284
248498,27,0.0,14.9377419355
248498,28,0.0,16.7654032258
252609,22,0.0,15.6071612903
252609,26,0.0,16.6818709677
252609,27,0.0,17.8771129032
252609,28,0.189214285714,19.1064354839
253178,22,0.0,15.6311129032
253178,26,0.0,16.5111451612
253178,27,0.0,17.7367741936
253178,28,1.11112068965,19.4493387097
254702,22,0.0,12.2851451613
254702,26,0.0,12.8900322581
254702,27,0.0,15.0265322581
254702,28,0.0,15.9049516129
255247,22,0.0,12.5542580645
255247,26,0.0,11.7705967742
255247,27,0.0,13.5897903225
255247,28,0.132419950739,15.2962580645
255354,22,0.0,9.6455
255354,26,0.0,10.0451451613
255354,27,0.0,11.8261290322
255354,28,0.0,13.4083064516
255658,22,0.0,0.0
255658,26,0.0,0.098693548387
255658,27,0.0,8.01256451612
255658,28,0.0,10.2128225807
261771,22,0.0,9.93620967742
261771,26,0.0,10.4127741935
261771,27,0.0,12.275048387
261771,28,0.0,13.5830967742
268172,22,0.0,11.4100967742
268172,26,0.0,12.8932903226
268172,27,0.0,14.1553225807
268172,28,0.272732142857,15.5713387096
268331,22,0.0,11.3770483871
268331,26,0.0,12.5399193548
268331,27,0.0,14.173467742
268331,28,0.0,15.0931935484
271015,22,0.0,14.837467742
271015,26,0.0,15.7720806452
271015,27,0.0,17.1931612903
271015,28,0.0,18.2290806451
271553,22,0.0,15.1898225807
271553,26,0.0,16.0260322581
271553,27,0.0,17.3478387096
271553,28,0.0,19.0317903226
272261,22,0.0,13.0636451613
272261,26,0.0,13.7916451613
272261,27,0.0,15.3844032259
272261,28,0.0,17.2584354839
273822,22,0.0,6.86519354839
273822,26,0.0,7.12388709677
273822,27,0.0,8.94838709678
273822,28,0.0,10.6853064516
275063,22,0.0,11.3426129033
275063,26,0.0,11.752983871
275063,27,0.0,13.7463225807
275063,28,0.0,15.4766451613
275401,22,0.0,8.12782258065
275401,26,0.0,8.55712903226
275401,27,0.0,10.4419193549
275401,28,0.0,12.0937258064
275769,22,0.359553571429,16.0920483871
275769,26,0.871469211821,17.7307258064
275769,27,2.18012068965,18.8240161291
275769,28,3.61833066502,19.5933064517
276100,22,0.0,14.3818387097
276100,26,0.0,15.5899516129
276100,27,0.0,16.3305806452
276100,28,0.0,17.9662419355
279387,22,0.0,15.822
279387,26,0.238344827586,16.9273387097
279387,27,1.26,18.3515645161
279387,28,2.88163977832,19.3977903226
281041,22,0.0,7.08272580646
281041,26,0.0,7.51074193549
281041,27,0.0,9.73199999999
281041,28,0.0,11.0295967742
281875,22,0.0,12.1644516129
281875,26,0.0,13.0646129033
281875,27,0.0,14.9704193548
281875,28,0.0,16.2279838709
282151,22,0.0,9.61617741936
282151,26,0.0,10.1429193548
282151,27,0.0,11.8476935484
282151,28,0.0,13.2268548387
283171,22,0.0,10.1493064517
283171,26,0.0,10.6290645161
283171,27,0.0,12.6161290323
283171,28,0.0,14.1257258064
284410,22,0.0,11.891983871
284410,26,0.0,12.7481774194
284410,27,0.0,14.3858709678
284410,28,0.0,15.9236451613
284544,22,0.0,13.8416612903
284544,26,0.0,14.4252741935
284544,27,0.0,15.7205967742
284544,28,0.0,17.8861612903
285669,22,0.0,10.9332258065
285669,26,0.0,11.6965806452
285669,27,0.0,13.4507580646
285669,28,0.0,15.0123548387
288733,22,0.0,10.1838064516
288733,26,0.0,10.954983871
288733,27,0.0,12.6745645161
288733,28,0.0,14.3386129032
291674,22,0.0,9.26067741935
291674,26,0.0,10.2647580645
291674,27,0.0,12.0192903225
291674,28,0.0,13.7601451613
297414,22,0.0,10.138483871
297414,26,0.0,10.6476451613
297414,27,0.0,12.2940645161
297414,28,0.0,13.7150967742
298259,22,0.0,12.8732903226
298259,26,0.0,13.8750967742
298259,27,0.0,15.2865
298259,28,0.0,17.1524193549
298327,22,0.0,5.11701612903
298327,26,0.0,6.91516129032
298327,27,0.0,8.91872580645
298327,28,0.0,10.9670645161
299878,22,0.0,14.510548387
299878,26,0.0,15.6653870968
299878,27,0.0,16.3010645161
299878,28,0.0,17.9818548387
300045,22,0.0,13.1506290323
300045,26,0.0,13.8356451613
300045,27,0.0,15.6706290322
300045,28,0.0,16.8553709677
311939,22,0.0,14.6575483871
311939,26,0.0,15.7129193548
311939,27,0.0,16.1986774193
311939,28,0.0,17.8806451613
312687,22,0.0,12.2417096775
312687,26,0.0,13.3030645161
312687,27,0.110660714286,14.6882258064
312687,28,1.05169642857,16.1977580646
312702,22,0.0,13.0680806451
312702,26,0.0,13.9485483871
312702,27,0.0,15.7391612903
312702,28,0.0,16.8761290322
313046,22,0.0,10.3139516129
313046,26,0.0,10.8403225806
313046,27,0.0,12.4622580645
313046,28,0.0,13.9786935483
316342,22,0.0,8.00390322581
316342,26,0.0,8.418
316342,27,0.0,9.3285
316342,28,0.0,11.4168870968
316591,22,0.0,0.0
316591,26,0.0,0.0
316591,27,0.0,5.47491935484
316591,28,0.0,7.72012903226
317266,22,0.0,0.0
317266,26,0.0,0.0
317266,27,0.0,4.61503225806
317266,28,0.0,7.53716129032
318337,22,0.0,11.2919354839
318337,26,0.0,12.4454032258
318337,27,0.0,13.9857741935
318337,28,0.0,15.3245645161
323188,22,0.0,13.0589354839
323188,26,0.0,13.6476129032
323188,27,0.0,14.4165806451
323188,28,0.00451785714285,16.2957903225
326389,22,0.0,14.2633225807
326389,26,0.0,14.9836612903
326389,27,0.0,16.4481612903
326389,28,0.0,18.135483871
329620,22,0.0,8.44177419355
329620,26,0.0,9.55217741934
329620,27,0.0,11.1463870968
329620,28,0.0,12.6203064516
330065,22,0.0,7.88780645162
330065,26,0.0,8.05493548387
330065,27,0.0,10.0061290323
330065,28,0.0,11.7048709678
332349,22,0.0,10.967983871
332349,26,0.0,11.7957903226
332349,27,0.0379655172414,13.7466129032
332349,28,0.129889778325,15.3175483871
333425,22,0.0,12.6582258064
333425,26,0.0,13.9895322581
333425,27,0.0,15.6206451613
333425,28,0.0,16.8596451613
334202,22,0.0,10.2922096774
334202,26,0.0,10.9796774194
334202,27,0.0,12.9206935484
334202,28,0.0,14.6460322581
335011,22,0.0,13.1454677419
335011,26,0.0,14.3405
335011,27,0.252517857143,15.3436290323
335011,28,1.7528546798,16.9643387097
338381,22,0.0,9.59291935484
338381,26,0.0,10.4509354839
338381,27,0.0,12.0364032258
338381,28,0.0,13.8441935483
338533,22,0.0,10.9100967742
338533,26,0.0,11.3990806452
338533,27,0.662464285715,13.3022903226
338533,28,1.16073091133,15.1133225806
346114,22,0.0,11.5342258064
346114,26,0.0,13.1757741936
346114,27,0.0,14.4065806452
346114,28,0.0,16.1512741936
350422,22,0.0,10.3383225806
350422,26,0.0,10.989032258
350422,27,0.0,12.7968870968
350422,28,0.0,13.7747741935
352906,22,0.0,15.6204354839
352906,26,0.0,16.8442741935
352906,27,0.0,17.8298064516
352906,28,0.509897167488,19.4158225807
353167,22,0.0,10.1600322581
353167,26,0.0,11.3633548387
353167,27,0.0,13.1199032258
353167,28,0.0,14.4859193549
353292,22,0.0,0.0
353292,26,0.0,0.0
353292,27,0.0,5.71762903225
353292,28,0.0,8.96046774194
358849,22,2.33839285714,14.4772419355
358849,26,2.20021305419,15.6172580645
358849,27,3.79835591133,16.5061774194
358849,28,4.96294642858,17.914516129
367378,22,0.0,6.58130645162
367378,26,0.0,8.22922580645
367378,27,0.0,9.96112903225
367378,28,0.0,11.5999516129
368025,22,0.0,11.014
368025,26,0.0,12.342983871
368025,27,0.0,13.9978225807
368025,28,0.0,15.3968709678
369118,22,0.0,13.0522419355
369118,26,0.0,14.2008548387
369118,27,0.0,15.1054032258
369118,28,0.0,17.0030645161
377816,22,0.0,14.3589516129
377816,26,0.0,15.1881935484
377816,27,0.0,16.7140483871
377816,28,0.0,18.1939354838
378416,22,0.0,14.4428870968
378416,26,0.0,15.3255967742
378416,27,0.0,16.8089677419
378416,28,0.0,17.701451613
378559,22,0.0,12.3329193548
378559,26,0.0,13.2709354839
378559,27,0.0,14.7636935484
378559,28,0.0,16.0719516129
380034,22,0.0,14.5487258065
380034,26,0.0,15.5023870967
380034,27,0.0,16.7131612904
380034,28,0.646275246305,18.6377096774
381221,22,0.0,9.34864516129
381221,26,0.0,9.59369354839
381221,27,0.0,11.2316774193
381221,28,0.0,12.8356290323
384281,22,0.0,9.3645
384281,26,0.0,10.3527741935
384281,27,0.0,12.4662258064
384281,28,0.0,14.009516129
384424,22,0.0,10.1297258064
384424,26,0.0,10.7603387097
384424,27,0.0,12.5884032258
384424,28,0.0,13.8915645161
386548,22,0.0,15.3255645161
386548,26,0.0,16.3420806452
386548,27,0.0,17.5322580645
386548,28,0.8008091133,19.196
390428,22,0.0,0.0
390428,26,0.0,1.86848387097
390428,27,0.0,4.80508064516
390428,28,0.0,6.42522580645
390785,22,0.0,0.0
390785,26,0.0,0.0
390785,27,0.0,6.44990322581
390785,28,0.0,9.46383870968
392448,22,0.0,13.3441935483
392448,26,0.0,14.0656451613
392448,27,0.0,15.4499516129
392448,28,0.203303571429,17.362
394273,22,0.0,8.68866129032
394273,26,0.0,9.07198387096
394273,27,0.0,11.7391612904
394273,28,0.0,13.52
395175,22,0.0,14.8747258064
395175,26,0.0,16.1110483871
395175,27,0.0,16.9428548387
395175,28,0.0,17.8726290323
403802,22,0.0,14.1631290323
403802,26,0.0,15.1117419355
403802,27,0.47007820197,16.2072096774
403802,28,1.92678571429,17.814516129
404728,22,0.0,8.10656451613
404728,26,0.0,8.81977419355
404728,27,0.0,11.2801935484
404728,28,0.0,13.1626935484
406758,22,0.0,11.2564032258
406758,26,0.0,12.2222258065
406758,27,0.0,14.3633225806
406758,28,0.0,15.3893064516
410663,22,0.0,15.3260161291
410663,26,0.0,16.3227580645
410663,27,0.183285714286,17.4780645161
410663,28,1.60273214286,18.960483871
412272,22,0.0,10.2600161291
412272,26,0.0,10.7657096774
412272,27,0.0,12.7301451613
412272,28,0.0,14.4576129032
414926,22,0.0,14.5681774194
414926,26,0.0,15.7690806451
414926,27,0.0,16.8904032258
414926,28,0.252517857143,17.6903064516
416202,22,0.0,14.0897580645
416202,26,0.0,15.0923387097
416202,27,0.0,16.1409354839
416202,28,0.0,17.5540806451
418587,22,0.0,11.8411612903
418587,26,0.0,12.9526129032
418587,27,0.0,14.6778225807
418587,28,0.0,16.1316774194
418624,22,0.0,11.0188870967
418624,26,0.0,12.0882580645
418624,27,0.0,13.8342903226
418624,28,0.0,15.4180967742
422201,22,0.0,11.1957096775
422201,26,0.0,11.8707741936
422201,27,0.0,13.4551451613
422201,28,0.0,15.0191935484
423471,22,0.0,12.9651774194
423471,26,0.0,13.5947580645
423471,27,0.0,15.267
