ebint,mm,tws02,tws08
5514006,22,0.0,11.0190483871
5514006,26,0.0,11.6096935484
5514006,27,0.0,13.578032258
5514006,28,0.0,15.1966774193
5514982,22,0.0,12.5961129032
5514982,26,0.0,13.6176129032
5514982,27,0.0,15.1499354839
5514982,28,0.671160714286,16.7306612903
5516671,22,0.0,9.23793548387
5516671,26,0.0,10.5088064516
5516671,27,0.0,12.1671290322
5516671,28,0.0,13.7695967742
5520139,22,0.0,13.9975645161
5520139,26,0.0,15.2050806451
5520139,27,0.0,16.3091451613
5520139,28,0.26525,16.9972741935
5521151,22,0.0,8.31598387096
5521151,26,0.0,8.62774193549
5521151,27,0.0,10.0659032259
5521151,28,0.0,11.8524354838
5527891,22,0.0,15.3742258064
5527891,26,0.070827586207,16.3203709678
5527891,27,0.900607142855,17.4503225807
5527891,28,2.26907142857,18.6120806452
5531820,22,0.0,14.2104032258
5531820,26,0.0,14.9883709677
5531820,27,0.0,16.4404838709
5531820,28,0.0,17.7277096775
5532712,22,0.0,13.0593064516
5532712,26,0.0,14.3821451613
5532712,27,0.0,15.1529838709
5532712,28,0.0,16.6124032258
5534548,22,0.0,13.5396935483
5534548,26,0.0,14.2934193549
5534548,27,0.0,15.6391935484
5534548,28,0.0,17.6545161291
5538046,22,0.0,9.9942580645
5538046,26,0.0,10.9694677419
5538046,27,0.0,12.8505967742
5538046,28,0.0,14.0362258065
5539392,22,0.0,12.109483871
5539392,26,0.0,13.0725
5539392,27,0.0,14.6018225806
5539392,28,0.0,16.0476612903
5541611,22,0.0,10.4195645162
5541611,26,0.0,11.2297580645
5541611,27,0.0,12.7814516129
5541611,28,0.0,13.9676290322
5541612,22,0.0,10.0813225806
5541612,26,0.0,10.8230967742
5541612,27,0.0,12.6901935484
5541612,28,0.0,13.8007419355
5542379,22,0.0,15.614532258
5542379,26,0.0,16.4687258065
5542379,27,0.0,17.2949516129
5542379,28,0.0,18.8935967742
5542937,22,0.0,12.8625967742
5542937,26,0.0,13.919516129
5542937,27,0.0,15.4424838709
5542937,28,0.0,16.8017903226
5543968,22,0.0,14.2547903226
5543968,26,0.0,15.5183387097
5543968,27,0.0,16.1021612903
5543968,28,0.0,17.4522096774
5544534,22,0.0,9.93675806452
5544534,26,0.0,10.2195806451
5544534,27,0.0,11.7777419355
5544534,28,0.0,13.6694193548
5547102,22,0.0,0.0
5547102,26,0.0,1.86258064516
5547102,27,0.0,9.70340322581
5547102,28,0.0,11.8350967742
5547292,22,0.0,13.8518387097
5547292,26,0.0,14.9229677419
5547292,27,0.0,15.9670806451
5547292,28,0.0,17.1812096774
5549483,22,0.0,11.920967742
5549483,26,0.0,13.3898064516
5549483,27,0.0,14.5496129033
5549483,28,0.0,16.2538064516
5550987,22,0.0,9.93864516129
5550987,26,0.0,10.3681935484
5550987,27,0.0,11.7500967742
5550987,28,0.0,13.5926612903
5556521,22,0.0,13.0133548387
5556521,26,0.0,13.8465483871
5556521,27,0.0,15.2145322581
5556521,28,0.0,16.602483871
5556540,22,0.0,11.7636451613
5556540,26,0.0,13.5134516129
5556540,27,0.0,14.4730161291
5556540,28,0.0,16.1677419355
5557640,22,0.0,11.696483871
5557640,26,0.0,12.6255806452
5557640,27,0.0,14.3262903226
5557640,28,0.0,15.4008225807
5559746,22,0.0,8.03046774193
5559746,26,0.0,8.53648387097
5559746,27,0.0,9.41427419355
5559746,28,0.0,11.5776612903
5560924,22,0.0,13.0111774193
5560924,26,0.0,14.3648225806
5560924,27,0.0,15.8715806452
5560924,28,0.0,17.242532258
5563773,22,0.0,15.0866935484
5563773,26,0.0,16.0046612904
5563773,27,0.0,17.2509677419
5563773,28,1.05530110837,19.1286935484
5563830,22,0.0,14.6016451613
5563830,26,0.0,15.1587419355
5563830,27,0.0,16.8170322581
5563830,28,0.0,18.7735
5565261,22,0.415017857143,15.0436129032
5565261,26,0.663826970443,15.8821612904
5565261,27,1.92548214285,17.0122258065
5565261,28,2.95464285715,18.2743225807
5566007,22,0.0,14.6840806452
5566007,26,0.0,15.7878548387
5566007,27,0.0,16.9378225806
5566007,28,0.501112684729,18.7255
5567156,22,0.0,12.9207741936
5567156,26,0.0,14.5123387097
5567156,27,0.0,15.5482096775
5567156,28,0.0,16.8664193549
5572910,22,0.0,6.85901612903
5572910,26,0.0,8.09412903226
5572910,27,0.0,9.21133870967
5572910,28,0.0,11.0901129033
5575274,22,0.0,12.2902096774
5575274,26,0.0,12.8901451613
5575274,27,0.0,14.5140483871
5575274,28,0.0,16.1888225807
5577967,22,0.0,11.7335806451
5577967,26,0.0,12.9181774193
5577967,27,0.0,14.6770322581
5577967,28,0.0,15.7740967742
5580560,22,0.0,12.5714516129
5580560,26,0.0,13.6722580646
5580560,27,0.153267857143,14.5136451613
5580560,28,1.21375615764,15.8407580646
5580886,22,0.0,11.7044354839
5580886,26,0.0,12.6561451613
5580886,27,0.0,14.2492419355
5580886,28,0.0,15.905483871
5584875,22,0.0,10.864532258
5584875,26,0.0,11.749467742
5584875,27,0.0,13.3477580645
5584875,28,0.0,14.6038225806
5585314,22,0.897017857143,16.1625806452
5585314,26,0.959143472905,17.3207580645
5585314,27,2.60281834975,18.7515967742
5585314,28,3.95787931035,20.0426451613
5586600,22,0.0,0.0
5586600,26,0.0,3.44130645161
5586600,27,0.0,7.75737096774
5586600,28,0.0,10.1015161291
5592823,22,0.0,11.0298870967
5592823,26,0.0,11.2821129033
5592823,27,0.0,12.8395645162
5592823,28,0.0,14.8780322581
5593641,22,0.0,11.0302903225
5593641,26,0.0,11.213467742
5593641,27,0.0,12.8932258065
5593641,28,0.0,14.5342903225
5595464,22,0.0,13.2525
5595464,26,0.0,14.6198870968
5595464,27,0.0,16.1841129032
5595464,28,0.0,17.8082903226
5598569,22,0.0,12.9065483871
5598569,26,0.0,13.8469193548
5598569,27,0.110267857143,15.2271290322
5598569,28,1.57467857143,16.9570483871
5607451,22,0.0,12.0486935484
5607451,26,0.0,13.4660806452
5607451,27,0.0,14.7561774193
5607451,28,0.0,16.4516935484
5612423,22,0.0,12.2806451613
5612423,26,0.0,12.4325645162
5612423,27,0.0,13.8853064516
5612423,28,0.0,15.9607741935
5614669,22,0.0,15.3490806451
5614669,26,0.0,16.2055
5614669,27,0.0,17.5321774193
5614669,28,0.834338669951,19.0855322581
5618676,22,0.0,15.322032258
5618676,26,0.0,15.9766935484
5618676,27,0.0,17.3365806452
5618676,28,0.0,19.1817258065
5618748,22,0.0,12.2400645161
5618748,26,0.0,13.5173225806
5618748,27,0.0,14.4326774194
5618748,28,0.0,16.1621129033
5619467,22,0.0,11.7838064517
5619467,26,0.0,13.166983871
5619467,27,0.0,14.6773064516
5619467,28,0.0,16.5814838709
5622044,22,0.0,12.6603225806
5622044,26,0.0,13.8119193548
5622044,27,0.0,15.4828225806
5622044,28,0.0,16.3002096774
5622806,22,0.0,11.8717096774
5622806,26,0.0,12.7888548387
5622806,27,0.0,14.2220645161
5622806,28,0.0,16.1865967742
5623425,22,0.0,13.5344677419
5623425,26,0.0,14.6211774193
5623425,27,0.0,15.1751774193
5623425,28,0.0,17.0126451613
5625684,22,0.0,11.8949193548
5625684,26,0.0,11.9636612904
5625684,27,0.0,13.9016612903
5625684,28,0.0,15.1974677419
5626677,22,0.0,11.0653387097
5626677,26,0.0,12.0519193548
5626677,27,0.0,13.5280483871
5626677,28,0.0,14.9775645161
5628343,22,0.0,15.1820967742
5628343,26,0.0,16.3114193548
5628343,27,0.0,17.4526774193
5628343,28,0.653828817734,19.1669838709
5628579,22,0.0,11.0781451613
5628579,26,0.0,12.6021612904
5628579,27,0.0,14.3232903226
5628579,28,0.0,15.3881774194
5639559,22,0.0,0.0
5639559,26,0.0,0.0
5639559,27,0.0,3.43777419355
5639559,28,0.0,8.83433870967
5643550,22,0.0,8.74903225806
5643550,26,0.0,9.18106451612
5643550,27,0.0,10.8843064517
5643550,28,0.0,12.5365645161
5644617,22,0.0,12.5152741936
5644617,26,0.0,12.4302903226
5644617,27,0.0,13.8160967742
5644617,28,0.0,15.8751612903
5648246,22,0.0,8.15666129032
5648246,26,0.0,9.25782258064
5648246,27,0.0,10.464983871
5648246,28,0.0,12.0954677419
5649170,22,0.0,10.4588709677
5649170,26,0.0,11.1651290323
5649170,27,0.0,12.9613870968
5649170,28,0.0,14.0954516129
5650653,22,0.0,6.65272580645
5650653,26,0.0,8.42525806451
5650653,27,0.0,10.4965
5650653,28,0.0,12.5523387097
5652475,22,0.0,10.8732096774
5652475,26,0.0,12.2966290322
5652475,27,0.0,13.9056774194
5652475,28,0.0,14.9975806451
5654535,22,0.0,12.6633225807
5654535,26,0.0,13.7308548387
5654535,27,0.0,15.176516129
5654535,28,0.0,16.2992903226
5656970,22,0.0,7.8260483871
5656970,26,0.0,8.81358064516
5656970,27,0.0,9.96672580648
5656970,28,0.0,11.7659354839
5658147,22,0.0,7.89296774194
5658147,26,0.0,8.90461290323
5658147,27,0.0,9.72883870967
5658147,28,0.0,11.8867258065
5659254,22,0.0,14.8575322581
5659254,26,0.0,15.8242580645
5659254,27,0.0,17.0215
5659254,28,1.1186773399,18.6256612903
5660155,22,0.0,7.09287096775
5660155,26,0.0,8.5059032258
5660155,27,0.0,10.5818870968
5660155,28,0.0,12.2418548387
5660888,22,0.0,0.0
5660888,26,0.0,0.0
5660888,27,0.0,3.94393548387
5660888,28,0.0,9.15856451613
5660905,22,0.0,0.461725806451
5660905,26,0.0,6.32066129033
5660905,27,0.0,9.03688709678
5660905,28,0.0,11.2609193548
5661108,22,0.0,10.6369032258
5661108,26,0.0,10.82
5661108,27,0.0,12.7009354838
5661108,28,0.0,14.3351451613
5663825,22,0.0,11.7640322581
5663825,26,0.0,12.2214516129
5663825,27,0.0,13.4902580645
5663825,28,0.0,15.7373387097
5665032,22,0.0,8.92214516129
5665032,26,0.0,9.50382258065
5665032,27,0.0,11.6639193548
5665032,28,0.0,13.411967742
5667291,22,0.0,11.3981451613
5667291,26,0.0,12.0034193548
5667291,27,0.0,13.7087741935
5667291,28,0.0,15.0811774194
5670611,22,0.0,0.0
5670611,26,0.0,0.0
5670611,27,0.0,0.768048387098
5670611,28,0.0,3.44304838709
5670938,22,0.0,11.3407096774
5670938,26,0.0,12.9533870967
5670938,27,0.0,14.3118709678
5670938,28,0.0,15.9060967741
5674205,22,0.0,10.6895806452
5674205,26,0.0,11.7886451613
5674205,27,0.0,13.2303709677
5674205,28,0.0,14.2313548387
5674763,22,0.0,15.0865967742
5674763,26,0.0,16.3983064516
5674763,27,0.0,16.8968064516
5674763,28,0.0,18.6072580645
5675183,22,0.0,13.0739677419
5675183,26,0.0,13.9989193549
5675183,27,0.0,15.4841774193
5675183,28,0.0,16.6140806451
5681402,22,0.0,12.807
5681402,26,0.0,14.1233870968
5681402,27,0.0,15.5975
5681402,28,0.0,16.7374354839
5682231,22,0.0,11.7464193548
5682231,26,0.0,12.1806774193
5682231,27,0.0,13.7565967742
5682231,28,0.0,15.4892258065
5688034,22,0.0,10.6937580645
5688034,26,0.0,11.3546935484
5688034,27,0.0,13.1270806452
5688034,28,0.0,14.2093870967
5689828,22,0.0,14.9945806452
5689828,26,0.0,15.9590806452
5689828,27,0.0,17.3532580645
5689828,28,0.0,18.2745967742
5699997,22,0.0,14.0595806451
5699997,26,0.0,14.8631290323
5699997,27,0.0,15.7862258065
5699997,28,0.0,17.4136451613
5703234,22,0.0,9.99183870968
5703234,26,0.0,10.5435483871
5703234,27,0.0,11.5956935484
5703234,28,0.0,13.3927258064
5707081,22,0.0,14.279016129
5707081,26,0.0,15.7558709677
5707081,27,0.0,16.2097741935
5707081,28,0.0,17.4156935483
5713875,22,0.0,10.5762580645
5713875,26,0.0,11.1301612903
5713875,27,0.0,12.4063387097
5713875,28,0.0,14.3249677419
5714571,22,0.0,9.08151612904
5714571,26,0.0,9.82914516129
5714571,27,0.0,11.5989354839
5714571,28,0.0,13.6309677419
5715483,22,0.0,9.53266129033
5715483,26,0.0,10.48
5715483,27,0.0,12.1382096774
5715483,28,0.0,14.0181129032
5715685,22,0.0,13.7616612903
5715685,26,0.0,14.6529193548
5715685,27,0.0,15.8432419354
5715685,28,0.0,17.7512258065
5716137,22,0.0,4.57780645161
5716137,26,0.0,5.60619354839
5716137,27,0.0,8.1275967742
5716137,28,0.0,10.6127741935
5717868,22,0.0,13.4124193548
5717868,26,0.0,14.3501129033
5717868,27,0.0,15.4211935484
5717868,28,0.0,16.898016129
5720494,22,0.0,8.0735
5720494,26,0.0,8.41241935484
5720494,27,0.0,9.84764516129
5720494,28,0.0,11.6227903226
5725498,22,0.0,10.3098225806
5725498,26,0.0,10.9585483871
5725498,27,0.0,12.5461935483
5725498,28,0.0,14.0835806452
5727121,22,0.0,0.0
5727121,26,0.0,3.98961290322
5727121,27,0.0,9.00037096774
5727121,28,0.0,11.5458225807
5728517,22,0.0,6.77853225806
5728517,26,0.0,7.14527419355
5728517,27,0.0,9.0445
5728517,28,0.0,10.7623709677
5730081,22,0.0,14.1914838709
5730081,26,0.0,15.6417580645
5730081,27,0.0,16.1027096775
5730081,28,0.0,17.2941290322
5744042,22,0.0,13.836967742
5744042,26,0.0,14.7417580645
5744042,27,0.0,15.9074354838
5744042,28,0.0,17.4296612903
5754195,22,0.0,11.3279516129
5754195,26,0.0,11.6333709678
5754195,27,0.0,13.7945322581
5754195,28,0.0,15.0426129032
5754631,22,0.0,3.87724193549
5754631,26,0.0,5.49062903226
5754631,27,0.0,7.92988709677
5754631,28,0.0,9.9397580645
5757551,22,0.0,8.81725806452
5757551,26,0.0,9.45156451613
5757551,27,0.0,11.8700967742
5757551,28,0.0,13.4127580645
5761872,22,0.0,13.9890483871
5761872,26,0.0,14.9615161291
5761872,27,0.0,16.213467742
5761872,28,0.0,17.5542903226
5763778,22,0.0,13.2387419355
5763778,26,0.0,14.5564354839
5763778,27,0.0,16.0553387097
5763778,28,0.0,17.4436774193
5763800,22,0.0,7.67211290322
5763800,26,0.0,8.14717741935
5763800,27,0.0,9.8718548387
5763800,28,0.0,11.6616774193
5767079,22,0.0,6.95803225806
5767079,26,0.0,8.16788709678
5767079,27,0.0,9.579
5767079,28,0.0,11.468032258
5767683,22,0.0,13.8154032258
5767683,26,0.0,14.6908387097
5767683,27,0.0,15.6225967742
5767683,28,0.0,17.2618225806
5769498,22,0.0,9.4945483871
5769498,26,0.0,10.0216129032
5769498,27,0.0,11.8549193549
5769498,28,0.0,13.5738548387
5769859,22,0.0,10.5866774193
5769859,26,0.0,11.0530806452
5769859,27,0.0,12.8174193548
5769859,28,0.0,14.8003870968
5770616,22,0.0,14.7420483871
5770616,26,0.0,15.5298709677
5770616,27,1.1444747537,16.7675483871
5770616,28,2.44871428571,17.8926451613
5775655,22,0.0,14.4789677419
5775655,26,0.0,15.4305967742
5775655,27,0.0,16.5811290323
5775655,28,0.0,18.3950806451
5780496,22,0.0,15.1265
5780496,26,0.0,16.1929032259
5780496,27,0.0531964285715,17.3735
5780496,28,1.47457142857,19.1608225806
5780906,22,0.0,13.5027096774
5780906,26,0.0,14.5421451613
5780906,27,0.0,15.585983871
5780906,28,0.0,17.0014838709
5781083,22,0.0,12.8123548387
5781083,26,0.0,13.5905806452
5781083,27,0.0,15.0214193548
5781083,28,0.0,16.206483871
5781909,22,0.0,7.22883870968
5781909,26,0.0,8.59601612904
5781909,27,0.0,9.42277419355
5781909,28,0.0,11.1631612903
5782621,22,0.0,13.8723709678
5782621,26,0.0,14.1186612904
5782621,27,0.0,15.8383709678
5782621,28,0.0,17.6771774193
5785984,22,0.0,11.5559193549
5785984,26,0.0,13.6368387097
5785984,27,0.0,14.494983871
5785984,28,0.0,16.4598548387
5790427,22,0.0,14.514
5790427,26,0.0,15.5708548387
5790427,27,0.0,16.7917741936
5790427,28,0.0,18.1067580645
5790918,22,0.0,14.574
5790918,26,0.0,15.8521612904
5790918,27,0.0,16.2108064516
5790918,28,0.0,17.6926290323
5791527,22,0.0,15.0566290323
5791527,26,0.0,15.9237096775
5791527,27,0.0,17.369516129
5791527,28,0.0,18.6485322581
5792228,22,0.0,13.194
5792228,26,0.0,14.3015483871
5792228,27,0.0,15.9474516129
5792228,28,0.0,17.2099354838
5793207,22,0.0,13.7018870967
5793207,26,0.0,14.9938064516
5793207,27,0.0,15.7753387097
5793207,28,0.0,17.6887903225
5793713,22,0.0,13.918483871
5793713,26,0.0,14.9872741936
5793713,27,0.0,16.2722419355
5793713,28,0.60667364532,18.0920967742
5799117,22,0.0,11.7197419355
5799117,26,0.0,13.3809032258
5799117,27,0.0,15.0110483871
5799117,28,0.0,16.370016129
5801769,22,0.0,11.7157903226
5801769,26,0.0,12.6642580645
5801769,27,0.0,14.3485483871
5801769,28,0.0,15.2768548388
5804684,22,0.0,8.98616129032
5804684,26,0.0,9.35382258065
5804684,27,0.0,11.0963709677
5804684,28,0.0,12.5784193548
5808386,22,0.0,11.120532258
5808386,26,0.0,12.0002419355
5808386,27,0.0,13.734
5808386,28,0.0,14.6570806451
5809975,22,0.0,14.9592580645
5809975,26,0.0,16.4573709678
5809975,27,0.0,16.9001774194
5809975,28,0.0,18.0000806451
5812325,22,0.0,8.91246774194
5812325,26,0.0,9.67938709677
5812325,27,0.0,11.2358709677
5812325,28,0.0,12.8806612903
5813018,22,0.0,12.3809677419
5813018,26,0.0,13.2921935484
5813018,27,0.0,14.6611129033
5813018,28,0.0,16.0237419355
5813549,22,0.0,10.8997096774
5813549,26,0.0,12.1202741935
5813549,27,0.0,13.8127419355
5813549,28,0.0,15.2829354839
5816213,22,0.0,14.6331290323
5816213,26,0.0,15.5351129032
5816213,27,0.0,16.8255
5816213,28,0.0,17.9546290323
5816762,22,0.0,13.0335
5816762,26,0.0,13.9341935483
5816762,27,0.0,15.0715645161
5816762,28,0.0,16.5693225807
5824694,22,0.0,11.9061935484
5824694,26,0.0,13.3213064516
5824694,27,0.0,15.013483871
5824694,28,0.0,16.3683548387
5826098,22,0.0,12.0666451613
5826098,26,0.0,13.5593870968
5826098,27,0.0,14.8713225806
5826098,28,0.0,16.4090322581
5826258,22,0.0,0.0
5826258,26,0.0,4.60990322581
5826258,27,0.0,8.18433870967
5826258,28,0.0,10.3036451612
5827270,22,0.0,12.2027580645
5827270,26,0.0,13.7570806452
5827270,27,0.0,15.4776935484
5827270,28,0.0,16.4322258065
5828040,22,0.0,13.6505645161
5828040,26,0.0,13.7599193548
5828040,27,0.196589285714,15.0535
5828040,28,0.481982142857,17.0006935484
5829368,22,0.0,10.0661612903
5829368,26,0.0,10.7723870968
5829368,27,0.0,12.6209838709
5829368,28,0.0,13.6459838709
5830075,22,0.0,9.80056451613
5830075,26,0.0,11.1003064516
5830075,27,0.0,12.7193225807
5830075,28,0.0,14.2965
5831539,22,0.0,10.6499516129
5831539,26,0.0,11.0812580645
5831539,27,0.0,13.1048225806
5831539,28,0.0,14.3305806452
5831955,22,0.0,15.5506129032
5831955,26,0.0,16.3212741936
5831955,27,0.0,17.8105322581
5831955,28,0.434285714286,19.4369193549
5832050,22,0.0,14.7359354839
5832050,26,0.0,15.4909032258
5832050,27,0.0,17.0321451613
5832050,28,0.0,18.1438387096
5833194,22,0.0,10.1095645161
5833194,26,0.0,10.5856935484
5833194,27,0.0,12.3505483871
5833194,28,0.0,13.6261935484
5834000,22,0.0,7.567
5834000,26,0.0,8.03593548387
5834000,27,0.0,10.2331129032
5834000,28,0.0,11.9322258064
5835027,22,0.0,7.34224193549
5835027,26,0.0,7.87611290323
5835027,27,0.0,9.98341935486
5835027,28,0.0,11.581467742
5835563,22,0.0,13.1861129033
5835563,26,0.0,14.640467742
5835563,27,0.0,15.2739516129
5835563,28,0.0,16.6720322581
5839058,22,0.0,15.1961774194
5839058,26,0.0,16.2818225807
5839058,27,0.0,17.473983871
5839058,28,0.871839285714,19.1266935484
5841306,22,0.0,11.0149193549
5841306,26,0.0,12.5746612903
5841306,27,0.0,14.1313387097
5841306,28,0.0,15.3541290323
5841585,22,0.0,12.9419677419
5841585,26,0.0,14.1833709678
5841585,27,0.0,15.6795
5841585,28,0.0,17.0735
5841613,22,0.0,13.7243225806
5841613,26,0.0,15.171516129
5841613,27,0.0,15.7356612903
5841613,28,0.0,17.4507096774
5841929,22,0.0,14.8933870968
5841929,26,0.0,15.9762903226
5841929,27,0.0,17.2069677419
5841929,28,0.748482142857,18.9782419355
5844113,22,0.0,8.78246774193
5844113,26,0.0,8.79285483871
5844113,27,0.0,11.2740967742
5844113,28,0.0,12.5752419355
5845020,22,0.0,9.66504838709
5845020,26,0.0,10.299467742
5845020,27,0.0,12.1890806451
5845020,28,0.0,13.7186129033
5847260,22,0.0,9.75324193549
5847260,26,0.0,9.97919354839
5847260,27,0.0,12.1345806451
5847260,28,0.0,13.6279193548
5847649,22,0.0,10.6019032258
5847649,26,0.0,11.3308870968
5847649,27,0.0,12.7107741935
5847649,28,0.0,14.3637258064
5851273,22,0.0,9.56737096774
5851273,26,0.0,10.2883225806
5851273,27,0.0,12.5084193549
5851273,28,0.0,14.1526451613
5855917,22,0.0,3.94353225806
5855917,26,0.0,6.44853225807
5855917,27,0.0,8.63488709677
5855917,28,0.0,10.796983871
5856334,22,0.0,13.0168548387
5856334,26,0.0,14.0545483871
5856334,27,0.0,15.058516129
5856334,28,0.0,16.5041290322
5858482,22,0.0,11.7848548387
5858482,26,0.0,12.9915806451
5858482,27,0.0,14.459
5858482,28,0.0,16.074967742
5858517,22,0.0,12.025983871
5858517,26,0.0,13.3830806452
5858517,27,0.0,15.1605645161
5858517,28,0.0,16.4475161291
5862627,22,3.12748214285,14.3774516129
5862627,26,3.27732142858,15.3631290322
5862627,27,4.80333928571,16.4487096774
5862627,28,5.75073214286,17.8325322581
5863391,22,0.0,9.99788709675
5863391,26,0.0,10.9828387097
5863391,27,0.0,12.4631935484
5863391,28,0.0,13.7263709677
5864436,22,0.0,12.1856290323
5864436,26,0.0,13.4230645161
5864436,27,0.0,14.8492258065
5864436,28,0.0,16.1941290323
5864662,22,0.0,10.8392741936
5864662,26,0.0,11.4354354839
5864662,27,0.594589285714,13.2570483871
5864662,28,1.0956908867,15.1789838709
5864771,22,0.0,15.7003064517
5864771,26,0.0,16.6810483871
5864771,27,0.0,17.6700322581
5864771,28,1.58407142857,19.5380806451
5865445,22,0.0,12.5054354839
5865445,26,0.0,12.6855645161
5865445,27,0.0,14.6573387097
5865445,28,0.0,16.4693064516
5865579,22,0.0,11.225983871
5865579,26,0.0,11.2991290323
5865579,27,0.0,12.7707741936
5865579,28,0.0,14.9585967742
5866581,22,0.0,13.5827419355
5866581,26,0.0,14.322
5866581,27,0.0,15.8184516129
5866581,28,0.0,17.8638548387
5866933,22,0.0,9.06059677419
5866933,26,0.0,9.86637096773
5866933,27,0.0,12.1103387097
5866933,28,0.0,13.6517741936
5869294,22,0.0,11.8857903226
5869294,26,0.0,11.4493064516
5869294,27,0.0,13.3253225807
5869294,28,0.0,15.0781935484
5869872,22,0.0,12.9861451613
5869872,26,0.0,14.0740967742
5869872,27,0.0,15.6243709678
5869872,28,0.0,17.303467742
5871315,22,0.0,12.0910483871
5871315,26,0.0,13.0190483871
5871315,27,0.0,14.2115645161
5871315,28,0.0,15.7046935484
5873089,22,0.0,11.0596612904
5873089,26,0.0,11.8421774193
5873089,27,0.0,13.8898548387
5873089,28,0.0,14.840032258
5873858,22,0.0,15.5877741936
5873858,26,0.0,16.8004032258
5873858,27,0.121465517241,17.8051129032
5873858,28,1.39550184729,19.200483871
5874021,22,0.0,11.6636774193
5874021,26,0.0,11.9259032258
5874021,27,0.0,13.3638064516
5874021,28,0.0,15.5047258065
5880630,22,0.0,15.9108870968
5880630,26,0.0,16.7535806452
5880630,27,0.0,17.8518870968
5880630,28,0.0,19.1893225806
5880862,22,0.0,10.7493870967
5880862,26,0.0,11.4088709677
5880862,27,0.0,13.1424193548
5880862,28,0.0,14.4918225807
5883266,22,0.0,0.0
5883266,26,0.0,0.0
5883266,27,0.0,4.95596774193
5883266,28,0.0,8.21427419355
5884677,22,0.0,13.4064032259
5884677,26,0.0,14.0945967742
5884677,27,0.213910714286,15.8634354839
5884677,28,0.954160714286,17.5060967742
5887920,22,0.0,15.4217258064
5887920,26,0.0,16.3322580646
5887920,27,0.0,17.4472580645
5887920,28,0.0,18.5826290322
5889213,22,0.0,14.3095645161
5889213,26,0.0,15.8631451612
5889213,27,0.0,16.0105967742
5889213,28,0.0,17.7901935484
5891596,22,0.0,15.777032258
5891596,26,0.0,16.746483871
5891596,27,0.0,17.5269354839
5891596,28,1.10914285714,19.0648225806
5893289,22,0.0,12.6661451613
5893289,26,0.0,13.831483871
5893289,27,0.0,15.3993870968
5893289,28,0.0,16.2384354839
5902105,22,0.0,0.0
5902105,26,0.0,0.0
5902105,27,0.0,4.4765967742
5902105,28,0.0,8.33219354838
5902788,22,0.0,11.0698064516
5902788,26,0.0,11.7188870967
5902788,27,0.0,13.6093709677
5902788,28,0.0,15.0908225806
5906073,22,0.0,7.00569354839
5906073,26,0.0,7.58114516129
5906073,27,0.0,9.58114516129
5906073,28,0.0,11.6191612903
5911078,22,0.0,11.7922258064
5911078,26,0.0,13.432483871
5911078,27,0.0,14.9237903226
5911078,28,0.0,16.0609032258
5911317,22,0.0,14.5927096774
5911317,26,0.0,16.1221290323
5911317,27,0.0,16.6092741936
5911317,28,0.0,17.8555967742
5915727,22,0.0,7.97562903225
5915727,26,0.0,8.30680645161
5915727,27,0.0,10.3426290322
5915727,28,0.0,12.2355645161
5916442,22,0.0,12.4644838709
5916442,26,0.0,13.8557903226
5916442,27,0.0,15.4048225806
5916442,28,0.0,16.625467742
5923960,22,0.0,14.7049354839
5923960,26,0.0,16.0409354839
5923960,27,0.0,16.5160322581
5923960,28,0.0,17.8392096774
5927987,22,0.0,8.70827419355
5927987,26,0.0,9.3384032258
5927987,27,0.0,10.967983871
5927987,28,0.0,12.6182258064
5932033,22,0.0,13.8718064516
5932033,26,0.0,14.6458225806
5932033,27,0.0,16.0405483871
5932033,28,0.0,17.508
5934021,22,0.0,13.8405806452
5934021,26,0.0,14.8287096775
5934021,27,0.0,15.7810322581
5934021,28,0.0,17.2280483871
5934897,22,0.0,11.1984032258
5934897,26,0.0,12.0534677419
5934897,27,0.0,13.2997258064
5934897,28,0.0,14.8815645162
5936931,22,0.0,10.2975645162
5936931,26,0.0,11.3330967742
5936931,27,0.0,13.1120483871
5936931,28,0.0,14.4953870968
5939242,22,0.0,12.5468548387
5939242,26,0.0,13.6334677419
5939242,27,0.0,14.8889677419
5939242,28,0.0,16.762516129
5939332,22,0.0,15.4294516129
5939332,26,0.0,16.3443064516
5939332,27,0.0,17.1559354839
5939332,28,0.0815862068965,18.5995
5940174,22,0.0,14.9003870968
5940174,26,0.0,15.7808225806
5940174,27,0.0,17.1504032258
5940174,28,0.0,18.5262096774
5942998,22,0.0,11.3294516129
5942998,26,0.0,10.8009354839
5942998,27,0.0,12.5624193549
5942998,28,0.0,14.2450645161
5945309,22,0.0,7.35248387097
5945309,26,0.0,8.39945161291
5945309,27,0.0,9.36724193549
5945309,28,0.0,11.4242580646
5948110,22,0.0,9.59938709678
5948110,26,0.0,10.1869193548
5948110,27,0.0,12.2129032258
5948110,28,0.0,13.6842741935
5948594,22,0.0412321428572,13.6150645161
5948594,26,0.109660714286,13.4084516129
5948594,27,1.00069642857,14.7852419355
5948594,28,1.98491133005,16.4656935484
5954249,22,0.0,8.68908064517
5954249,26,0.0,9.73691935483
5954249,27,0.0,10.8018225807
5954249,28,0.0,13.1161451613
5955511,22,0.0,15.3498064516
5955511,26,0.0,16.1256774194
5955511,27,0.0,17.5865967741
5955511,28,0.0,18.6130645161
5956729,22,0.0,11.5578548387
5956729,26,0.0,13.1031290322
5956729,27,0.0,14.7737903226
