,mm,y0,y1,ebint,d0mean,d1mean,d2mean,d3mean,d4mean,d5mean,d6mean,d7mean,d8mean,d9mean,d0std,d1std,d2std,d3std,d4std,d5std,d6std,d7std,d8std,d9std
634,26,2031,2040,650935,0.0,0.0306402173913,0.0624434782609,0.0959065217391,0.129711956522,0.162640217391,0.193961956522,0.223708695652,0.251959782609,0.278147826087,0.0,0.0519131055172,0.105545739951,0.161305554781,0.216229321172,0.268127533506,0.315427543191,0.359138895677,0.399994602129,0.437538457686
635,22,2001,2010,650935,0.0,0.0306706521739,0.0625163043478,0.0960173913043,0.129858695652,0.162816304348,0.194192391304,0.223961956522,0.252239130435,0.278447826087,0.0,0.0519372602973,0.105601431859,0.161398949887,0.216372863681,0.268278431112,0.315646730514,0.35935206422,0.400231110318,0.437799865207
636,28,2091,2100,7064308,13.876073913,13.3110608696,11.442751087,8.70525217391,6.43399782609,5.40053913043,4.9214,4.63949891304,4.44550217391,4.31074456522,2.98286140438,2.81299623495,2.61385739492,2.27521533437,1.38471319532,0.786309917796,0.545496617931,0.426128508767,0.334134123695,0.258720731152
637,27,2061,2070,7064308,11.8142228261,11.2739434783,9.55638152174,7.32813586957,5.75851413043,4.99278478261,4.60553478261,4.39324565217,4.25365326087,4.16432608696,4.23527423155,3.79896054065,3.18790669566,2.3950779379,1.52224165706,0.975835459352,0.677379638002,0.52713104511,0.412555910268,0.326455645603
638,26,2031,2040,7064308,10.2574184783,9.86967608696,8.68449456522,7.14002065217,5.75722717391,4.94529782609,4.5664423913,4.34189456522,4.20820434783,4.12432717391,4.34267129945,3.66292795224,2.95175113367,2.32357776796,1.69232192147,1.09312629123,0.769682442995,0.548724423258,0.417054542458,0.321709485327
639,22,2001,2010,7064308,8.55415543478,8.373825,7.51760869565,6.60428043478,5.57453478261,4.83874347826,4.46627282609,4.27979782609,4.16780434783,4.10242173913,4.51789937475,3.70973436525,3.0831690131,2.57442597121,1.90209977234,1.30005577409,0.920253051327,0.701494154151,0.551191615245,0.444069947099
640,28,2091,2100,15978833,15.1302184783,14.8182858696,13.6625336957,11.6205076087,8.6076,6.62404782609,5.74953586957,5.30628586957,5.0280173913,4.82927065217,2.68164164293,2.51077638431,2.00416181101,2.18334103772,1.81377901832,1.08802983036,0.724602542974,0.598329789782,0.542374792341,0.503653057356
641,27,2061,2070,15978833,13.7488804348,13.4010391304,12.1779891304,10.0823152174,7.7290576087,6.24615434783,5.46534891304,5.052475,4.77233804348,4.58875326087,3.1191470694,2.91093257712,2.61938705002,2.48187032184,2.13397517864,1.5307520466,1.06417401596,0.839574218107,0.667746224648,0.572809591455
642,26,2031,2040,15978833,11.845998913,11.4644,10.2302554348,8.78567934783,7.06618913043,5.90036956522,5.17966195652,4.77261847826,4.53318695652,4.38650652174,3.68101665491,3.31252008002,2.76816628867,2.50306911337,2.09168654223,1.66634732984,1.12521654154,0.748488748785,0.535084008784,0.433944576526
643,22,2001,2010,15978833,10.5809228261,10.3552771739,9.39695869565,8.29825326087,7.19800869565,6.1318423913,5.31580652174,4.94261195652,4.73027934783,4.58410434783,3.96602713226,3.52094312044,3.02588011144,2.71381568524,2.42990032796,1.96550783049,1.35587433638,1.12386118516,1.00488057812,0.906238806682
644,28,2091,2100,14872388,17.4130315217,17.3822293478,17.1488956522,16.6503,15.8928706522,14.9376456522,13.8740836957,12.8471369565,11.9549652174,11.1690597826,2.5545224639,2.52427377992,2.35614561403,2.24569508549,2.41836014539,2.71285294069,2.96945726688,3.08471768456,3.06973130129,2.87964637415
645,27,2061,2070,14872388,16.1531619565,16.133876087,15.9368630435,15.5424380435,15.0309717391,14.4025347826,13.7378228261,13.000175,12.2422891304,11.5338869565,2.9287024997,2.91758362536,2.82628766011,2.69219544497,2.52716604715,2.37831399643,2.28403702219,2.27782168789,2.33932318204,2.29054006543
646,26,2031,2040,14872388,14.5164413043,14.4915597826,14.2272956522,13.6759391304,13.0098608696,12.2857097826,11.6520826087,10.9771076087,10.4174978261,9.91223695652,3.79703884609,3.79353812369,3.68330893537,3.51400636542,3.23767554386,3.17298703052,3.18408299717,3.14364218123,3.08301855637,2.988410302
647,22,2001,2010,14872388,12.7466684783,12.7500608696,12.6553206522,12.4324597826,12.1140304348,11.7056586957,11.3049771739,10.8693271739,10.4916597826,10.1119543478,3.20227357444,3.15563834512,3.13101837796,3.05298296708,2.99282864281,2.92569386743,2.87407880999,2.80492435982,2.7942677408,2.79055031606
648,28,2091,2100,2333499,17.3142445652,17.1998945652,16.6237195652,15.5542271739,13.508473913,11.0527956522,9.08125434783,7.86850434783,7.14501413043,6.69427826087,2.29725988454,2.20296122272,1.94703158223,1.81339199222,2.22859375516,2.34891144274,1.90343299343,1.42585179398,1.15901881922,1.03139179489
649,27,2061,2070,2333499,16.0266967391,15.9388695652,15.44275,14.3971608696,12.7708076087,10.797726087,9.25752391304,8.2109423913,7.42940652174,6.90369021739,2.87668074813,2.83060422698,2.63103762791,2.35023380362,2.37315630447,2.32916906753,2.01347922709,1.75263920061,1.44689539083,1.25431464481
650,26,2031,2040,2333499,14.7431663043,14.6099728261,13.7870184783,12.5700554348,11.2654347826,9.93353369565,8.65114782609,7.8086076087,7.10087391304,6.6081173913,3.30511529442,3.23645797912,2.89690891934,2.56793434728,2.48178722767,2.37274868887,2.12452163415,1.87436201213,1.50091727825,1.16178766483
651,22,2001,2010,2333499,13.394098913,13.27595,12.6026173913,11.7458119565,10.6872923913,9.50389565217,8.43381521739,7.538375,6.78749130435,6.27119021739,2.8190675582,2.71959639474,2.50303591189,2.51070978707,2.61741325268,2.65248363627,2.50047836002,2.23080117249,1.80858273706,1.43289402617
652,28,2091,2100,4271596,14.828798913,14.7521423913,14.2284815217,13.4110630435,12.4077467391,11.1392826087,9.87120108696,8.93499565217,8.21254782609,7.65497173913,2.69537693472,2.62821454812,2.41389199811,2.50535737447,2.66962511336,2.69552816164,2.55875359301,2.43343832031,2.21469448663,1.97607325015
653,27,2061,2070,4271596,12.7510815217,12.7122695652,12.2132554348,11.4560076087,10.7104717391,9.87164021739,9.12955217391,8.41093478261,7.781225,7.25659891304,3.86812926205,3.71946470887,3.47659484057,3.26031257454,3.09799777126,2.9917812509,2.84736493105,2.6355977388,2.39587341836,2.13847019369
654,26,2031,2040,4271596,10.3772,10.4922413043,10.137076087,9.52308152174,8.91405,8.39081195652,7.87966630435,7.46197282609,7.0900923913,6.723675,4.76713426521,4.40068602507,4.05516292803,3.62288668666,3.30669250141,3.07720789538,2.88220098586,2.70552703836,2.5248740675,2.34265511593
655,22,2001,2010,4271596,9.2411923913,9.36154456522,9.13387934783,8.72932608696,8.32393152174,7.95347717391,7.57500869565,7.27908478261,7.01548586957,6.80733043478,4.56708752039,4.20563961464,3.9530646859,3.60578088811,3.28703282273,3.03412886278,2.83048306453,2.67226381135,2.53688377592,2.43718624968
656,28,2091,2100,14659270,18.8988217391,18.8076956522,18.2579923913,17.233298913,15.4110956522,12.8966304348,10.5689695652,9.13046521739,8.33551847826,7.84547934783,2.14682329598,2.07599406785,1.82602492601,1.84403259692,2.16636850364,2.3813850809,1.84477621372,1.34599703748,1.15857916233,1.07202962175
657,27,2061,2070,14659270,17.8062728261,17.7155521739,17.2340782609,16.2935086957,14.6548173913,12.4194380435,10.4142641304,9.08801521739,8.21386630435,7.64541413043,2.56031212234,2.5290323459,2.42817906992,2.05199470458,2.03580860925,2.22471161743,1.9627532623,1.61123297626,1.23245948206,1.05611064396
658,26,2031,2040,14659270,17.1321934783,17.0221228261,16.3388402174,15.1794967391,13.8263771739,12.072448913,10.1262456522,8.7309076087,7.879925,7.35379456522,2.81177049958,2.74473647572,2.43028556146,2.04512771403,2.13889587671,2.32049589406,2.11142685628,1.57584425069,1.25362488633,1.14170078452
659,22,2001,2010,14659270,15.7424054348,15.6577032609,15.1486543478,14.1588467391,12.9770445652,11.5000402174,9.86794782609,8.57289021739,7.75615543478,7.23789565217,2.31344899071,2.25660910165,1.95963350043,1.88717343993,2.15994479466,2.35121702228,2.15080352712,1.70940020595,1.40981491804,1.16792786289
660,28,2091,2100,9283621,15.7185673913,15.7087163043,15.5391478261,15.1742978261,14.7224336957,14.0867956522,13.3879402174,12.697798913,12.0722445652,11.470576087,2.41063174546,2.40343179762,2.34557881794,2.27438967513,2.22398004301,2.26402426806,2.42326260608,2.59702308479,2.67469874723,2.66342694045
661,27,2061,2070,9283621,14.2201315217,14.2108793478,14.058001087,13.7137586957,13.2957369565,12.7441304348,12.1730423913,11.6674271739,11.2482804348,10.8481532609,3.01138266572,3.00584134388,2.91596055375,2.78916239673,2.68613034716,2.57362292036,2.5239132697,2.51397086962,2.5018603019,2.45493311739
662,26,2031,2040,9283621,12.8340217391,12.8172717391,12.6244858696,12.2241304348,11.7372673913,11.2598358696,10.8175934783,10.4553630435,10.1300902174,9.80991304348,3.53655686152,3.52658482236,3.39374377902,3.13712740117,2.98010130701,2.86433859537,2.83333880914,2.80876325402,2.78302453611,2.75051493587
663,22,2001,2010,9283621,11.5425152174,11.5534891304,11.433125,11.1635380435,10.8497923913,10.5823586957,10.3467695652,10.1506293478,9.96855978261,9.79808478261,3.03684631852,2.9852626647,2.88028789114,2.77375660714,2.69192434685,2.66881546954,2.6509721647,2.62018546856,2.61401148844,2.61660095351
664,28,2091,2100,10609140,18.3523195652,18.3380152174,18.1948956522,17.8632880435,17.4132,16.8366119565,16.0802967391,15.3455869565,14.6286521739,13.913226087,2.03608801233,2.01456593331,1.92792286247,1.84224064816,1.85844252693,2.00281597037,2.2860667487,2.50216539976,2.63173731923,2.68513132527
665,27,2061,2070,10609140,17.3588184783,17.3505163043,17.2516695652,16.9701891304,16.5010663043,15.9303978261,15.3625358696,14.7847043478,14.1296565217,13.5046978261,2.60788031584,2.60760238783,2.59742370509,2.56799458326,2.40430099356,2.23017201267,2.27682843115,2.31705524145,2.34744175514,2.37627454787
666,26,2031,2040,10609140,16.3967402174,16.38285,16.2329130435,15.8284934783,15.2950043478,14.7823358696,14.2937902174,13.804723913,13.303373913,12.7896184783,2.78032014637,2.76759005667,2.71235297572,2.55631568861,2.4042433828,2.32121210532,2.37941164272,2.49465741298,2.58154578946,2.6083578137
667,22,2001,2010,10609140,15.0798858696,15.0729804348,14.9494902174,14.6456097826,14.2283434783,13.8204554348,13.3378173913,12.8970380435,12.4838206522,12.0475554348,2.34713112663,2.34092744417,2.28172888651,2.14932853065,2.1102716495,2.1874174273,2.30986252607,2.44471972703,2.57463497173,2.70780878475
668,28,2091,2100,7297488,17.7147771739,17.6688467391,17.1941228261,16.146951087,14.5850945652,12.6494554348,10.9631597826,9.70918695652,8.84789891304,8.2726826087,2.28258946345,2.25466682149,2.16504475149,2.53237361694,2.97006463748,3.06174494051,2.86660770873,2.52705953194,2.22589093302,1.96616665628
669,27,2061,2070,7297488,16.3320391304,16.2821782609,15.8514130435,15.0449456522,13.9617206522,12.6665391304,11.2203804348,10.0894152174,9.22185217391,8.64169021739,3.05545743831,3.01440911527,2.86860567394,2.77700890774,2.75249040765,2.7897885175,2.54091271223,2.30118980707,2.09598988897,1.93014599422
670,26,2031,2040,7297488,14.4641826087,14.4171152174,13.844223913,12.9472717391,11.9305663043,10.8835,9.85273152174,8.93496521739,8.23449782609,7.71186521739,3.9364659923,3.90248244865,3.75961637138,3.58552394996,3.41958559458,3.30336770192,3.10276705996,2.83507227492,2.54877753027,2.29073977941
671,22,2001,2010,7297488,13.1156206522,13.1034793478,12.841151087,12.3523,11.6937771739,10.8868456522,10.0911358696,9.35384673913,8.67631413043,8.09432173913,3.36894816709,3.26382850581,3.14181438435,2.97327619488,2.83908543707,2.80180334942,2.78617851084,2.76184721806,2.61539430097,2.38410005257
672,28,2091,2100,13636717,13.4148782609,13.3942913043,13.177648913,12.8541717391,12.4097521739,11.8658065217,11.4165967391,11.0118869565,10.6133434783,10.1741728261,3.08457132718,3.04916221319,2.95460556767,2.88368338896,2.81262463585,2.70282746596,2.65622278787,2.67953890765,2.72512940373,2.71895164091
673,27,2061,2070,13636717,11.6014565217,11.5809826087,11.2672228261,10.8094923913,10.337351087,9.92652391304,9.62859782609,9.3295673913,9.08361847826,8.81461304348,3.9488668002,3.82443648508,3.63670831826,3.41222634874,3.26089025669,3.1657130003,3.09871849204,3.04026843816,2.98550279467,2.88937106316
674,26,2031,2040,13636717,8.55013369565,8.70923586957,8.63606847826,8.48396195652,8.2730076087,7.99982065217,7.62499456522,7.32828804348,7.07772826087,6.88819565217,4.83049927294,4.53034718574,4.35740215313,4.18503839992,4.01443672821,3.80935999631,3.50884941894,3.30822029657,3.14404838861,3.02549958946
675,22,2001,2010,13636717,6.9415173913,7.16181956522,7.09705,6.98330652174,6.85772282609,6.72215978261,6.57269891304,6.44416847826,6.31436304348,6.19392717391,4.62050266471,4.24691091167,4.00783878025,3.80018921177,3.64350600269,3.50120224673,3.33175387542,3.19482534153,3.05668238454,2.93161954151
676,28,2091,2100,10480017,10.8590195652,10.8493630435,10.7091271739,10.4945076087,10.2358586957,10.0197858696,9.8465076087,9.62156630435,9.41442826087,9.20366413043,3.21311818178,3.1180058261,3.01787805349,2.92109130485,2.77586728296,2.746702744,2.72082284207,2.62136184277,2.56845743989,2.59505184905
677,27,2061,2070,10480017,8.30179021739,8.39230652174,8.18778152174,8.00117282609,7.79983695652,7.65135,7.532425,7.42571413043,7.26054021739,7.14580326087,4.28189812366,4.00979871761,3.85582438865,3.72894846353,3.59783108457,3.52774776031,3.46005388273,3.38962701955,3.31419477425,3.2816284801
678,26,2031,2040,10480017,5.7563673913,5.9142076087,5.88509347826,5.80626086957,5.73766086957,5.66932934783,5.59441630435,5.55145434783,5.52388913043,5.47021086957,4.35313174645,4.14073295874,4.01658130148,3.84252282603,3.69756518543,3.57993729728,3.47155543555,3.39493014668,3.33874497325,3.25950363002
679,22,2001,2010,10480017,4.48611630435,4.7023673913,4.72725217391,4.72924021739,4.7159423913,4.71786956522,4.72317717391,4.71711304348,4.70931630435,4.71393478261,3.80882658818,3.54590786719,3.33348613795,3.14410697465,2.98366714318,2.8814688002,2.79084796809,2.70478010431,2.63158123294,2.5846663232
680,28,2091,2100,13055240,14.4481858696,14.403198913,14.0253804348,13.3886663043,12.8430543478,12.3023021739,11.815773913,11.3252358696,10.8022532609,10.2742391304,2.71532292374,2.66916423867,2.51809186114,2.37583675256,2.36349305946,2.40370110296,2.46290660424,2.49859724428,2.50014069419,2.49322899684
681,27,2061,2070,13055240,12.7122315217,12.6637586957,12.2545402174,11.6785184783,11.0810434783,10.6771195652,10.2286293478,9.7319423913,9.40665108696,9.13895978261,3.3593482255,3.31718670518,3.08491138495,2.93097906479,2.77601811971,2.7299601672,2.60557985681,2.52277159404,2.49928593088,2.45190673588
682,26,2031,2040,13055240,9.6292826087,9.71423695652,9.43534565217,9.04966304348,8.46439673913,7.97415543478,7.6103923913,7.28487065217,7.03833478261,6.81117391304,5.01314041679,4.73315011938,4.4743509333,4.1887655495,3.78551172021,3.54532701202,3.37262532286,3.22960062611,3.11365979093,3.02072746432
683,22,2001,2010,13055240,7.37438586957,7.54852173913,7.42256086957,7.22646413043,7.00339891304,6.79491413043,6.60911086957,6.40740217391,6.20534891304,6.07630652174,4.66325615549,4.31617432763,4.04790297281,3.80678774344,3.5796646466,3.375723631,3.20448634211,3.00822102943,2.83308263631,2.74420417943
684,28,2091,2100,4018156,13.4887717391,13.4271065217,13.1055195652,12.5888217391,12.0174108696,11.2836793478,10.5664119565,9.9359076087,9.31330108696,8.82727717391,3.08430910287,3.03717767189,2.91369369578,2.8027139371,2.72320665145,2.62278025167,2.68502473041,2.69606114966,2.65721108666,2.57008145638
685,27,2061,2070,4018156,11.6083119565,11.5865358696,11.1426163043,10.5900826087,10.0170945652,9.49708152174,9.06956304348,8.611825,8.19323478261,7.87338369565,4.23014580705,3.98699839683,3.77039241997,3.59830924021,3.38950515177,3.27655623989,3.16507446693,3.00211391624,2.87590578952,2.78937653253
686,26,2031,2040,4018156,8.7490173913,8.88653152174,8.70331195652,8.32126195652,7.85547717391,7.35522282609,6.94104130435,6.6891826087,6.50072282609,6.34570217391,5.08302698171,4.76681118185,4.5245165018,4.20170728369,3.89899246319,3.49797718249,3.26131402525,3.12933924082,3.03384143709,2.92804937212
687,22,2001,2010,4018156,7.03667282609,7.22999565217,7.09522826087,6.97397934783,6.8331,6.65519673913,6.46418695652,6.29389130435,6.11838695652,5.99606304348,4.69756060008,4.3013749797,3.9991490134,3.76846019195,3.5729166097,3.38069934903,3.17121209271,2.99024990988,2.7995134301,2.67898785606
688,28,2091,2100,9996885,18.6696065217,18.5847228261,18.0595521739,16.7369076087,14.1138021739,11.1728206522,9.16290652174,8.02094456522,7.3456673913,6.91014673913,2.16458416585,2.12090349594,1.92400792392,1.86259937569,2.36335297675,2.29394349276,1.73946208837,1.33212908618,1.13062228006,1.01676952492
689,27,2061,2070,9996885,17.5321826087,17.4757706522,17.0483467391,15.7103097826,13.4798108696,10.9547717391,9.10797826087,7.91914782609,7.16911630435,6.7101076087,2.44779644267,2.42016107087,2.22376930799,2.03739441517,2.51604351073,2.42475433755,1.96136808407,1.47270873582,1.16046328154,1.01938050826
690,26,2031,2040,9996885,16.3254043478,16.2287793478,15.5798619565,14.3599576087,12.510648913,10.5807913043,8.8440326087,7.74303913043,7.03821521739,6.6041826087,2.7333106727,2.68235817965,2.39427490517,2.34446641796,2.53430382463,2.5001530756,2.00757353336,1.53549429491,1.15162101743,0.993511256768
691,22,2001,2010,9996885,15.2630836957,15.1895130435,14.6273641304,13.6372423913,12.1195478261,10.2812228261,8.6202673913,7.4162673913,6.72052934783,6.28853043478,2.28517882109,2.24110164205,2.11278163681,2.19360093275,2.5618437249,2.70439058589,2.22142509578,1.63338438218,1.27199617834,1.09228086681
692,28,2091,2100,13084955,19.0404641304,18.9649858696,18.5548217391,17.6506793478,16.1716782609,14.1085706522,11.6596880435,9.90792391304,8.86816630435,8.29511195652,2.23182428511,2.16713661161,2.00241859711,1.9668454636,2.42781355101,2.86717505498,2.42729146763,1.70387964802,1.25893628846,1.08569834286
693,27,2061,2070,13084955,17.6927097826,17.6232586957,17.2151826087,16.4384554348,15.1249293478,13.1852576087,11.1180641304,9.59629021739,8.55268369565,7.94389891304,2.57316993073,2.54051702141,2.45846079471,2.240009683,2.04584586517,2.18340427857,2.26931877417,2.08644884034,1.62792184825,1.36374044914
694,26,2031,2040,13084955,17.1298445652,17.0646195652,16.4928576087,15.5388858696,14.2816554348,12.5166380435,10.74855,9.21200217391,8.04797608696,7.34205326087,2.85701758038,2.82204996698,2.50790757422,2.19486036672,2.31974943953,2.6853136595,2.71024756843,2.40441114887,1.90507594674,1.48858341362
695,22,2001,2010,13084955,15.4416184783,15.3782597826,15.0142402174,14.3384521739,13.3045043478,12.0390130435,10.6564336957,9.25347826087,8.05265108696,7.28715652174,2.37684104076,2.36522203945,2.28442353179,2.27625483835,2.48987327356,2.64562895136,2.7834322539,2.59724348888,1.97913455685,1.51383059133
696,28,2091,2100,6774931,18.4091315217,18.3723891304,18.1536467391,17.6919630435,16.9013195652,15.9089445652,14.7602086957,13.3806673913,11.8467597826,10.7505565217,2.23924079196,2.2024343542,2.08085903575,2.01083426911,2.09008299736,2.4613333374,2.8649436078,2.94077910817,2.69595415971,2.36204153437
697,27,2061,2070,6774931,17.1241163043,17.0910315217,16.8808869565,16.3845673913,15.7257326087,14.8974336957,13.9067858696,12.7084076087,11.6831771739,10.7139021739,2.6053269216,2.58836406506,2.56411498969,2.45851998788,2.26902541437,2.18210583617,2.21276579717,2.27531404812,2.36996944791,2.26150607881
698,26,2031,2040,6774931,16.442375,16.4227956522,16.1065076087,15.4227608696,14.654725,13.8848445652,12.9589793478,11.9940304348,11.1614793478,10.3577652174,3.00213727053,2.99020865445,2.78851294725,2.55297315789,2.4631623241,2.62740505436,2.78994439136,2.82644213792,2.79723503844,2.6404253011
699,22,2001,2010,6774931,14.6732434783,14.6535826087,14.4684456522,14.1087804348,13.6049880435,13.020248913,12.2944402174,11.598898913,10.9338097826,10.2936217391,2.5848414725,2.57826913617,2.52617829676,2.47605054734,2.50954579577,2.62662239081,2.72407139576,2.74912849967,2.84495673049,2.85021899782
700,28,2091,2100,2401793,18.708251087,18.6574826087,18.3133315217,17.4767076087,15.8779543478,13.8278652174,11.6344380435,9.96603478261,8.91011413043,8.27967391304,2.32344824718,2.27890069897,2.12225722471,2.05325392074,2.4798624181,2.86705696872,2.61747265123,2.02519206437,1.54761388067,1.32392167392
701,27,2061,2070,2401793,17.3868304348,17.3166891304,16.9318391304,16.1861184783,14.8792217391,13.1048413043,11.1369956522,9.69050434783,8.69246304348,8.03452391304,2.77606713761,2.74412848647,2.63797383961,2.48879491972,2.34556218688,2.30090505844,2.31707606494,2.09556272538,1.7617252434,1.49955131391
702,26,2031,2040,2401793,16.6253597826,16.5669956522,16.0235391304,15.0134923913,13.8342869565,12.3799630435,10.8646630435,9.60978913043,8.65348478261,7.93764565217,3.13346790227,3.09983026598,2.80500338382,2.51512618009,2.58803485559,2.75156635157,2.70104191551,2.40940244649,2.08239347459,1.69707960975
703,22,2001,2010,2401793,14.95065,14.9112619565,14.5919663043,13.9663076087,12.9728565217,11.8181771739,10.6357086957,9.29674130435,8.10550978261,7.35645978261,2.61463227759,2.58631647219,2.5061761447,2.49288048621,2.73550710786,2.82764997805,2.91715534704,2.67398358964,2.09095999942,1.68934785613
704,28,2091,2100,4750862,19.0621130435,18.8133141304,17.7636119565,14.1416021739,9.83237826087,7.7188076087,6.70744130435,6.14693695652,5.79332173913,5.54306304348,2.20235305615,2.06495964445,1.8005269403,2.30555360602,1.73548465583,1.0782273532,0.816539384681,0.698263570173,0.655871551131,0.649175415987
705,27,2061,2070,4750862,17.9622619565,17.7556326087,16.7555880435,13.5814097826,9.69723369565,7.56872826087,6.51118804348,5.92623804348,5.55535869565,5.29056304348,2.78415942579,2.75478062097,2.52950179753,2.23058313238,1.69477217896,1.04856592781,0.754363889347,0.601761227965,0.52642203869,0.491085387512
706,26,2031,2040,4750862,16.91065,16.642426087,15.2085586957,12.4639456522,9.00041413043,7.03573804348,6.10593478261,5.58758369565,5.2499076087,5.00201413043,3.03154813611,2.93943693559,2.37305776694,2.23306582105,1.86480535709,1.10965805783,0.77662281083,0.626780413009,0.553813332185,0.508852671359
707,22,2001,2010,4750862,15.8082282609,15.5376,14.394573913,11.8938369565,8.68207391304,6.87790434783,6.04925543478,5.55928478261,5.23843586957,5.0102923913,2.48212208869,2.38952780262,2.11718498073,2.4817005765,1.88068846554,1.10763635232,0.805175402442,0.65661789435,0.588520620171,0.545286841235
708,28,2091,2100,211179,18.3786934783,18.3328358696,17.9959173913,17.2920836957,16.019651087,14.4730184783,12.7420815217,11.0151130435,9.7262076087,8.8656076087,2.39721703891,2.35707896269,2.1678085146,2.10120108835,2.39081376756,2.87895505592,3.00762520182,2.63742744507,2.15713097791,1.71592677267
709,27,2061,2070,211179,16.9583326087,16.9000684783,16.5338336957,15.8703836957,14.860448913,13.6410532609,12.2210065217,10.7975847826,9.6797423913,8.89957934783,2.80371846402,2.78048410246,2.71953546559,2.60455248622,2.42397575143,2.34813559418,2.2915111141,2.24103111794,2.08981584851,1.93163713292
710,26,2031,2040,211179,16.0800782609,16.0248619565,15.5138652174,14.5975467391,13.5520326087,12.4145521739,11.2986293478,10.2264543478,9.25339347826,8.52736956522,3.27776891004,3.24571921062,2.97357524177,2.78419780802,2.78356171682,2.93415908794,2.92350225348,2.73171362594,2.4531842383,2.22108956204
711,22,2001,2010,211179,14.1973858696,14.162575,13.9125336957,13.4786782609,12.8069434783,11.8662673913,11.0267608696,10.1141195652,9.24451956522,8.40384673913,2.88212943432,2.8596653827,2.75318037342,2.66544875858,2.67039666639,2.74877111374,2.83514595552,2.86382393465,2.7203560978,2.37810734846
712,28,2091,2100,439575,18.0015271739,17.9455880435,17.6275902174,16.9783413043,15.8882445652,14.563298913,13.2006532609,11.8588043478,10.5780717391,9.56912282609,2.48068716859,2.43679825721,2.27159239505,2.18321108379,2.51236286997,2.94522624037,3.25670982697,3.17550579262,2.75763398359,2.25342798981
713,27,2061,2070,439575,16.3894576087,16.3401641304,16.0114717391,15.4992619565,14.784051087,13.889626087,12.9106923913,11.8850228261,10.9620391304,10.1675445652,2.76669518532,2.73790560571,2.62707495509,2.52237807328,2.35297915638,2.21167165847,2.24820843628,2.41533358504,2.52957222243,2.48788825113
714,26,2031,2040,439575,15.4445532609,15.3970293478,14.9624728261,14.192851087,13.3957282609,12.4963467391,11.5383880435,10.6500141304,9.88265434783,9.20801195652,3.36357227381,3.33951594497,3.14477758344,2.8679455638,2.78147097165,2.86664278671,2.981635284,2.96043826763,2.84737104719,2.69085221722
715,22,2001,2010,439575,13.5401630435,13.5155586957,13.289773913,12.8926271739,12.3847043478,11.7443195652,11.1455554348,10.456575,9.87193804348,9.35959130435,2.98092127925,2.96310006192,2.90781229459,2.80496180588,2.71393403197,2.72707072595,2.66336886882,2.67098812736,2.69155018487,2.63248869874
716,28,2091,2100,61698,19.2775282609,19.0339695652,17.8610478261,13.7600967391,9.3637826087,7.41561630435,6.47781630435,5.95915326087,5.63217173913,5.39745434783,2.19443545236,2.09177898088,1.81105767013,2.3206460177,1.44773574536,0.882607692588,0.64183365751,0.52489915026,0.47501842684,0.454836519056
717,27,2061,2070,61698,18.2360434783,18.0058586957,16.9478891304,13.3030934783,9.19280217391,7.17300108696,6.21319782609,5.68449565217,5.34680108696,5.09932173913,2.61402029248,2.57303246818,2.32323856795,2.16827356795,1.41741338924,0.856275681329,0.609468269288,0.484996036669,0.430232938651,0.401569134953
718,26,2031,2040,61698,17.1267608696,16.8341663043,15.4818934783,12.4357206522,8.71788043478,6.84744673913,5.96802934783,5.47279347826,5.15049130435,4.91217065217,2.78997655604,2.6480085694,2.08747516156,2.23849223826,1.65374025801,0.957732708315,0.684426656324,0.553233650452,0.487475821705,0.442562129569
719,22,2001,2010,61698,16.0810478261,15.8502358696,14.8054152174,11.9942728261,8.57809891304,6.82636956522,5.99673913043,5.53808478261,5.24133695652,5.02330108696,2.32466329103,2.25375747716,1.90540875733,2.21211742357,1.51371647076,0.895920066986,0.661188664322,0.555997977728,0.509241078575,0.478680644606
720,28,2091,2100,6904557,16.684198913,16.6250815217,16.2190652174,15.5029956522,14.3799804348,12.7925880435,11.1872826087,9.62495,8.61742391304,7.94460217391,2.30880110643,2.26057100813,2.09463025117,1.98004289585,2.04242335038,2.36659206521,2.36240185419,2.07684879623,1.77793353679,1.52807430443
721,27,2061,2070,6904557,15.3060652174,15.2547684783,14.9016902174,14.1864086957,13.136576087,11.9302228261,10.6896369565,9.57662717391,8.72706630435,8.08233478261,2.86880112173,2.84653361035,2.72018721166,2.52292967264,2.52345428371,2.50045275102,2.3944770299,2.10388154803,1.91590599943,1.71836626832
722,26,2031,2040,6904557,13.8947086957,13.8226402174,13.2496891304,12.3824880435,11.3932293478,10.4218891304,9.52264565217,8.65022934783,7.95382608696,7.4706923913,3.27602049521,3.23800766904,2.9762374051,2.81598356539,2.72859651724,2.7105636876,2.63675666719,2.43850368652,2.22478314728,2.06711131964
723,22,2001,2010,6904557,12.5487717391,12.5078108696,12.0779391304,11.4549065217,10.8775217391,10.220101087,9.41644673913,8.65426521739,7.99169456522,7.46959347826,3.09608395571,3.02046361211,2.81952716203,2.64662494048,2.6155704799,2.58020897577,2.64167765004,2.60464473198,2.46481693687,2.3297132016
724,28,2091,2100,9909224,11.4842858696,11.3493173913,10.5944173913,9.75107173913,8.90549347826,8.32374782609,7.79117391304,7.20585978261,6.80096304348,6.43255108696,4.15433747735,3.81143712002,3.46403542022,3.19928536281,3.01453069194,2.96171522399,2.91679796489,2.74767599434,2.6133754589,2.38522777628
