ebint,clust30,clust30a,longitude,latitude,maxdepth,area
14222826.0,14.0,8.0,25.1884873376,68.9050433529,10.5996577572,173340.302891
4210573.0,4.0,10.0,17.4872248022,69.2198555678,17.788459162,421694.760309
3134511.0,26.0,15.0,29.480297769,69.4251153789,14.3873077124,169785.214178
1092773.0,1.0,9.0,24.2538073688,69.7384788563,9.10369752884,234833.83117
3034985.0,14.0,8.0,24.2768734972,69.1024696208,13.2706096073,572721.14229
15468075.0,15.0,9.0,22.7244303761,69.5236554673,9.67700235031,32211.0167488
2674686.0,14.0,9.0,25.3024398709,69.4801664023,9.51513004347,205884.19669
1691650.0,26.0,15.0,29.8031669505,69.6888901295,12.3828559266,18407.6059249
8130958.0,1.0,9.0,25.4173112221,69.5260840902,10.3336360813,288179.103628
11464959.0,14.0,9.0,24.8324995046,69.554939821,7.79120035301,26341.8544445
9381864.0,1.0,1.0,26.4946878776,70.7770569822,7.85049754051,25767.3176239
12158744.0,1.0,1.0,26.2066682875,70.4632591025,8.47086448685,276727.239811
15596068.0,1.0,9.0,24.3764706114,69.8101302245,13.2359784282,900781.869743
7244686.0,15.0,10.0,19.6355690816,70.2414413872,20.137556117,42708.1622111
5183058.0,1.0,9.0,25.3422187245,70.1485789845,14.9286962239,34023.2684876
15472979.0,1.0,1.0,25.0693684739,70.773170698,13.6542292396,44141.9133116
13086951.0,1.0,1.0,26.9079058857,70.1226586755,8.62935497267,251038.271903
4984983.0,1.0,1.0,29.2591980118,70.7681004135,15.7325972886,180879.605842
12359432.0,1.0,1.0,27.4023705255,70.3250077439,8.76364375039,172731.923156
13642218.0,26.0,1.0,29.2223120968,70.4109429067,7.68231673718,34244.874466
4821740.0,3.0,7.0,9.52776454242,59.8126037568,12.0537102331,10185.5680423
11718816.0,14.0,9.0,24.3921832045,69.3480204524,9.16444084629,13526.7168282
9160280.0,1.0,1.0,27.2647033939,70.0902762889,8.56454522726,12280.5939915
13052514.0,1.0,1.0,27.2631885241,70.292130257,8.90697612571,72691.0567557
10672894.0,1.0,1.0,27.6704094048,70.4887078153,15.2748963928,18921.3754042
4258802.0,1.0,1.0,28.001879696,70.3429657848,18.1271887776,1046687.9073
3057476.0,9.0,19.0,7.35457495819,58.0637844567,22.9868689927,471317.058871
9057443.0,9.0,19.0,8.20672062984,58.223782341,16.5377513623,81092.9521012
6652191.0,9.0,19.0,8.01289569637,58.7093632399,21.912410104,457396.51774
9140967.0,9.0,19.0,7.98369213552,58.4236600087,12.5417363522,108829.350635
2660842.0,9.0,19.0,8.46944604449,58.5011584629,22.639771153,194909.328574
15454723.0,9.0,19.0,8.05826142571,58.3272309938,10.0252472686,23318.9258162
16550145.0,9.0,19.0,8.0231042526,58.9631226255,7.95104651842,10574.4392966
7078188.0,9.0,19.0,7.40739108532,58.9401729426,14.0118313238,92499.2457769
13379806.0,23.0,27.0,5.3918424007,59.4220120379,13.7049653822,17994.8994137
1392755.0,3.0,7.0,8.92755204603,59.0122572658,13.0786834124,26808.395341
4901632.0,9.0,19.0,6.97340495124,59.0019727296,15.9888780387,94629.0885346
1267496.0,3.0,7.0,7.60678208848,59.426534754,14.5425120212,39656.5759421
8343420.0,9.0,19.0,7.42888040626,59.1131445054,16.7569517109,124116.989723
5715685.0,3.0,7.0,9.47923994056,59.4010433742,21.658687155,141545.876301
9752025.0,3.0,7.0,7.88388597405,59.3383612211,15.6426208388,422679.590837
15152276.0,3.0,7.0,8.1623270552,59.5106094322,15.3590399576,254159.629552
13295949.0,29.0,21.0,6.05175212173,61.3982057278,13.0388639746,11631.7152039
3702488.0,23.0,27.0,5.41441088602,59.5258662849,10.8600370617,40024.1806742
428690.0,3.0,24.0,8.36402853827,60.0861571396,12.2322519926,417299.431332
2112884.0,23.0,27.0,6.02874582196,59.5918542642,41.0908616799,1052110.61067
11274281.0,23.0,27.0,7.24743400358,59.7548522108,19.8778159454,94676.2424916
9688000.0,23.0,27.0,7.64122858923,60.0769103798,15.5308709545,72533.0852976
10717242.0,8.0,24.0,8.61475140526,60.3103978639,13.2203065173,289736.800588
7283786.0,8.0,24.0,8.83943928335,60.3290057882,7.82692938741,25929.7142276
7729628.0,8.0,16.0,10.6202911852,60.8530835262,11.0603081411,26038.3306843
390785.0,23.0,27.0,6.94808031622,60.4225969073,15.2401419321,61224.7894518
1034392.0,23.0,27.0,6.01448793902,60.3967917501,31.0565987618,203492.611332
16701995.0,23.0,27.0,6.2159565559,60.606051506,13.2013566005,23854.7921178
4009089.0,8.0,16.0,10.6968722856,60.7029663667,13.9699182257,141852.339283
14915463.0,8.0,16.0,9.81124201596,60.718872935,17.8876505555,121055.619098
11649587.0,23.0,27.0,5.88029960855,60.5043904425,26.4383909408,377740.849019
10524145.0,29.0,21.0,5.71387332807,60.800599119,17.382250852,109169.916518
14549163.0,29.0,21.0,5.93611880378,60.9406621687,19.2434960734,31531.260277
14866147.0,23.0,24.0,7.5202996128,60.7554558449,22.5340158267,183436.655069
10648042.0,15.0,10.0,20.6159229227,69.8750143807,10.4875898334,15299.7444824
14186735.0,29.0,21.0,5.39177730952,60.8000216626,29.6778703089,508185.552611
10429155.0,21.0,16.0,10.9792743557,61.7832914219,9.64025938684,393244.385304
3966965.0,29.0,21.0,7.91379572678,61.6396409394,43.2588398696,1066284.83431
1875657.0,8.0,24.0,9.12224491568,61.3421883862,11.7040566242,210751.89756
7680534.0,29.0,21.0,6.00012891011,61.370467978,42.1956998465,1108703.55298
1443047.0,21.0,30.0,10.9991652756,62.0408305612,10.6113133034,239548.597991
2240186.0,8.0,16.0,9.84447104664,61.4534025741,15.8658729421,921446.243686
16564746.0,29.0,21.0,6.29882897841,61.3355906279,41.0361653708,983183.20296
16602896.0,27.0,6.0,11.1476960236,64.0083669766,17.7623162607,356723.752787
3954436.0,27.0,22.0,10.0844343161,64.0333313179,14.9691550793,30461.926351
13090448.0,29.0,21.0,5.73571731274,61.4438444855,14.2617089349,79448.6750334
3226503.0,8.0,16.0,9.89443169728,61.9535428179,24.8814898807,224558.419224
7068496.0,29.0,21.0,6.48100377527,62.0223223202,26.5668729847,106883.713021
1664884.0,29.0,21.0,6.1400593759,61.9447548911,18.3484337964,171321.575505
9008186.0,29.0,21.0,7.97882907851,62.0810744265,17.0724588918,283570.8004
13685411.0,29.0,21.0,5.72206394268,61.987994845,28.0601398186,120871.634239
6446400.0,19.0,17.0,19.3189503733,66.4226901357,16.1917521671,450159.803431
3665596.0,29.0,21.0,7.48554948431,62.3962107405,81.240202835,472223.654341
13389521.0,21.0,30.0,11.3351059461,63.0947724426,15.3335303369,99107.4133208
7509601.0,15.0,10.0,21.6831316096,68.6124475774,8.41825883402,340980.014065
10654925.0,27.0,22.0,10.6379813262,62.6282682742,16.3846763917,62012.7432981
16745269.0,27.0,22.0,7.94426733811,62.6285023778,33.9925267972,917870.339997
9387401.0,27.0,22.0,8.11721579744,62.3668539682,12.5936529319,170642.285049
12250486.0,27.0,22.0,10.5787117603,63.1899644392,15.8543614733,185435.481714
1100734.0,27.0,22.0,10.1891787124,63.9007478773,19.3934566393,15499.3650215
9276335.0,10.0,2.0,12.6610994918,59.402907008,22.5179846023,1118550.66879
6431162.0,7.0,6.0,12.4986618318,64.6070426382,17.3052606318,275226.511247
3708553.0,17.0,20.0,13.3450295862,65.5614639368,18.5827473751,355808.193663
435719.0,7.0,6.0,11.7900776371,64.8747684373,21.2567075544,169262.84291
1587589.0,7.0,6.0,12.7694451907,65.0619802598,41.5974203712,810118.528986
3416330.0,17.0,20.0,13.3846232129,66.1180592607,17.6599313097,78793.3025164
7070922.0,17.0,20.0,13.682778736,66.0655994483,14.8248413843,19958.410774
8335000.0,17.0,26.0,14.7943955045,66.404580643,14.6824514395,64639.9220769
8494677.0,5.0,26.0,14.6147332336,67.1799787226,27.1071852522,706658.840173
11366608.0,5.0,26.0,13.9930379076,66.8376140257,67.1090662189,1251320.3809
14679990.0,17.0,20.0,15.491594708,65.3772150986,25.343988402,2444007.26046
12349960.0,4.0,23.0,15.0608140667,68.9993420494,13.7389945346,62294.8170321
11900645.0,4.0,23.0,15.6735465356,68.4496134973,102.962691857,952742.883239
6918160.0,12.0,10.0,19.7937171566,68.4916763121,7.93966772801,132906.135544
13096256.0,14.0,8.0,23.44105625,68.8349040937,15.2251779955,526286.190693
8082275.0,15.0,10.0,20.4075921516,69.2581697006,15.9927814192,319172.363237
9765007.0,15.0,8.0,22.6019520922,69.1450852439,9.06284816095,231200.973702
8591885.0,1.0,9.0,24.7539116822,69.8121529409,13.6722386124,571328.63389
9347804.0,4.0,10.0,17.8324808921,69.4441390779,17.3026770182,70732.2031657
14296488.0,14.0,8.0,24.0969622094,69.2527950428,8.96641707198,63316.79441
16757897.0,26.0,15.0,28.5709391016,69.8270193575,12.5765341364,78831.8439461
3394104.0,14.0,9.0,24.3581316441,69.5534716144,10.814155861,316467.160461
2645738.0,26.0,15.0,29.0806492811,69.258455323,13.9290775916,213200.282012
5927987.0,1.0,9.0,24.7265759028,69.6704764949,11.3896604584,367552.116173
13078988.0,26.0,15.0,30.4544293754,69.6607362212,10.1153232057,32481.2331908
9618812.0,26.0,15.0,29.7636396579,69.6687559976,15.236104678,76547.4511242
4889419.0,1.0,9.0,23.759278062,70.0764381175,17.0955233105,246956.613668
16514810.0,1.0,1.0,27.3654267848,70.9348856897,26.699454168,736164.732189
6814156.0,26.0,15.0,29.6560408213,69.8441570566,24.9265772942,441345.774081
868781.0,26.0,15.0,29.4693053594,69.9860204996,15.7927010524,15524.4532252
2076161.0,26.0,1.0,28.2586019583,70.1017501301,16.7743194544,175328.473818
3881155.0,26.0,1.0,28.7729882803,70.4793902963,15.150398209,188931.905858
5316152.0,1.0,1.0,25.0619361583,70.5270095144,17.8321687105,188793.224885
11848534.0,1.0,1.0,26.9363099651,70.4035486688,17.3882854595,398206.947813
4638755.0,9.0,19.0,7.32298219514,59.0445291522,17.7811574926,308017.210699
14471008.0,9.0,19.0,7.08506549493,58.2202248646,16.1199776247,136133.414434
8343728.0,9.0,19.0,7.08813870829,58.6787570238,20.3002304963,264673.000466
3284824.0,9.0,19.0,6.92958586218,58.8237298781,19.2190297276,88547.2862803
4982519.0,3.0,7.0,8.97085528632,58.6638863924,32.1876470309,382123.688745
4221243.0,3.0,7.0,9.21327926287,58.8470908694,21.1096980464,379602.58203
7460480.0,9.0,19.0,8.33609480465,58.7981049877,16.9781225947,91415.4486727
137382.0,9.0,19.0,5.92790436536,58.7162959656,17.5820583254,78776.4175579
14681466.0,9.0,19.0,5.70077242645,58.7624595971,10.535080071,30430.7945837
8897391.0,9.0,19.0,5.94326422722,58.8952939519,20.8913441823,408870.956623
4954502.0,3.0,7.0,9.60577589517,59.3618780838,22.2788377677,590837.88847
10458373.0,3.0,7.0,7.67203255161,59.3062575496,39.421884142,364361.935276
12778472.0,8.0,16.0,9.8702243523,60.7493811761,10.4917155062,27387.8341009
14673322.0,3.0,7.0,8.83630791632,59.501147962,17.7603607845,136671.984097
6698329.0,9.0,27.0,6.63496475399,59.3453511721,36.0860572444,96270.3291217
2940717.0,23.0,27.0,6.16459607153,59.5828624697,16.3943144494,54473.7057599
3145554.0,23.0,27.0,6.35794904952,59.6079785781,24.9296848417,343193.661522
708819.0,10.0,2.0,12.1436225916,60.2015470948,18.2302190782,878484.957277
8804897.0,23.0,27.0,7.02281383099,60.1437159912,10.1601207876,39340.7156045
9185278.0,8.0,16.0,10.2514823695,60.1249603047,9.71761535922,334924.613873
7408541.0,7.0,6.0,12.755938186,64.1697597173,9.75122802388,10180.3482327
14749978.0,8.0,16.0,11.5055764273,60.4939299895,15.9031025454,531145.939974
10788840.0,23.0,27.0,6.3404201333,60.1823634164,54.238093943,350156.329918
16014962.0,8.0,16.0,11.0960255927,60.4678237266,16.3869555436,107667.461321
5351574.0,10.0,16.0,12.192164833,60.5336554472,13.9102964788,314176.700199
2634052.0,23.0,21.0,4.980441553,60.6848699607,17.3827130937,268094.437013
9301087.0,8.0,16.0,10.2617206566,60.9652677251,17.9823032741,356676.806644
10710692.0,15.0,10.0,20.0966576595,69.6644887899,12.5257478884,14400.1841373
6371346.0,29.0,21.0,5.6442442485,60.8358242885,25.9693158207,87848.2817837
5478543.0,29.0,24.0,8.08718284886,61.1586353761,16.9652156807,116611.290036
6969165.0,14.0,8.0,23.4663060535,68.1718357521,13.0983634866,588834.271155
2350634.0,8.0,16.0,10.3530244999,61.4150610672,12.1011881534,179508.896497
16103328.0,8.0,16.0,9.28464952165,61.3787240495,12.879951933,370606.181831
9580368.0,29.0,21.0,8.14585616267,62.1261428894,17.5336890574,939036.00743
11609604.0,19.0,17.0,22.4876429004,66.1157611484,13.6036843816,393271.626572
15392903.0,27.0,22.0,8.78495322013,63.7681638996,15.1553224071,164151.261256
1102957.0,2.0,11.0,15.5727178622,59.9680471883,15.5223039232,174665.396619
8702045.0,29.0,21.0,5.46244083812,61.9870195286,46.5285472588,690441.294422
14671488.0,27.0,22.0,8.11090948795,62.9985059984,22.2622076791,295112.68756
16531826.0,27.0,22.0,10.066431426,62.3796860068,16.939192419,268681.53279
6149579.0,29.0,21.0,5.19479448294,62.1540980077,32.0837827894,1111633.21981
1446171.0,27.0,22.0,8.88889716355,63.1183199754,14.6532122153,115024.17104
4360464.0,27.0,22.0,9.16885167344,62.9231181349,11.6096037297,74755.786565
8071955.0,27.0,22.0,7.61076800031,63.0438935323,21.0487983306,755667.977639
16171338.0,29.0,21.0,7.30023508427,62.027549841,81.96381479,2033040.4197
15178925.0,21.0,30.0,11.8084342151,62.578507333,22.2190184755,1362830.51634
15361935.0,27.0,22.0,10.3649169888,63.2437182053,13.7770710206,65645.8762269
5383394.0,27.0,22.0,11.0311308064,63.3617789504,21.7554196926,141358.995047
4244458.0,17.0,20.0,12.7282090117,65.4051033656,52.6527165026,921535.057411
108458.0,27.0,6.0,10.4120143277,64.163878359,15.4952680781,45008.1105917
12106818.0,27.0,22.0,9.89808243336,63.8654852165,19.3283071269,280076.736329
15126838.0,27.0,22.0,10.4952937823,63.1389582096,10.9752748253,41281.858869
16327859.0,19.0,17.0,21.2738480746,66.2055492562,19.9513548584,1370194.77159
7399791.0,7.0,6.0,12.6161403611,65.1330612639,60.0395464509,611891.340365
9069568.0,17.0,20.0,14.4217568723,65.7462299084,21.8244308162,1203340.92455
9907090.0,5.0,26.0,15.2557288658,66.3883638252,10.0071714428,31921.0458066
4281135.0,4.0,23.0,16.5602448677,67.8787501115,15.5059295722,67244.3497398
13838852.0,14.0,8.0,24.9213392473,68.6602759199,10.1903265283,42311.9408968
14181511.0,4.0,23.0,17.1898677835,68.3530597922,15.917318624,57829.7316902
520469.0,4.0,23.0,15.2851330096,67.808399649,31.9757716503,1684476.44079
14185068.0,4.0,23.0,16.0141659297,67.7627884863,27.6463303702,1368287.62021
16129584.0,4.0,23.0,17.8943210345,68.8729467256,31.3573953823,1205198.49268
14255628.0,15.0,10.0,19.161458055,69.0194644106,14.3441468798,21343.1325095
3253828.0,4.0,23.0,16.4273710164,68.688782886,20.1031289104,308866.081851
15828048.0,15.0,10.0,20.0978322048,68.8718584065,17.223913715,173320.92863
870442.0,14.0,8.0,22.9799845525,69.1456328602,12.3303286938,146187.050169
2394998.0,25.0,5.0,15.523124456,57.8116727948,12.7132249816,171773.371784
6003258.0,4.0,10.0,17.7127338021,69.2387687244,21.1197611162,1708926.66734
5826258.0,15.0,10.0,20.8139120328,69.3537113809,16.4940017812,406875.709203
7559699.0,1.0,9.0,23.8177125415,70.1220281207,11.4865229133,388591.984793
15622356.0,1.0,9.0,23.9833510004,69.7054772125,16.4757758045,268213.995773
12248115.0,1.0,1.0,26.6614719606,70.1401537673,13.721826942,367253.826492
9895851.0,26.0,15.0,28.5028240681,69.8528261988,13.0400360292,416487.69501
7829652.0,1.0,9.0,24.6942838435,70.0950144678,16.3457388774,156444.103133
16601059.0,26.0,15.0,28.4913682675,70.0924648424,7.84502670986,35693.7925836
7441935.0,1.0,9.0,25.4385568655,70.1601898832,15.0758857916,138558.379887
1431020.0,1.0,1.0,27.0855706214,70.1128756254,12.3338269514,202882.720176
12387506.0,1.0,9.0,23.8739802035,70.3332174475,18.9200121731,526372.289725
13570265.0,1.0,9.0,24.95922375,70.3513229926,20.7012773989,706675.17327
11982427.0,1.0,1.0,27.7118768967,70.3490371606,8.78166365791,66268.7162056
8569615.0,23.0,27.0,7.64895165903,59.6580928646,11.2626689952,10950.7338155
15424676.0,1.0,1.0,27.0383539398,70.0459797737,10.2192971486,53194.4797756
1840329.0,1.0,9.0,23.5024745522,70.5010958637,15.0725212338,25816.4169294
10795729.0,1.0,1.0,27.1079774234,70.3316769995,8.05142112434,24087.0694985
