"","Id","vannlnr","vannlnr2","2011.pred_2011","2011.var_2011","2010.pred_2010","2010.var_2010","2010_rec2013.pred_2010_rec2013","2010_rec2013.var_2010_rec2013","2009.pred_2009","2009.var_2009","2009_rec2013.pred_2009_rec2013","2009_rec2013.var_2009_rec2013","2008.pred_2008","2008.var_2008","2008_rec2013.pred_2008_rec2013","2008_rec2013.var_2008_rec2013","2007.pred_2007","2007.var_2007","2007_rec2013.pred_2007_rec2013","2007_rec2013.var_2007_rec2013","2006.pred_2006","2006.var_2006","2006_rec2013.pred_2006_rec2013","2006_rec2013.var_2006_rec2013","2005.pred_2005","2005.var_2005","2005_rec2013.pred_2005_rec2013","2005_rec2013.var_2005_rec2013","2004.pred_2004","2004.var_2004","2004_rec2013.pred_2004_rec2013","2004_rec2013.var_2004_rec2013","2003_rec2013.pred_2003_rec2013","2003_rec2013.var_2003_rec2013","2003.pred_2003","2003.var_2003","2002_rec2013.pred_2002_rec2013","2002_rec2013.var_2002_rec2013","2002.pred_2002","2002.var_2002","2001_rec2013.pred_2001_rec2013","2001_rec2013.var_2001_rec2013","2001.pred_2001","2001.var_2001","2000_rec2013.pred_2000_rec2013","2000_rec2013.var_2000_rec2013","2000.pred_2000","2000.var_2000","1999.pred_1999","1999.var_1999","1998.pred_1998","1998.var_1998","1997.pred_1997","1997.var_1997","1996.pred_1996","1996.var_1996","1995.pred_1995","1995.var_1995","1990_rec2013.pred_1990_rec2013","1990_rec2013.var_1990_rec2013","1990.pred_1990","1990.var_1990","1985.pred_1985","1985.var_1985","1980.pred_1980","1980.var_1980"
"0",0,3562,3562,182.456364317435,286.523692600609,189.094225062561,504.503853521013,178.506841773494,504.479704743376,221.374843418137,466.094124817212,216.972342871881,450.487568048914,235.535220864276,483.291539856411,236.334083806888,478.11905022633,196.719512994552,602.773796934038,224.114353738962,724.372857017934,267.032838511394,443.57040557284,307.262536010188,578.040881496027,240.891808574372,550.246729778049,272.731791363961,674.633907168058,284.931030087876,590.116446478605,297.727787363242,832.624185860112,343.832232256887,672.058155665241,292.913689107632,481.011662580237,357.57834956997,918.339628948495,273.601661607602,642.879433150682,337.287774411921,1326.27920788741,372.432557099371,998.068584009076,500.291494469972,1217.06456067358,432.419909787751,736.507201804464,442.220760510904,1092.70420886283,441.286771632758,1374.48778016528,340.448164131937,1706.42112093487,449.383877119412,2196.74514687629,578.577005272539,2523.32602118527,996.011910750528,10681.5913447698,978.453218368173,7212.23326605671,1302.06197193217,19308.5280996905,1310.43705529854,20604.71065028
"1",0,3608,3608,195.712662185345,268.108865735079,193.209550055959,472.079459268905,183.051031999923,472.056879271284,232.671705251794,436.1383549219,229.263161389911,421.534755988274,253.065917339349,452.230135837124,254.340051416697,447.390441635277,198.331753506302,564.033572587499,240.804922371304,677.817418301962,268.334048333595,415.062178379328,326.964023902465,540.890282387497,246.004642725586,514.882435695036,291.557423668497,631.275199907482,289.703934186028,552.189432994611,318.999687811537,779.111386214351,362.612424453903,628.865133013142,294.72580343972,450.097080733062,388.258230365316,859.317903966324,282.090671913727,601.561538586075,356.395457381662,1241.03912005128,380.69528283964,933.922795476113,527.958219706226,1138.84389146973,432.071506753266,689.171504272982,442.309028639077,1022.47574051637,453.130290272838,1286.14968157907,342.149821354143,1596.74965466656,452.330139747636,2055.56037331293,580.511190137377,2361.15144860834,1071.26117221474,9995.08596752655,981.161612601147,6748.70341797315,1348.35063812494,18067.5671795475,1321.70925907225,19280.441251075
"2",0,316,316,154.616627761967,64.0491624347901,160.467555782779,112.77613418811,149.934637573159,112.770727892045,192.086787975471,104.189991900537,185.444458212079,100.70135022624,192.91054837137,108.034122407132,200.264351430695,106.878077850355,174.624226476343,134.743053764596,182.45948484261,161.925304038222,250.186795047017,99.1552270514858,258.976515026347,129.214449459652,217.875153537626,123.001130740419,231.023877738239,150.806805560784,256.199644611045,131.913762439401,239.156856555875,186.123556736037,281.105773365965,150.230680129603,262.416345420268,107.524568815155,276.847959867127,205.284282160178,249.974998049612,143.708477696656,291.332564498042,296.474358535852,324.480033799958,223.106626348273,430.228298533011,272.060443087661,402.619061126035,164.637828721731,407.314526547736,244.261418093724,369.477430574968,307.251186476718,306.017349857962,381.450764740075,455.865264704167,491.056726662631,545.054001806659,564.062012448731,837.910451361083,2387.7501833172,910.220568328975,1612.20668531703,1111.74448695378,4316.19428069397,1217.43986134878,4605.94505283523
"3",0,133,133,186.456989213226,201.129370822706,182.504700233487,354.143703590859,172.44483462476,354.126438344275,228.003953259017,327.181469315292,223.964361707466,316.22605513606,236.575809456357,339.253241265426,246.2478190558,335.622118891761,190.432841145858,423.125394645052,228.047944147061,508.483460586326,247.202674036038,311.370516921494,315.575805402972,405.763734250074,218.425739721409,386.253285248925,280.199048613428,473.568669724106,267.668783132126,414.240380975367,295.874973946678,584.471958366326,348.614431697418,471.760605838966,266.565735923356,337.652705813224,360.621531789339,644.640739512351,253.625177845368,451.278033517632,341.903919510541,930.999153327539,347.368077716206,700.60843107115,521.371446007574,854.335173019627,397.796610897562,517.001323660444,404.864589460683,767.038466055176,405.722408672526,964.840708579495,304.519172304067,1197.84630611739,442.819674235467,1542.03611704191,566.531721845135,1771.28379277312,1014.52740736915,7498.09289280412,913.773989553671,5062.72651843406,1198.82494701784,13553.8897231988,1260.96166341361,14463.7544067514
"4",0,3494,3494,165.929806728863,230.711672720877,179.796271650554,406.231381478377,168.938374233163,406.211797653045,207.568472795933,375.303548382938,201.817107019034,362.736880614873,213.548416394523,389.15065796658,215.923668860366,384.985967087364,193.248803582784,485.35903650627,205.159384802836,583.271980836468,263.078348196526,357.16719978004,280.967540345272,465.444074446017,230.889277209884,443.063693316576,249.292697957268,543.2216870477,278.576983850548,475.167185567063,269.080036794111,670.436949135844,318.460558154683,541.147359273514,286.116065303482,387.314958616683,317.452545169972,739.455761850278,260.875868548506,517.652440819723,315.574109332971,1067.93200335974,358.07735707144,803.654077896037,467.303877825586,979.99134262873,427.44875663817,593.042055796834,437.209498667815,879.855248668238,419.072279582295,1106.75069161673,332.10393203906,1374.02611445191,451.235797435695,1768.83921814482,578.063952520895,2031.80492714113,899.455082331399,8600.91476530576,969.241282495508,5807.35626647026,1232.86159574138,15547.4057231043,1296.74382787534,16591.1008029101
"5",0,3454,3454,156.938702146505,150.364866146663,175.40937660267,264.758424303366,164.372559988001,264.745814033926,199.642859685912,244.601559777247,193.210347578908,236.411384961744,201.998496024631,253.626418654592,204.150770642168,250.912033783721,191.978098130626,316.329541546351,194.8531646812,380.143556057872,263.788733349866,232.78132475893,265.867091975264,303.35004116079,228.914203408067,288.764001352015,236.096434773551,354.041232266329,277.680111409228,309.687508005975,254.260286145398,436.952846203399,303.541359127138,352.689119491611,285.868422190942,252.430018634927,295.345070177279,481.935284624201,257.545017402538,337.376494540873,304.45779101491,696.018278529845,353.998925475495,523.776286287019,447.064220476213,638.702806613766,429.221599526155,386.511201504381,439.349071409289,573.439297486847,411.745556843471,721.317181002704,332.506874571356,895.511674653177,454.964514560521,1152.82952945044,579.607987163941,1324.21564641472,846.838542054462,5605.59019182302,973.377032472065,3784.90522435837,1211.1990174562,10132.9220065359,1297.63533694872,10813.143804577
"6",0,3344,3344,149.255631699929,284.322194408074,158.618508892807,500.627291957025,147.882889549173,500.603558855424,187.143725514041,462.513010572647,179.983177105324,447.026096174716,184.491249637342,479.577986845375,191.939775132236,474.445351485905,175.859881013295,598.142073676966,175.552174778211,718.806813401433,250.525893572287,440.16234718893,247.832672728308,573.599432757965,215.47116310658,546.018840287236,220.531260938143,669.450271197667,255.467233750706,585.582474157781,225.134914299886,826.226540714803,271.707002575576,666.893871033226,263.006055205423,477.3156064329,259.666246228498,911.283260531925,247.220682660277,637.939777676007,283.033137522639,1316.08813941025,322.351836644277,990.400035453043,418.24951418053,1207.71288697187,406.323143942935,730.847660790765,407.80768948604,1084.30791206749,364.695571085945,1363.92697275165,307.954184756046,1693.30971875003,453.718443460867,2179.8668044633,549.162655209264,2503.93700314882,799.36848521954,10599.5171254721,913.816909943794,7156.81738444037,1099.71674693996,19160.1646545158,1228.3156625498,20446.3852656455
"7",0,3438,3438,149.92466941464,52.3172075272273,171.374558238033,92.1184844244483,160.23707011208,92.1142232650712,193.390747479811,85.105429202975,186.370752468653,82.2556687028562,193.245103500191,88.2453327439018,195.304910119725,87.3009298988241,190.770183659275,110.061964749362,187.34029562452,132.265017701776,264.22477591202,80.9925607418325,253.723856891128,105.546010962256,227.231598495673,100.470846926669,226.109906237642,123.183006517671,277.060416625522,107.750993465527,242.642051582242,152.030940544646,291.862188387891,122.712620656745,285.292187437736,87.8291849658854,278.421308491572,167.681878300301,254.961509989364,117.38469501398,295.853647527399,242.169327020756,350.423723383631,182.239717428829,431.193876547603,222.226893083423,430.064082638144,134.480573186274,440.731495302041,199.519754116224,405.301419766755,250.971549021328,332.146978817422,311.579832245559,458.572213562962,401.109051397969,580.805664545616,460.740340909787,806.032445314053,1950.37807513325,976.397133860795,1316.89764622447,1194.02164160219,3525.59428603144,1297.64496993711,3762.26293333758
"8",0,323,323,145.58798868905,114.720751557727,149.484738123376,201.997829760597,139.021653016833,201.988107514794,181.260655414199,186.618918925127,173.949045902781,180.370175437328,178.092457381111,193.504460653808,187.753982126658,191.433376452447,164.701980021984,241.343872116972,166.733027724293,290.030888265813,244.003340454834,177.600726077902,242.627172511818,231.441227582746,210.800822232604,220.312580858897,216.85329210353,270.115872098886,244.357588224264,236.275881341286,218.784555755744,333.372963141538,256.787299297217,269.084628513016,250.590789362709,192.591694456747,248.19922738869,367.692749600532,243.305808711737,257.401981424194,274.676764667438,531.026828846271,306.134428657093,399.615470169059,403.861322252692,487.298920976755,391.020373377715,294.889217593825,393.195781748848,437.50619702017,342.145590456902,550.329313917265,293.351896455762,683.2324364512,458.958220054931,879.55266983006,528.400005651312,1010.3118610156,787.814869084982,4276.78713343723,881.691391674975,2887.69891246173,1042.44581374785,7730.9153098039,1176.70005396516,8249.89495574334
"9",0,3415,3415,158.209766830925,200.451287037198,167.804202053528,352.949603300296,157.213829590249,352.932669671821,200.451822724438,326.078252455171,194.102572282787,315.159827184808,199.349685467239,338.109589219195,207.503537774803,334.490688835627,185.227445598408,421.698727085809,192.868691158644,506.769120441796,253.580921316259,310.320771001838,267.745294935916,404.396019339122,217.457435496608,384.951433703951,237.774779703098,471.972125808677,266.164359427451,412.843795543451,247.249978682637,582.501775627996,296.651305223002,470.170107266979,268.869632598883,336.51451617864,290.585442801205,642.467744862558,249.061571722554,449.756726313118,301.295188497856,927.860939528108,336.489823198672,698.246170108031,449.931076134655,851.455145123417,407.337354454258,515.258139330638,415.378679723868,764.453293150636,386.936539272385,961.587904406424,311.341295761123,1193.8084068627,451.821776491288,1536.83777648478,565.533523971658,1765.31335190235,851.286876299624,7472.81280776279,928.334958039625,5045.65838929764,1149.18178778619,13508.1946520462,1263.71160232137,14415.0021443861
