,default,min_abs_bias,min_rmsd,observation
0.5,20.059,20.475,20.475,20.549
1.5,20.059,20.475,20.475,20.499
2.5,20.059,20.475,20.475,20.3
3.5,20.059,20.475,20.475,19.236
4.5,20.059,20.475,20.475,18.121
5.5,20.059,16.692,16.692,16.228
6.5,20.059,10.07,10.07,13.753
7.5,20.059,7.273,7.273,11.418
8.5,20.059,5.98,5.98,9.531
9.5,20.059,5.324,5.324,7.578
10.5,18.083,4.939,4.939,6.875
11.5,17.196,4.637,4.637,6.405
12.5,16.555,4.415,4.415,6.173
13.5,15.965,4.262,4.262,5.965
14.5,15.439,4.161,4.161,5.754
15.5,14.983,4.097,4.097,5.608
16.5,14.594,4.057,4.057,5.561
17.5,14.266,4.034,4.034,5.467
18.5,13.99,4.02,4.02,5.408
