,default,min_abs_bias,min_rmsd,observation
0.5,17.463,17.147,17.377,15.956
1.5,17.463,17.147,17.377,15.81
2.5,17.463,17.147,17.377,15.726
3.5,17.463,17.147,17.377,15.632
4.5,17.463,17.147,17.377,15.47
5.5,17.463,12.387,17.377,15.307
6.5,17.463,9.813,17.377,15.162
7.5,17.463,8.139,17.377,14.95
8.5,17.463,6.991,16.26,14.67
9.5,17.463,6.196,13.762,13.765
10.5,17.463,5.64,12.613,12.59
11.5,16.255,5.251,11.754,11.287
12.5,15.29,4.936,11.088,10.486
13.5,14.765,4.682,10.565,10.043
14.5,14.328,4.49,10.151,9.738
15.5,13.962,4.349,9.822,9.595
16.5,13.657,4.248,9.559,9.587
