,default,min_abs_bias,min_rmsd,observation
0.5,21.294,21.052,21.736,21.598
1.5,21.294,21.052,21.736,21.24
2.5,21.294,21.052,21.736,20.435
3.5,21.294,21.052,21.736,19.608
4.5,20.85,20.677,21.42,19.085
5.5,20.118,20.007,20.778,17.84
6.5,19.608,19.614,20.424,16.293
7.5,18.964,19.155,19.517,14.011
8.5,18.291,18.696,18.883,12.322
9.5,17.536,18.225,16.312,11.29
10.5,16.698,17.732,11.987,10.394
11.5,15.877,17.225,10.695,9.929
12.5,15.136,16.723,10.143,9.28
13.5,14.498,16.246,9.848,8.743
14.5,13.958,15.803,9.67,8.356
15.5,13.504,15.402,9.557,8.031
16.5,13.122,15.042,9.476,7.841
17.5,12.799,14.722,9.413,7.558
18.5,12.524,14.439,9.365,7.417
19.5,12.29,14.19,9.33,7.334
20.5,12.09,13.971,9.304,7.294
21.5,11.917,13.778,9.286,7.256
22.5,11.769,13.61,9.273,7.248
23.5,11.641,13.463,9.265,7.278
