,default,min_abs_bias,min_rmsd,observation
0.5,17.534,17.784,17.417,16.533
1.5,17.534,17.784,17.417,16.484
2.5,17.534,17.784,17.417,16.426
3.5,17.534,17.784,17.417,16.354
4.5,17.534,14.49,16.604,16.283
5.5,17.534,11.135,14.576,15.399
6.5,17.534,10.264,13.59,14.526
7.5,17.534,9.658,12.805,13.869
8.5,17.534,8.841,12.16,11.964
9.5,17.534,7.479,11.624,11.071
10.5,17.534,6.432,11.173,10.732
11.5,17.534,5.894,10.79,10.659
12.5,17.534,5.613,10.463,10.574
13.5,17.534,5.41,10.184,10.45
14.5,17.534,5.264,9.945,10.222
15.5,17.534,5.155,9.743,10.031
16.5,17.534,5.071,9.572,9.675
