-999	"MyLake model input data time series for Vansjoen, from PGS data, 1984-2000, Last modified 28.02.2005"																
Year	Month	Day	Global_rad (MJ/m2)	Cloud_cov (-)	Air_temp (deg C)	Relat_hum (%)	Air_press (hPa)	Wind_speed (m/s)	Precipitation (mm/day)	Inflow (m3/day)	Inflow_T (deg C)	Inflow_C	Inflow_S (kg/m3)	Inflow_TP (mg/m3)	Inflow_DOP (mg/m3)	Inflow_Chla (mg/m3)	Inflow_DOC (mg/m3)
1984	1	1	NaN	0.375	4.95	64.25	971.4	7.6	0.1	325161.29	3.01	0.5	0.0058	44	7	0.1	3000
1984	1	2	NaN	0.21875	0.95	73.25	977.575	6.95	0	325161.29	2.08	0.5	0.0058	44	7	0.1	3000
1984	1	3	NaN	0.75	2.75	83	960.225	5.65	8.3	325161.29	0.94	0.5	0.0058	44	7	0.1	3000
1984	1	4	NaN	0.21875	-0.925	69.75	975.975	4.2	0.3	325161.29	0.135	0.5	0.0058	44	7	0.1	3000
1984	1	5	NaN	0.5625	-3.025	94.75	995.4	2.15	2	325161.29	0.335	0.5	0.0058	44	7	0.1	3000
1984	1	6	NaN	0.53125	0.925	82.75	988.725	3.475	2.4	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	7	NaN	0.875	1.95	92	981	3.35	9.3	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	8	NaN	0.8125	-3.1	87.75	987.9	7.85	10.1	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	9	NaN	0.0625	-10.225	73.5	1012.775	4.5	0	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	10	NaN	0.84375	-6.625	86	1011.5	5.775	0.1	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	11	NaN	0.86458	2.975	99.5	991.325	6.175	4.5	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	12	NaN	0.91667	3.925	88	974.825	8.125	7.4	325161.29	0.645	0.5	0.0058	44	7	0.1	3000
1984	1	13	NaN	0.84375	1.7	86.25	964.025	8.35	24.4	325161.29	1.445	0.5	0.0058	44	7	0.1	3000
1984	1	14	NaN	0.46875	1.25	59.5	963.9	6.825	1.7	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	15	NaN	0.65625	-2.625	81.25	971.925	2.95	0	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	16	NaN	0.15625	-6.9	93.5	984.6	1.275	0.5	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	17	NaN	0.96875	-3.7	90	974.05	8.625	5.2	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	18	NaN	0.46875	-2.65	58.75	989.175	6.15	0.2	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	19	NaN	0.59375	-12.1	86.25	1001.4	2.425	0.1	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	20	NaN	0.3125	-7.375	69.25	1013.3	3.725	0.2	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	21	NaN	0.09375	-12.975	90	1022.9	2.075	0	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	22	NaN	0.5	-13.85	88	1016.825	3.35	0.4	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	23	NaN	0.5625	-10.45	82.25	1002.8	4.775	0.2	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	24	NaN	0.5625	-13.9	79.25	995.925	4.9	0	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	25	NaN	0.53125	-13.075	74.5	1007.1	5.9	0	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	26	NaN	0.71875	-11.75	79.75	1015.6	3.1	0.3	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	27	NaN	0.96875	-9.375	83	1021.55	4.6	0.2	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	28	NaN	1	-5.775	87.5	1022.875	4.35	3.4	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	29	NaN	1	-3.275	93.5	1018.05	3.225	1.8	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	30	NaN	1	-1.1	94.5	1009.25	3.625	4.3	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	1	31	NaN	1	0.55	98	1000.875	1.95	2.1	325161.29	0	0.5	0.0058	44	7	0.1	3000
1984	2	1	NaN	0.96875	0.425	94.75	999.5	2.725	1.6	130357.14	0.15	0.5	0.0028	52	7	0.1	3000
1984	2	2	NaN	0.96875	0.45	89.5	1002.725	2.85	0.1	130357.14	0.455	0.5	0.0028	52	7	0.1	3000
1984	2	3	NaN	1	0.425	90.75	996.6	3.85	3.1	130357.14	0.65	0.5	0.0028	52	7	0.1	3000
1984	2	4	NaN	0.90625	0.425	99.75	996.9	1.55	2.2	130357.14	0.79	0.5	0.0028	52	7	0.1	3000
1984	2	5	NaN	0.59375	1.525	84.5	985.225	7.825	10.6	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	6	NaN	0.9375	1.125	96.25	978.175	6.425	6.2	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	7	NaN	0.46875	-4	93.25	965.025	2.7	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	8	NaN	0.5625	-8.575	88.75	974.45	2.55	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	9	NaN	0.34375	-6.2	83	1008.25	1.525	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	10	NaN	0.96875	-3.975	97	1020.7	2.025	0.2	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	11	NaN	1	-0.85	100	1029.55	0.775	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	12	NaN	1	-0.25	100	1036.625	4.75	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	13	NaN	1	-2.25	99.75	1032.525	1.8	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	14	NaN	0.875	-4.775	98.25	1032.3	1.4	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	15	NaN	0.53125	-4.45	96.75	1037.1	1.925	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	16	NaN	0.875	-2.875	80	1034.775	2.675	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	17	NaN	0.8125	-2.925	71.25	1029.025	4.475	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	18	NaN	1	-2.55	84.5	1032.8	3.975	1.3	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	19	NaN	0.3125	-4.975	77.25	1033.675	1.775	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	20	NaN	0.71875	-7.975	84.5	1027.875	3.2	0.1	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	21	NaN	1	-2.325	84.25	1023.525	3.6	2.4	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	22	NaN	0.8125	-2.925	73	1023.925	3.975	0.1	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	23	NaN	0.84375	-6	78.5	1027.125	4.25	0.1	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	24	NaN	0.875	-4.15	84.5	1030.35	1.8	0.1	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	25	NaN	0.65625	-5.7	87.75	1031.075	1.8	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	26	NaN	0.8125	-5.575	89.25	1027.225	2.175	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	27	NaN	0.875	-3.95	90.25	1017.3	2.7	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	28	NaN	0.90625	-2.95	99.75	1009.8	1.275	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	2	29	NaN	0.89063	2.275	73.25	995.425	8.1	0	130357.14	0	0.5	0.0028	52	7	0.1	3000
1984	3	1	NaN	0.53125	-0.325	54.25	991.675	5.4	0.3	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	2	NaN	0.59375	-5.4	57.75	999.425	3.325	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	3	NaN	0.8125	-2	69.75	1007	5.8	0.1	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	4	NaN	0.75	-2.375	89.75	1009.575	4.375	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	5	NaN	0.29688	3.125	69.75	1009.15	4	0	88064.516	1.195	0.5	0.0028	44	7	0.1	3000
1984	3	6	NaN	0.5	4.625	52.75	1009.375	5.525	0	88064.516	1.845	0.5	0.0028	44	7	0.1	3000
1984	3	7	NaN	0.125	2.6	37.25	1015.35	5.4	0	88064.516	1.9	0.5	0.0028	44	7	0.1	3000
1984	3	8	NaN	0.15625	1.25	42.5	1027.7	6.175	0	88064.516	0.915	0.5	0.0028	44	7	0.1	3000
1984	3	9	NaN	0.75	-2.1	77.5	1029.45	1.425	1.3	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	10	NaN	0.90625	-1.8	82.25	1028.825	3.975	2.2	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	11	NaN	0.84375	-0.75	77.75	1030.025	4.5	0.3	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	12	NaN	0.90625	-0.575	68.25	1030.2	4.75	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	13	NaN	0.4375	-0.775	63.75	1033.25	4.375	0.6	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	14	NaN	0.375	-2.325	64	1028.425	1.825	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	15	NaN	0.8125	-1.25	67.5	1017.675	2.925	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	16	NaN	0.3125	-0.45	54.75	1020.7	2.825	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	17	NaN	0.0625	-3.9	65.25	1019.475	1.925	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	18	NaN	0.0625	-5.625	87.75	1020.275	1.8	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	19	NaN	0.75	-3.5	90.25	1018.525	2.575	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	20	NaN	0.46875	-2.525	78	1017.275	1.4	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	21	NaN	0.3125	-3.275	70.25	1017.65	1.375	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	22	NaN	0.71875	-0.575	67	1016.8	1.55	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	23	NaN	0.6875	-2.7	63.75	1017.15	3.2	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	24	NaN	0.09375	-5.725	69.5	1015.975	2.675	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	25	NaN	0.75	-3.375	72.5	1010.25	4.35	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	26	NaN	0.90625	-1.85	67.75	1005.5	5.775	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	27	NaN	1	-1.325	76.25	1001.925	4.1	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	28	NaN	1	-0.55	79.25	1000.625	4.525	0.3	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	29	NaN	1	-0.125	99.75	995.375	4.35	11.5	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	30	NaN	0.96875	-0.15	89.5	995.125	2.45	4.4	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	3	31	NaN	0.53125	-1	63.75	1004.2	5.5	0	88064.516	0	0.5	0.0028	44	7	0.1	3000
1984	4	1	NaN	0.34375	-0.375	53.25	1008.325	4.875	0	1123333.3	0.26	0.5	0.0468	108	7	0.1	3000
1984	4	2	NaN	0.34375	1.25	45.25	1011.9	5.875	0	1123333.3	0.46	0.5	0.0468	108	7	0.1	3000
1984	4	3	NaN	0.84375	1.575	54.5	1016.325	6.55	0	1123333.3	1.175	0.5	0.0468	108	7	0.1	3000
1984	4	4	NaN	1	0.85	98.25	1012.075	4.75	11.1	1123333.3	1.89	0.5	0.0468	108	7	0.1	3000
1984	4	5	NaN	1	2.575	95	1014.025	4.35	1.2	1123333.3	2.395	0.5	0.0468	108	7	0.1	3000
1984	4	6	NaN	1	3.2	96	1016.8	2.55	0.6	1123333.3	2.695	0.5	0.0468	108	7	0.1	3000
1984	4	7	NaN	0.96875	3.775	88.75	1017.95	2.175	0.6	1123333.3	3.35	0.5	0.0468	108	7	0.1	3000
1984	4	8	NaN	1	3.075	98	1014.7	1.4	6.3	1123333.3	3.38	0.5	0.0468	108	7	0.1	3000
1984	4	9	NaN	1	4.125	99	1011.575	1.4	6.2	1123333.3	3.39	0.5	0.0468	108	7	0.1	3000
1984	4	10	NaN	0.90625	2.725	95.5	1011.55	5.025	0.3	1123333.3	3.52	0.5	0.0468	108	7	0.1	3000
1984	4	11	NaN	0.96875	3.25	81	1005.375	6.275	0	1123333.3	3.68	0.5	0.0468	108	7	0.1	3000
1984	4	12	NaN	0.4375	4.425	74.75	1004.6	2.975	1.7	1123333.3	3.68	0.5	0.0468	108	7	0.1	3000
1984	4	13	NaN	0.75	3.875	82.75	1006.8	8.625	0	1123333.3	4.05	0.5	0.0468	108	7	0.1	3000
1984	4	14	NaN	1	4.125	94.25	1003.6	8.475	0	1123333.3	4.38	0.5	0.0468	108	7	0.1	3000
1984	4	15	NaN	0.9375	4.575	88.25	996.775	5.65	0	1123333.3	4.42	0.5	0.0468	108	7	0.1	3000
1984	4	16	NaN	0.25	4.9	76.25	997.775	4.6	0	1123333.3	4.115	0.5	0.0468	108	7	0.1	3000
1984	4	17	NaN	0.3125	4.625	53	1012.25	5.125	0	1123333.3	4.025	0.5	0.0468	108	7	0.1	3000
1984	4	18	NaN	0.09375	2.35	65.75	1021.075	1.925	0	1123333.3	4.105	0.5	0.0468	108	7	0.1	3000
1984	4	19	NaN	1	3.675	88	1017.925	4.775	0.3	1123333.3	4.04	0.5	0.0468	108	7	0.1	3000
1984	4	20	NaN	1	4.975	96.25	1011.775	3.6	4.6	1123333.3	4.715	0.5	0.0468	108	7	0.1	3000
1984	4	21	NaN	0.94531	4.575	97.25	1012.525	3.2	0.2	1123333.3	5.49	0.5	0.0468	108	7	0.1	3000
1984	4	22	NaN	0.38281	8	59.5	1009.175	4.25	0.1	1123333.3	6.31	0.5	0.0468	108	7	0.1	3000
1984	4	23	NaN	0.75	6.225	55.25	1019.375	1.55	0	1123333.3	7.05	0.5	0.0468	108	7	0.1	3000
1984	4	24	NaN	0.5	7.775	60.75	1022.45	1.55	0	1123333.3	8.29	0.5	0.0468	108	7	0.1	3000
1984	4	25	NaN	0.6875	8.675	61.75	1019.975	1.675	0	1123333.3	8.145	0.5	0.0468	108	7	0.1	3000
1984	4	26	NaN	0.375	10.775	36	1021.825	4.5	0	1123333.3	8.98	0.5	0.0468	108	7	0.1	3000
1984	4	27	NaN	0.1875	7.275	57.5	1021.275	1.275	0	1123333.3	9.125	0.5	0.0468	108	7	0.1	3000
1984	4	28	NaN	0.375	10.4	35	1022.95	2.825	0	1123333.3	9.52	0.5	0.0468	108	7	0.1	3000
1984	4	29	NaN	0.09375	8.5	55.75	1020.875	3.225	0	1123333.3	10.255	0.5	0.0468	108	7	0.1	3000
1984	4	30	NaN	0.1875	10.65	61	1015.625	1.425	0	1123333.3	11.185	0.5	0.0468	108	7	0.1	3000
1984	5	1	NaN	0.40625	14.45	44	1011.125	3.725	0	282580.65	10.895	0.5	0.0067	34	7	0.1	3000
1984	5	2	NaN	0.84375	11.925	55.75	1005.35	4.75	0.4	282580.65	11.005	0.5	0.0067	34	7	0.1	3000
1984	5	3	NaN	0.90625	8.95	87.75	1001.175	4.625	0.8	282580.65	11.01	0.5	0.0067	34	7	0.1	3000
1984	5	4	NaN	0.6875	9.05	83.75	1003.95	3.6	0	282580.65	9.7	0.5	0.0067	34	7	0.1	3000
1984	5	5	NaN	0.625	10.675	67	1004.55	5.4	0	282580.65	8.85	0.5	0.0067	34	7	0.1	3000
1984	5	6	NaN	0.28125	7.9	32	1004.225	4.775	0	282580.65	8.54	0.5	0.0067	34	7	0.1	3000
1984	5	7	NaN	0.4375	7.675	35	1005.15	7.45	0	282580.65	7.99	0.5	0.0067	34	7	0.1	3000
1984	5	8	NaN	0.375	7.4	29.75	1012.075	6.825	0	282580.65	7.19	0.5	0.0067	34	7	0.1	3000
1984	5	9	NaN	0.71875	6.3	42	1012.9	2.45	0	282580.65	6.98	0.5	0.0067	34	7	0.1	3000
1984	5	10	NaN	0.375	6.675	38.5	1016.8	3.575	0	282580.65	7.145	0.5	0.0067	34	7	0.1	3000
1984	5	11	NaN	0.125	6.85	47.75	1023.05	2.975	0	282580.65	7.535	0.5	0.0067	34	7	0.1	3000
1984	5	12	NaN	0.09375	8.5	58.75	1025.7	3.475	0	282580.65	8.55	0.5	0.0067	34	7	0.1	3000
1984	5	13	NaN	0.1875	9.35	52	1021.275	3.35	0	282580.65	9.105	0.5	0.0067	34	7	0.1	3000
1984	5	14	NaN	0.34375	11.375	49.25	1012.975	2.825	0	282580.65	9.825	0.5	0.0067	34	7	0.1	3000
1984	5	15	NaN	0.71875	9.45	63.5	1006.05	2.95	2.1	282580.65	10.84	0.5	0.0067	34	7	0.1	3000
1984	5	16	NaN	1	10.45	98	996.875	3.325	33.7	282580.65	11.47	0.5	0.0067	34	7	0.1	3000
1984	5	17	NaN	0.89063	13.575	86.75	998.625	3.725	2.2	282580.65	11.205	0.5	0.0067	34	7	0.1	3000
1984	5	18	NaN	0.96875	12.5	91.75	999.45	4.375	4.2	282580.65	11.96	0.5	0.0067	34	7	0.1	3000
1984	5	19	NaN	0.9375	10.05	96	1000.275	2.3	8.8	282580.65	13.23	0.5	0.0067	34	7	0.1	3000
1984	5	20	NaN	0.78125	13.225	76	1000.65	2.55	1.9	282580.65	14.35	0.5	0.0067	34	7	0.1	3000
1984	5	21	NaN	0.53125	16.8	61.25	1002.65	3.475	3.8	282580.65	15.685	0.5	0.0067	34	7	0.1	3000
1984	5	22	NaN	0.5	19.175	37.75	1004.45	4.375	0	282580.65	16.685	0.5	0.0067	34	7	0.1	3000
1984	5	23	NaN	0.4375	19.175	36	1000.925	3.75	0	282580.65	16.62	0.5	0.0067	34	7	0.1	3000
1984	5	24	NaN	0.46875	15.05	71	999.85	2.325	1.2	282580.65	16.305	0.5	0.0067	34	7	0.1	3000
1984	5	25	NaN	0.8125	12.9	76.25	996	2.95	0.2	282580.65	15.38	0.5	0.0067	34	7	0.1	3000
1984	5	26	NaN	0.78125	15.225	70.25	995.7	2.175	1.6	282580.65	14.72	0.5	0.0067	34	7	0.1	3000
1984	5	27	NaN	0.53125	14.55	80	1001.35	1.775	0	282580.65	14.99	0.5	0.0067	34	7	0.1	3000
1984	5	28	NaN	0.875	15.875	84.25	1003.875	3.35	6.1	282580.65	15.7	0.5	0.0067	34	7	0.1	3000
1984	5	29	NaN	0.6875	16.4	64.75	1007.05	2.725	0	282580.65	16.095	0.5	0.0067	34	7	0.1	3000
1984	5	30	NaN	0.625	16.45	66.25	1007	2.575	0	282580.65	16.265	0.5	0.0067	34	7	0.1	3000
1984	5	31	NaN	0.34375	17.2	70.25	1010.425	2.05	0	282580.65	16.035	0.5	0.0067	34	7	0.1	3000
1984	6	1	NaN	0.75	15.4	87	1006.675	3.25	11	230666.67	15.6	0.5	0.3107	54	7	0.1	3000
1984	6	2	NaN	0.875	14.725	88.25	1006.35	3.1	3.2	230666.67	15.99	0.5	0.3107	54	7	0.1	3000
1984	6	3	NaN	0.84375	14.225	69	1012.375	3.475	19.3	230666.67	16.005	0.5	0.3107	54	7	0.1	3000
1984	6	4	NaN	0.65625	18.4	57.25	1011.225	3.85	0	230666.67	16.605	0.5	0.3107	54	7	0.1	3000
1984	6	5	NaN	0.65625	17.275	72.5	1007.7	3.575	10.4	230666.67	17.4	0.5	0.3107	54	7	0.1	3000
1984	6	6	NaN	0.25	18.4	48.75	1008.275	5.525	0	230666.67	17.715	0.5	0.3107	54	7	0.1	3000
1984	6	7	NaN	0.1875	18.7	42.25	1002.7	4.1	0	230666.67	16.38	0.5	0.3107	54	7	0.1	3000
1984	6	8	NaN	0.34375	15.8	38.5	1000	4.6	0	230666.67	15.02	0.5	0.3107	54	7	0.1	3000
1984	6	9	NaN	0.75	11.725	39	1003.125	5.775	0	230666.67	13.68	0.5	0.3107	54	7	0.1	3000
1984	6	10	NaN	0.6875	10.475	46.5	1007.125	4.525	0	230666.67	12.6	0.5	0.3107	54	7	0.1	3000
1984	6	11	NaN	0.5	11.7	55.5	1015.85	4.5	0	230666.67	12.125	0.5	0.3107	54	7	0.1	3000
1984	6	12	NaN	0.71875	13.3	74.25	1012.025	5.125	0	230666.67	12.355	0.5	0.3107	54	7	0.1	3000
1984	6	13	NaN	0.78125	13.425	81.75	999.65	4.25	13.8	230666.67	13.405	0.5	0.3107	54	7	0.1	3000
1984	6	14	NaN	0.5625	12.875	70.75	998.75	4.75	0.2	230666.67	14.02	0.5	0.3107	54	7	0.1	3000
1984	6	15	NaN	0.5	15.725	58.5	1007.075	4.1	0	230666.67	14.555	0.5	0.3107	54	7	0.1	3000
1984	6	16	NaN	0.75	14.775	75.5	1009.65	1.675	0	230666.67	14.765	0.5	0.3107	54	7	0.1	3000
1984	6	17	NaN	0.65625	15.975	74.75	1011.175	3.35	0	230666.67	15.77	0.5	0.3107	54	7	0.1	3000
1984	6	18	NaN	0.875	14.475	87	1013.55	3.85	3	230666.67	16.35	0.5	0.3107	54	7	0.1	3000
1984	6	19	NaN	0.92188	17.9	71.5	1011.3	2.575	0.1	230666.67	16.34	0.5	0.3107	54	7	0.1	3000
1984	6	20	NaN	0.25	18.625	59.75	1006.55	4.275	0	230666.67	15.645	0.5	0.3107	54	7	0.1	3000
1984	6	21	NaN	0.84375	14.725	88.75	995.75	4.625	15	230666.67	15.05	0.5	0.3107	54	7	0.1	3000
1984	6	22	NaN	0.40625	12.5	61.75	992.8	5.275	0	230666.67	13.675	0.5	0.3107	54	7	0.1	3000
1984	6	23	NaN	0.90625	11.5	86	988.7	3.475	7.6	230666.67	12.57	0.5	0.3107	54	7	0.1	3000
1984	6	24	NaN	0.96875	11.025	80.75	990.75	8.2	9.7	230666.67	12.335	0.5	0.3107	54	7	0.1	3000
1984	6	25	NaN	0.71875	13.1	54.25	994.75	4	0	230666.67	12.48	0.5	0.3107	54	7	0.1	3000
1984	6	26	NaN	0.71875	13.55	61.75	1000.9	4.5	0	230666.67	12.83	0.5	0.3107	54	7	0.1	3000
1984	6	27	NaN	0.75	13.225	81.75	995.725	2.575	7.4	230666.67	13.135	0.5	0.3107	54	7	0.1	3000
1984	6	28	NaN	0.78125	13.25	69.75	995.625	4.25	0.6	230666.67	13.33	0.5	0.3107	54	7	0.1	3000
1984	6	29	NaN	0.84375	12.55	73	996.775	3.725	17.5	230666.67	13.07	0.5	0.3107	54	7	0.1	3000
1984	6	30	NaN	0.65625	14.075	70.5	999.625	3.1	0.1	230666.67	13.005	0.5	0.3107	54	7	0.1	3000
1984	7	1	NaN	0.625	12.25	76	1001.925	2.8	0.5	186774.19	13.25	0.5	0.0204	70	7	0.1	3000
1984	7	2	NaN	0.59375	12.9	69.5	1003.425	3.35	0	186774.19	13.83	0.5	0.0204	70	7	0.1	3000
1984	7	3	NaN	0.40625	14.475	58.25	1005.95	3.075	0	186774.19	14.075	0.5	0.0204	70	7	0.1	3000
1984	7	4	NaN	0.625	15.45	65	1007.425	3.2	0	186774.19	14.54	0.5	0.0204	70	7	0.1	3000
1984	7	5	NaN	0.46875	15.3	52	1009.95	3.475	0	186774.19	14.645	0.5	0.0204	70	7	0.1	3000
1984	7	6	NaN	0.3125	14.575	57.25	1011.125	3.75	0	186774.19	14.585	0.5	0.0204	70	7	0.1	3000
1984	7	7	NaN	0.8125	13.425	85.25	1009.775	6.55	0	186774.19	14.665	0.5	0.0204	70	7	0.1	3000
1984	7	8	NaN	0.75	14.175	84.5	1012.1	4.725	0	186774.19	14.865	0.5	0.0204	70	7	0.1	3000
1984	7	9	NaN	0.26563	15.85	78.5	1012.4	2.825	0	186774.19	15.125	0.5	0.0204	70	7	0.1	3000
1984	7	10	NaN	0.4375	16.3	77	1007.875	2.175	0	186774.19	15.315	0.5	0.0204	70	7	0.1	3000
1984	7	11	NaN	0.625	15.875	86	1004.6	6.3	0	186774.19	15.655	0.5	0.0204	70	7	0.1	3000
1984	7	12	NaN	0.90625	14.375	96.75	999.4	3.075	35.5	186774.19	15.565	0.5	0.0204	70	7	0.1	3000
1984	7	13	NaN	0.5	15.875	76.5	1000.6	6.55	0	186774.19	15.505	0.5	0.0204	70	7	0.1	3000
1984	7	14	NaN	0.90625	15.4	85.25	998.75	2.825	0	186774.19	15.58	0.5	0.0204	70	7	0.1	3000
1984	7	15	NaN	0.71875	16	78.75	997.425	1.55	0	186774.19	16.15	0.5	0.0204	70	7	0.1	3000
1984	7	16	NaN	0.59375	16.25	81	1000.025	2.325	10.1	186774.19	16.465	0.5	0.0204	70	7	0.1	3000
1984	7	17	NaN	0.46875	17.225	64.75	1003.575	3.475	1.6	186774.19	16.995	0.5	0.0204	70	7	0.1	3000
1984	7	18	NaN	0.125	17.45	50	1005.3	5.25	0	186774.19	16.905	0.5	0.0204	70	7	0.1	3000
1984	7	19	NaN	0.1875	18.05	58	1007.475	3.85	0	186774.19	16.53	0.5	0.0204	70	7	0.1	3000
1984	7	20	NaN	0.5625	15.55	87.75	1003	3.475	0	186774.19	15.99	0.5	0.0204	70	7	0.1	3000
1984	7	21	NaN	0.75	14.375	74.5	998.65	4.4	2.9	186774.19	15.675	0.5	0.0204	70	7	0.1	3000
1984	7	22	NaN	0.6875	14.525	65.75	1003.675	2.05	0.5	186774.19	15.115	0.5	0.0204	70	7	0.1	3000
1984	7	23	NaN	0.625	15.875	60.75	1008.25	3.2	0	186774.19	15.245	0.5	0.0204	70	7	0.1	3000
1984	7	24	NaN	0.5	15.25	79.5	1006.625	1.925	0	186774.19	15.465	0.5	0.0204	70	7	0.1	3000
1984	7	25	NaN	0.5	16.2	70.75	1003.975	2.7	0	186774.19	15.4	0.5	0.0204	70	7	0.1	3000
1984	7	26	NaN	0.53125	15.475	59.5	1004.8	3.725	0.2	186774.19	15.02	0.5	0.0204	70	7	0.1	3000
1984	7	27	NaN	0.15625	14.2	53	1006.25	2.825	0	186774.19	15.365	0.5	0.0204	70	7	0.1	3000
1984	7	28	NaN	0.35938	13.975	81.25	1001.425	3.075	0	186774.19	14.915	0.5	0.0204	70	7	0.1	3000
1984	7	29	NaN	0.40625	16.975	54	999.425	2.325	0	186774.19	15.595	0.5	0.0204	70	7	0.1	3000
1984	7	30	NaN	0.5625	13.95	76.75	1004.125	2.425	0	186774.19	16.22	0.5	0.0204	70	7	0.1	3000
1984	7	31	NaN	0.75	18.875	76	1008.825	1.925	0.1	186774.19	16.945	0.5	0.0204	70	7	0.1	3000
1984	8	1	NaN	0.9375	17.325	97.5	1011.375	2.075	4.6	83870.968	17.01	0.5	0.007	54	7	0.1	3000
1984	8	2	NaN	0.875	17.6	90.25	1012.1	2.2	2.3	83870.968	17.33	0.5	0.007	54	7	0.1	3000
1984	8	3	NaN	0.8125	17.3	77.75	1010.1	2.35	4	83870.968	16.91	0.5	0.007	54	7	0.1	3000
1984	8	4	NaN	0.84375	15.55	90	1010.675	1.8	1.2	83870.968	16.605	0.5	0.007	54	7	0.1	3000
