"ebint","ebhex","depth","area","longitude","latitude"
664068,"0xa2204",2.5,60067,13.445827,59.3276244
13419932,"0xccc59c",4.1,165071,19.6529932,63.4446431
1399168,"0x155980",7.6,572001,18.3178568,63.2115376
2082427,"0x1fc67b",5.8,341518,17.2889237,63.3005838
6700528,"0x663df0",3,91432,12.3471169,63.3751959
16109690,"0xf5d07a",2.7,72408,16.096612,63.4858412
13778506,"0xd23e4a",3.2,99777,19.1187858,63.6523232
13682346,"0xd0c6aa",3.2,102366,12.4978011,63.6734208
3681569,"0x382d21",2.6,67985,17.3362187,63.7267984
11236096,"0xab7300",7.5,562918,19.1631339,63.772439
12919650,"0xc52362",3,89907,19.8162408,63.8844993
1128448,"0x113800",2.6,66260,15.0260717,64.0515623
4252664,"0x40e3f8",2.4,56737,17.0177812,64.0528973
10576272,"0xa16190",2.7,73030,14.4443866,64.1290632
4851346,"0x4a0692",5.4,295962,19.9348625,63.6754019
2244128,"0x223e20",5.9,342798,19.8244235,63.6751149
5974536,"0x5b2a08",3.1,96921,18.5518493,63.2181115
687597,"0xa7ded",3.9,155807,17.9617851,63.2225854
518048,"0x7e7a0",2.8,79673,17.9256063,63.2265714
5464328,"0x536108",2.6,69825,17.9464324,63.2194008
1841048,"0x1c1798",4,158810,17.4423104,63.2265101
1736962,"0x1a8102",1.9,35219,16.1446096,63.2364984
10599057,"0xa1ba91",7.3,528227,18.0954251,63.2187803
6739396,"0x66d5c4",3.7,133985,12.9512161,64.0206757
3648977,"0x37add1",9.4,879243,19.3131434,64.1525741
14609314,"0xdeeba2",7.9,617512,20.4680212,64.1418743
1280559,"0x138a2f",4.1,164212,16.7567946,64.2085989
3966557,"0x3c865d",2.9,85417,16.5991295,64.1943838
3430592,"0x3458c0",1.4,18354,19.1271227,64.1646924
12799165,"0xc34cbd",2.4,58787,18.0023615,64.1837515
12460592,"0xbe2230",2,39806,17.9567091,64.1856598
10248256,"0x9c6040",2.3,53599,20.3511911,64.1323028
13343334,"0xcb9a66",8.4,704615,17.8391253,64.2139001
855886,"0xd0f4e",2.7,71610,18.1937889,64.2049514
6512348,"0x635edc",2.1,45697,18.5642934,64.2013959
8577530,"0x82e1fa",7.6,583598,19.0596336,64.1828871
15446664,"0xebb288",7.3,526347,17.1537228,64.201878
3894987,"0x3b6ecb",2,38870,18.1946682,64.1926406
12112975,"0xb8d44f",7.4,544428,19.282026,64.1855134
744922,"0xb5dda",3.9,155694,16.9797809,64.2257665
4174311,"0x3fb1e7",5.6,310045,19.315729,64.1890006
3605806,"0x37052e",2.7,70794,18.1649117,64.2158357
16448623,"0xfafc6f",6,355570,16.888139,64.2263862
961007,"0xea9ef",10.6,1128327,20.43031,63.8567875
15879976,"0xf24f28",3,88636,19.0414787,63.9016632
8446956,"0x80e3ec",3.8,141569,18.420359,63.9141038
899380,"0xdb934",4.5,204351,19.0128358,63.9013923
6154429,"0x5de8bd",7.9,623384,18.6303059,63.9101407
8868616,"0x875308",2.7,70293,12.8150878,63.9073105
1441039,"0x15fd0f",3.2,104304,18.4034435,63.9132799
7203074,"0x6de902",11.2,1253227,17.5233048,63.9254698
12757159,"0xc2a8a7",5.3,285359,18.6061755,63.905816
1940710,"0x1d9ce6",7.4,546318,13.2257161,63.9092859
3280066,"0x320cc2",4.8,234727,19.7778774,64.0001742
507304,"0x7bda8",6.6,434037,16.900338,64.0483917
104693,"0x198f5",3.2,100873,18.6628189,64.0215891
8097998,"0x7b90ce",2.4,60014,16.3503062,64.0481914
14732268,"0xe0cbec",4.1,171957,16.9229652,64.0460226
7001200,"0x6ad470",10.5,1106194,20.6100568,63.9637554
11128066,"0xa9cd02",2.2,49802,19.2667415,63.9762347
6480296,"0x62e1a8",7.1,508999,20.0305582,63.9499768
10479662,"0x9fe82e",5.9,353866,18.6794768,63.9847698
11375425,"0xad9341",12.6,1596250,19.4015258,63.6354888
16212544,"0xf76240",2.7,70357,17.4847051,63.6771671
1037556,"0xfd4f4",5.8,336151,18.7589793,63.6524263
3174190,"0x306f2e",2.6,68195,18.6537655,63.667737
1543838,"0x178e9e",11.3,1281726,17.2321142,63.6813796
10927532,"0xa6bdac",3.7,139454,17.6150751,63.6845876
8216694,"0x7d6076",6.6,440153,17.6447836,63.6825447
626463,"0x98f1f",2.9,85363,18.6356356,63.6616183
13078395,"0xc78f7b",3.8,144647,18.4427171,63.6670785
14463909,"0xdcb3a5",4.6,208643,18.9342387,63.6486556
4453016,"0x43f298",8.7,751788,18.6141595,63.6608814
4021896,"0x3d5e88",2.6,69304,17.4699297,63.6821744
9728710,"0x9472c6",2.5,60652,19.2968205,63.6902342
11936298,"0xb6222a",3.9,151994,19.1763814,63.6427662
13160685,"0xc8d0ed",11.3,1285131,19.8072529,63.6223876
11220051,"0xab3453",2.8,79502,17.5035499,63.6872242
2726823,"0x299ba7",3,89468,17.7909618,63.6822618
3139279,"0x2fe6cf",3.4,116795,16.9376197,63.6930264
1090997,"0x10a5b5",3.1,95332,17.1122207,63.704036
8950898,"0x889472",3.1,95396,16.0554535,63.657914
3144268,"0x2ffa4c",3.2,103406,17.2978904,63.648608
10815723,"0xa508eb",3.5,122942,19.3332852,63.61541
366169,"0x59659",3.7,134444,16.591763,63.651115
1783761,"0x1b37d1",5.6,313502,17.372351,63.6470376
5877470,"0x59aede",2.6,65753,18.9909798,63.6178801
6664372,"0x65b0b4",16.2,2640257,17.0397231,63.64488
4227806,"0x4082de",2.1,44841,18.7194539,63.6293858
4814479,"0x49768f",3.2,100467,17.2855185,63.6525176
11109904,"0xa98610",2.9,82050,19.4972336,63.6139562
3679995,"0x3826fb",3.5,121762,18.9922277,63.6260766
3989622,"0x3ce076",3.4,116358,19.5989891,63.7620672
15395194,"0xeae97a",3.5,122508,20.0486955,63.7465191
6278770,"0x5fce72",2.1,42636,19.0387613,63.7831875
1702430,"0x19fa1e",5.5,298602,19.0772152,63.772583
8735468,"0x854aec",4.1,169699,16.4073306,63.815272
14676933,"0xdff3c5",2.7,71396,12.4456412,63.775209
10906226,"0xa66a72",2.3,54822,19.5703324,63.772169
6992517,"0x6ab285",2.3,50654,18.8594445,63.7880192
13113478,"0xc81886",2.6,65576,19.3356543,63.6931722
14299233,"0xda3061",1.8,31994,19.3241408,63.6938488
9809055,"0x95ac9f",4.3,188632,16.624914,63.7324778
11703345,"0xb29431",3,92618,19.2644303,63.6941895
11674665,"0xb22429",2.5,61018,18.7006055,63.7482537
5415371,"0x52a1cb",4,158851,18.8949461,63.745421
5631687,"0x55eec7",8.9,788221,16.301678,63.7726426
13410100,"0xcc9f34",2.6,69098,19.1543266,63.743425
16122226,"0xf60172",3.6,132063,18.7343125,63.7573904
6949873,"0x6a0bf1",2.4,56125,18.9222659,63.7511946
5397436,"0x525bbc",2.5,60915,18.0914692,63.765666
4308880,"0x41bf90",2.2,49552,18.6677388,63.7530785
14171533,"0xd83d8d",2.5,64515,18.0992924,63.7629049
8987804,"0x89249c",8.2,669100,18.1147594,63.7567626
131861,"0x20315",7.9,620767,18.9950889,63.7423625
15131457,"0xe6e341",6.5,424714,18.9700644,63.7413516
869233,"0xd4371",6.3,399113,20.3906689,63.7009127
9760622,"0x94ef6e",9.8,965812,18.8810377,63.7390271
15120973,"0xe6ba4d",5.3,281341,18.7321201,63.7449471
11924324,"0xb5f364",4.9,239182,12.6117447,63.739019
10151464,"0x9ae628",5.4,291103,18.1069281,63.2850482
6999474,"0x6acdb2",2.5,62876,18.7883199,63.5319298
1994286,"0x1e6e2e",2,41918,18.4540231,63.5377378
15838659,"0xf1adc3",5.7,327734,16.3570718,63.5594084
5626492,"0x55da7c",4.2,179094,18.045117,63.5471086
6987376,"0x6a9e70",3.6,129377,18.0279737,63.5511555
9709910,"0x942956",2.6,69874,18.0112519,63.5540331
4806259,"0x495673",10.2,1037843,17.2684397,63.5570089
703758,"0xabd0e",8.1,652256,14.0570274,63.5581179
13433758,"0xccfb9e",3.3,109733,16.3308332,63.5672058
7711715,"0x75abe3",3.2,102961,19.2972386,63.5249374
16043067,"0xf4cc3b",3.1,96098,16.1694073,63.4843058
8787777,"0x861741",2.7,75133,18.6329104,63.4568125
3935215,"0x3c0bef",3.3,109012,12.9790714,63.4561851
1522861,"0x173cad",6.1,371899,17.9711137,63.464804
16227861,"0xf79e15",2.3,51669,17.2092556,63.4781976
7778902,"0x76b256",2.3,53695,18.5594623,63.4573354
16112373,"0xf5daf5",3.1,96767,19.026959,63.4654032
14244019,"0xd958b3",4,159771,18.566466,63.4687159
3014703,"0x2e002f",10.2,1040362,16.2207167,63.4948166
4146888,"0x3f46c8",2.6,68050,20.506297,63.8896357
5973618,"0x5b2672",5,252373,16.4425595,63.6146525
12829984,"0xc3c520",4,158139,12.3801134,63.6635146
13033358,"0xc6df8e",2.3,52940,14.9986573,63.7532002
15761595,"0xf080bb",6.6,433203,15.9186037,63.959747
2654673,"0x2881d1",9.3,859890,18.3803235,63.978196
6605265,"0x64c9d1",2.1,42844,18.778165,64.078663
7727794,"0x75eab2",11.3,1281884,16.624031,64.115588
9450957,"0x9035cd",2.7,70570,17.5434825,64.1158136
6385028,"0x616d84",3.7,138764,19.5231608,64.1035128
131234,"0x200a2",2.6,69093,16.5509591,64.1850915
15128588,"0xe6d80c",2.8,76644,16.4204509,64.1842337
15538696,"0xed1a08",2.9,82042,19.6918112,64.1376952
6699905,"0x663b81",3,92707,18.6048077,64.1641638
15399280,"0xeaf970",2.7,72734,19.4301089,64.1461813
6012073,"0x5bbca9",2.8,79142,20.0898344,64.1428574
11169512,"0xaa6ee8",9.8,955729,18.5501907,63.1812668
8189560,"0x7cf678",3,88312,17.3861089,63.2101036
10279229,"0x9cd93d",10.3,1056082,18.5108236,63.1829754
11312447,"0xac9d3f",4.9,237839,18.4298873,63.1849357
15317490,"0xe9b9f2",10.5,1110073,16.6607755,64.1103169
15901181,"0xf2a1fd",3.3,107394,18.7311829,64.074052
3615897,"0x372c99",3.9,151120,19.7677371,64.0537847
6468458,"0x62b36a",2.3,51302,18.7335428,64.0829321
10585834,"0xa186ea",8.5,730407,16.9271178,64.1119383
9206639,"0x8c7b6f",4.7,224048,20.5738224,64.0386641
11462555,"0xaee79b",2,39032,20.5751537,64.0323884
14632676,"0xdf46e4",8.2,674469,17.4120747,64.1117847
969728,"0xecc00",10.2,1046553,20.527117,64.0421125
11483217,"0xaf3851",3.9,151881,18.7691696,64.0729448
11021915,"0xa82e5b",4.6,211697,19.2431508,64.0610909
9149257,"0x8b9b49",5.9,350232,19.8353529,64.0783827
12861505,"0xc44041",2.8,77633,18.7912692,64.0957335
5186427,"0x4f237b",3,91983,18.8969136,64.0947584
7040319,"0x6b6d3f",3.1,95384,18.9200725,64.0939205
11543184,"0xb02290",3.8,147091,18.6260572,64.1024308
15636646,"0xee98a6",3.6,128915,18.3444144,64.1152067
12039754,"0xb7b64a",1.8,31774,20.5704077,64.0531541
11342382,"0xad122e",2.4,57521,16.6191339,64.1329468
16179680,"0xf6e1e0",3.2,102847,18.8137421,64.0967593
3374738,"0x337e92",3.3,109619,19.6064112,64.1406051
10115221,"0x9a5895",10.5,1110542,18.1560753,64.1656964
1483855,"0x16a44f",5,254668,20.1748741,64.1225326
14647490,"0xdf80c2",8.1,651056,17.906106,64.1776324
4776983,"0x48e417",2.7,73101,18.3270235,64.1727028
6641226,"0x65564a",5.7,329287,17.4083889,64.1820957
14024342,"0xd5fe96",5.7,324287,18.4134564,64.1669783
2804456,"0x2acae8",1.9,36612,18.5671288,64.1666445
4920429,"0x4b146d",10,1000802,18.5316405,64.1540968
5453503,"0x5336bf",2.6,67844,19.6494361,64.1298976
9751341,"0x94cb2d",1.8,32704,19.0307856,64.1425763
1954205,"0x1dd19d",3.7,136996,15.5518355,64.1823016
12755899,"0xc2a3bb",11.1,1223395,17.7750949,64.1990472
15376497,"0xeaa071",6,359389,18.2255245,64.1976897
14276391,"0xd9d727",2.6,70096,20.1820864,64.147944
14413363,"0xdbee33",2.6,66601,18.585303,64.1788752
5784343,"0x584317",6.1,376932,16.5767611,64.1885408
1332004,"0x145324",3.3,107904,17.6953351,64.1830182
8240938,"0x7dbf2a",2.8,78292,19.6392708,64.1437729
11920404,"0xb5e414",3.1,96573,17.5331595,64.1259512
1680944,"0x19a630",2.2,48626,18.6838489,64.1082716
12646440,"0xc0f828",4.1,171431,19.4905814,64.1235186
9225063,"0x8cc367",2.8,78053,17.7105496,64.1574597
6547528,"0x63e848",5.8,333799,18.2738382,64.1485376
16105535,"0xf5c03f",9.4,874988,19.698875,64.1249624
1099024,"0x10c510",2.7,71474,18.7149934,64.1457579
8014767,"0x7a4baf",4,163741,18.2056266,64.1539803
8177786,"0x7cc87a",3.2,102615,19.0502908,64.1330961
13855972,"0xd36ce4",8.1,661566,16.5576279,64.1727959
13458820,"0xcd5d84",1.9,35784,18.5596884,64.1478264
11770772,"0xb39b94",2.4,59037,17.7666791,64.160997
3683483,"0x38349b",4.4,195878,18.3073599,64.1410635
12827588,"0xc3bbc4",2.8,79518,17.4089901,64.1522271
15886409,"0xf26849",2.4,58181,19.6631014,64.1116418
1841402,"0x1c18fa",6.7,451342,16.5654765,64.1606869
2392470,"0x248196",3.8,141599,17.771346,64.1536729
7093744,"0x6c3df0",3.4,112779,19.2577299,64.1254836
11204082,"0xaaf5f2",4,159484,17.9674715,64.2029155
14659047,"0xdfade7",9,818513,18.6385663,64.2055417
710176,"0xad620",3,90308,16.6975575,64.2206573
10846383,"0xa580af",1.9,37612,18.5553372,64.1890664
12724922,"0xc22aba",9.9,984049,16.6956631,64.21059
16705964,"0xfee9ac",3.2,105509,16.4080679,64.2166296
4369774,"0x42ad6e",6.4,407199,16.7822332,64.2149753
13730409,"0xd18269",5.8,335770,20.4470187,64.1382577
13780670,"0xd246be",2.9,83455,17.1189202,64.215604
9703042,"0x940e82",2.2,48336,18.9278691,64.182499
12628986,"0xc0b3fa",3.2,103538,19.9844166,64.157564
9823492,"0x95e504",2.6,66545,18.0457694,64.2021938
4758149,"0x489a85",3.6,129473,16.2592052,64.2430672
4498896,"0x44a5d0",7.1,499419,18.4810436,64.2167792
5116144,"0x4e10f0",6.6,438684,17.8745241,64.2217106
13522217,"0xce5529",6.7,455562,20.2183461,64.1729275
9158753,"0x8bc061",8.5,730263,18.1453072,64.2213279
15211542,"0xe81c16",3.8,145879,18.4409119,64.2184807
1507428,"0x170064",2.8,76371,18.4657275,64.2159138
13590467,"0xcf5fc3",3.3,109104,17.7112267,64.2219484
6311375,"0x604dcf",7.2,511905,19.3439111,64.18949
5769788,"0x580a3c",9.4,892147,18.1914769,64.2185417
4403733,"0x433215",4.1,168466,16.3251878,64.2402105
14742948,"0xe0f5a4",6.5,427042,20.1912214,64.1654521
3191980,"0x30b4ac",5.4,287664,16.7897462,64.2387298
15499290,"0xec801a",4.9,242575,17.8209548,64.2237727
3202815,"0x30deff",3.2,103409,18.1497113,64.2165086
5491948,"0x53ccec",6.9,482243,16.447478,63.9552253
11374934,"0xad9156",3.2,101272,19.5364385,63.9142744
7032103,"0x6b4d27",3.2,100473,18.5957171,63.9349361
13642682,"0xd02bba",12.7,1600417,16.2195117,63.8699888
2932451,"0x2cbee3",5.9,348052,20.5470358,63.8027621
10319678,"0x9d773e",3.7,139284,18.2504788,63.8603735
15816211,"0xf15613",3.8,141839,17.4787771,63.8740126
15902774,"0xf2a836",3.5,120874,19.1072619,63.8436194
5539541,"0x5486d5",2.7,70592,17.6171411,63.8688843
10835695,"0xa556ef",3.8,143642,19.1528377,63.8421244
12432841,"0xbdb5c9",2.6,69945,18.3910078,63.858589
16732703,"0xff521f",2.4,56740,16.8907697,64.0152918
5909674,"0x5a2caa",4.9,240643,17.632472,64.0014047
14293227,"0xda18eb",12.9,1673353,13.9704808,63.9901003
2490148,"0x25ff24",6.4,412922,16.9321001,63.9983258
10538148,"0xa0cca4",3.8,142441,16.9859968,64.0031244
13069955,"0xc76e83",5.3,276814,18.2196491,63.9874054
9561619,"0x91e613",3.2,103898,18.8385807,63.9823946
4451042,"0x43eae2",4,162239,13.2141453,63.9872859
725901,"0xb138d",6,364628,14.3790063,63.9979843
4254696,"0x40ebe8",3.3,105965,16.9060339,64.0008684
16370910,"0xf9ccde",3.6,126507,19.5121671,63.9621246
3986830,"0x3cd58e",11.8,1382459,18.2919955,63.9887868
7219637,"0x6e29b5",4.1,167641,18.6281391,63.9766919
14541892,"0xdde444",4.9,243421,16.7549647,64.010016
10069452,"0x99a5cc",2.7,75449,16.707898,64.0056885
3171040,"0x3062e0",3.8,142641,18.834766,63.6747108
5836211,"0x590db3",6.1,372406,19.3039752,63.658664
10692108,"0xa3260c",2.8,78704,18.8687393,63.6736168
13984296,"0xd56228",4.4,192734,18.5588398,63.6800383
6852400,"0x688f30",4.3,183982,13.0848436,63.5957506
2468809,"0x25abc9",3,87065,17.7287073,63.6108392
7030958,"0x6b48ae",3,91326,17.8046838,63.6029952
3512138,"0x35974a",2.5,63891,18.4766913,63.5944428
4245514,"0x40c80a",3.7,133484,19.5436982,63.5687559
1064651,"0x103ecb",2.9,86936,18.747088,63.5922041
13729159,"0xd17d87",3.3,109562,18.7745929,63.5923569
724095,"0xb0c7f",2,39425,18.3881389,63.6002461
1390300,"0x1536dc",2.9,82454,18.7855923,63.5908002
8737478,"0x8552c6",6.5,426008,18.2107347,63.5941577
12600946,"0xc04672",7,495347,17.5889364,63.6069695
4213794,"0x404c22",4.8,228842,14.2551855,63.8079908
5833013,"0x590135",2.7,74843,19.143078,63.74728
4427300,"0x438e24",6.2,379310,17.7617667,63.7373645
2115652,"0x204844",3.1,96711,16.6190996,63.7498231
5756573,"0x57d69d",7.9,629798,18.3140705,63.7274629
1286908,"0x13a2fc",2,40024,19.2282267,63.7078179
14716863,"0xe08fbf",4.8,229621,18.7332852,63.7245249
16549966,"0xfc884e",6,359965,18.6578945,63.7228017
14377001,"0xdb6029",2.9,84224,16.597237,63.7549648
4217633,"0x405b21",6.2,379168,19.2621969,63.7057571
13440418,"0xcd15a2",2.3,54628,18.8497073,63.7205541
8653833,"0x840c09",4.2,178987,14.8037097,63.7521715
15791573,"0xf0f5d5",4.3,181981,18.7053841,63.7569116
5295156,"0x50cc34",2.3,54148,19.2514385,63.7454805
9638326,"0x9311b6",2.9,85920,18.0830231,63.7699142
3169239,"0x305bd7",4.8,230309,18.1815335,63.3943519
4434424,"0x43a9f8",6.2,384076,18.8720381,63.3824793
10894609,"0xa63d11",5.3,280228,18.9365344,63.3813277
13830952,"0xd30b28",4.2,175331,19.2011639,63.3722129
1616801,"0x18aba1",3.1,98201,18.7718179,63.3870144
6119637,"0x5d60d5",2.2,48518,20.5105815,63.8725357
8185082,"0x7ce4fa",3.2,104158,20.5332689,63.9215163
1283700,"0x139674",5.1,260488,19.3371239,63.8831554
10110681,"0x9a46d9",2.8,77764,13.4706591,63.933606
14337502,"0xdac5de",10.4,1085716,17.6825289,63.9365952
2437835,"0x2532cb",3,87748,13.4033528,63.9570325
773508,"0xbcd84",2.3,51000,12.993919,63.9635979
6721092,"0x668e44",14.6,2141744,20.3886211,63.9495183
6340523,"0x60bfab",5.8,333360,14.6653884,64.0157242
6911778,"0x697722",2.6,67686,14.060993,64.01961
3547656,"0x362208",4.5,202409,19.9916472,63.9757422
16628756,"0xfdbc14",4.3,185271,14.1580371,64.0210575
9783840,"0x954a20",7.5,559288,17.5322384,64.0448967
1889906,"0x1cd672",3.1,98404,18.8053799,64.0498789
6504004,"0x633e44",2.3,51275,13.2642747,64.0638775
2027497,"0x1eefe9",2.6,66866,17.7090626,64.075259
15434536,"0xeb8328",2.6,65757,20.5693282,64.019553
14275593,"0xd9d409",2.6,69566,14.7155825,64.0942571
10414697,"0x9eea69",2.2,48834,17.9639702,64.0840821
14506152,"0xdd58a8",2.2,49853,18.9218328,64.0701589
5997536,"0x5b83e0",6.7,449430,18.9258884,64.063761
10900461,"0xa653ed",3.3,105634,19.26847,64.0606252
4637913,"0x46c4d9",5.2,273563,15.9503788,64.0971847
11592029,"0xb0e15d",3,89693,20.5550072,64.0168757
8550000,"0x827670",11,1201690,17.6518077,64.0779044
8841716,"0x86e9f4",5.3,282570,18.628275,64.0753009
16569120,"0xfcd320",9.4,874741,16.7393717,64.0873359
2674102,"0x28cdb6",4.5,200856,19.1846287,64.0604526
14763431,"0xe145a7",3.1,95027,19.2239964,64.08143
1853385,"0x1c47c9",4.9,242844,18.9774951,64.0905058
16159732,"0xf693f4",4.7,225058,19.7517874,64.008672
5159532,"0x4eba6c",3.1,93320,17.2010075,64.0561025
2652276,"0x287874",6.9,479101,17.156106,64.0528373
14920717,"0xe3ac0d",2.2,47226,13.1799449,64.0449092
9156125,"0x8bb61d",4.4,189446,20.4758653,63.9968454
9703809,"0x941181",1.8,33380,19.2094181,64.030568
5412938,"0x52984a",4.9,239760,18.8193766,64.0319197
2240818,"0x223132",6.1,368228,20.4942476,63.98221
11090475,"0xa93a2b",3.9,150419,20.6009415,63.979384
13529095,"0xce7007",6.9,470200,19.3402162,64.0209793
13859857,"0xd37c11",3.9,150521,15.9699776,64.0837839
8385316,"0x7ff324",2.2,46645,18.9420538,64.0472555
5274997,"0x507d75",3.6,127308,18.3806484,64.0629639
462283,"0x70dcb",1.5,23528,19.2674751,64.0470726
7287440,"0x6f3290",3.2,105551,16.7123204,64.0868793
13638832,"0xd01cb0",5.6,313514,18.2097122,64.0657483
16609726,"0xfd71be",6.2,379619,20.6266738,64.011726
11204599,"0xaaf7f7",10.9,1194851,19.1800685,64.0272939
11520650,"0xafca8a",4.8,232358,18.8896565,64.0375126
4169337,"0x3f9e79",2.5,63119,19.7381164,64.0230064
1729620,"0x1a6454",6,359678,15.9918784,64.0802393
10074021,"0x99b7a5",2.8,79025,15.9695223,64.0767165
15917410,"0xf2e162",2.6,66872,18.6623221,64.047714
3998652,"0x3d03bc",3.6,132512,17.1772871,64.0636359
10697686,"0xa33bd6",7.7,589128,19.2488567,64.0461341
2881785,"0x2bf8f9",9.8,956515,18.9552049,64.0352627
14247724,"0xd9672c",1.5,22907,18.9232824,64.0472054
6535848,"0x63baa8",8.8,771063,19.7503949,64.0350411
15817264,"0xf15a30",8.4,700918,18.4499093,64.0550996
6532341,"0x63acf5",2.2,49570,19.6804114,64.0998231
7689228,"0x75540c",5.6,313083,17.3836669,64.1365497
14111657,"0xd753a9",4.7,218886,17.4929343,64.1352984
13731122,"0xd18532",4.2,173185,18.3311229,64.128696
16109257,"0xf5cec9",5.5,299621,19.0649086,64.1176244
2270363,"0x22a49b",3.2,101245,17.8475872,64.1404235
9249456,"0x8d22b0",11.3,1273281,16.5379725,64.1439331
528390,"0x81006",2.2,50315,18.7791435,64.1232002
10880730,"0xa606da",4,160982,16.5021751,64.1534176
14519682,"0xdd8d82",3.2,99384,17.4395913,64.1426299
16360850,"0xf9a592",3.4,118112,18.5889291,64.1149402
6125740,"0x5d78ac",5.9,349476,19.0914429,64.105265
8796575,"0x86399f",8.8,779360,18.0425579,64.1211213
9960815,"0x97fd6f",5.1,256719,17.7934246,64.1297294
1753567,"0x1ac1df",2.3,52863,18.6983437,64.1147036
4543927,"0x4555b7",5.3,276721,20.2090857,64.0818367
3756676,"0x395284",5,253506,19.0699369,64.0976002
4419390,"0x436f3e",9.7,938577,17.9849343,64.1202315
13660038,"0xd06f86",3.2,100480,19.0730878,64.1088468
16041960,"0xf4c7e8",2.9,86132,18.7777817,64.1137247
4219142,"0x406106",7.5,562603,19.75197,64.0860843
4929088,"0x4b3640",6.9,471963,18.0455366,64.1558248
4365468,"0x429c9c",8.1,663746,18.0219341,64.137084
3690327,"0x384f57",1.5,23803,19.6516999,64.1090605
13118848,"0xc82d80",2.8,80881,18.8603607,64.1260212
15049026,"0xe5a142",4.3,186339,16.4174363,63.9475681
2518065,"0x266c31",3.6,130312,19.2843128,63.8997015
15660084,"0xeef434",6.1,369431,13.4507741,63.9218366
15934939,"0xf325db",7.1,501452,17.5476397,63.933164
64086,"0xfa56",4.6,214401,16.7094348,63.9457135
614594,"0x960c2",3.9,151247,18.2355625,63.9212205
13069017,"0xc76ad9",9.7,943518,17.4243276,63.9386993
14243624,"0xd95728",2.2,47530,12.8108282,63.9142682
13002305,"0xc66641",3.4,115712,19.3024433,63.9036117
13378822,"0xcc2506",5.5,300532,18.2742855,63.9231337
10643162,"0xa266da",7.5,568014,19.5289631,63.937815
1278744,"0x138318",5.2,272538,17.5758553,63.9150267
1824833,"0x1bd841",5,247606,13.8006331,63.9101562
7262803,"0x6ed253",3.2,105179,18.4132846,63.9098256
9402612,"0x8f78f4",7.3,526777,18.3653586,63.9141225
16445125,"0xfaeec5",3.4,116468,18.5808475,63.9062581
5346581,"0x519515",3.7,139880,17.3667351,63.921552
9059324,"0x8a3bfc",5.4,288472,17.4131498,63.9166197
5128478,"0x4e411e",4.8,233251,18.5844419,63.9008783
7887655,"0x785b27",2.6,68351,18.4029167,63.908076
12661004,"0xc1310c",2.8,77064,18.6191392,63.9006159
8499490,"0x81b122",3,88350,19.5254579,63.922643
15536072,"0xed0fc8",11.7,1378974,13.5178107,63.9514523
6138094,"0x5da8ee",4.3,187537,18.4715326,63.932955
16346708,"0xf96e54",4.3,183654,13.0063556,63.9440701
14326444,"0xda9aac",9.3,873264,20.1446862,63.9012655
9545130,"0x91a5aa",6.2,378460,19.0286628,63.9360592
16665133,"0xfe4a2d",3.7,135832,18.7617617,63.943858
2668160,"0x28b680",2.3,51057,19.2949455,63.9327408
2562537,"0x2719e9",7.1,510175,18.9239535,63.9453915
15999490,"0xf42202",5.2,274389,16.9285822,64.016505
35869,"0x8c1d",4.4,195978,20.6358314,63.9484353
9755304,"0x94daa8",5.7,324483,17.3631335,64.0195695
11483304,"0xaf38a8",2.1,44142,18.7087782,63.9971078
11870268,"0xb5203c",3.7,134459,19.7923895,63.9816072
12748612,"0xc28744",2.6,69831,19.3397756,63.9891981
12303682,"0xbbbd42",5.8,341285,17.6649614,64.0166206
12857369,"0xc43019",8.1,654129,17.383085,64.0253698
7928151,"0x78f957",3.5,124223,13.5462122,64.0123959
15855370,"0xf1ef0a",1.7,28454,18.9642342,63.9947966
9072064,"0x8a6dc0",3.5,119373,19.0801057,63.9850958
7912956,"0x78bdfc",1.8,34096,17.2676092,64.0160407
15196739,"0xe7e243",9.1,830222,16.7780481,64.0177413
13455544,"0xcd50b8",2.8,77642,16.8663855,64.0214941
11639470,"0xb19aae",1.9,37642,18.6378835,63.9937759
6921813,"0x699e55",10.4,1080955,18.2594353,63.9919302
15223222,"0xe849b6",6.9,482069,17.824799,64.026474
3204855,"0x30e6f7",1.5,21228,19.0418429,64.0084531
13606571,"0xcf9eab",3.9,155238,19.8057172,63.9902463
5730917,"0x577265",6.9,482346,17.8617479,64.0250508
6097017,"0x5d0879",1.5,21651,18.9559147,64.0021422
14282911,"0xd9f09f",4.8,232210,15.995045,64.0356674
5807379,"0x589d13",3.4,115870,13.5900474,64.0208672
7206803,"0x6df793",7.5,569725,18.6521287,63.9925583
3052790,"0x2e94f6",3.3,106293,19.7513494,63.9909963
7683428,"0x753d64",2.5,60396,18.7063957,64.0090359
12802942,"0xc35b7e",5.5,298779,18.6812614,64.0145975
12574422,"0xbfded6",12,1446314,13.5634893,64.0227072
13400437,"0xcc7975",4.3,180890,17.613931,64.0306433
181728,"0x2c5e0",8.8,771095,13.5182244,64.0174141
2240521,"0x223009",2.4,59367,14.0752316,63.9826285
8307081,"0x7ec189",2.3,51873,18.6562305,63.9614957
13979239,"0xd54e67",10,991565,16.1370681,63.9797028
3264444,"0x31cfbc",4.1,166480,19.5685668,63.9432939
151440,"0x24f90",2.2,48347,18.8924076,63.9556285
8082035,"0x7b5273",2.4,58556,16.4279938,63.9948412
