"","Id","vannlnr","vnnlnr2","NO_SE_D","mrros_historical_1961_1990","mrros_rcp45_2071_2100","mrros_rcp85_2071_2100","tas_historical_1961_1990","tas_rcp45_2071_2100","tas_rcp85_2071_2100","pr_historical_1961_1990","pr_rcp45_2071_2100","pr_rcp85_2071_2100","tasmin_historical_1961_1990","tasmin_rcp45_2071_2100","tasmin_rcp85_2071_2100","tasmax_historical_1961_1990","tasmax_rcp45_2071_2100","tasmax_rcp85_2071_2100","trange_historical_1961_1990","trange_rcp45_2071_2100","trange_rcp85_2071_2100","tmin_month_historical_1961_1990","tmax_month_historical_1961_1990"
"616",0,2832,28322,1055.9147826087,5.75726592993399e-05,4.49326756332349e-05,3.89624413123588e-05,270.836035914957,273.455582853733,274.983197859024,8.58583566272731e-05,8.44296462346205e-05,9.52875790471478e-05,263.443047955905,265.511765932883,267.692151589552,281.5446344821,283.805867265689,285.237155315229,18.1015865261954,18.2941013328057,17.5450037256773,"Jan","Jun"
"617",0,2959,29599,1083.905,5.96651742210852e-05,4.90138051900065e-05,4.55220268227112e-05,270.526851020014,273.072561569143,274.58059239338,8.79379316189865e-05,8.80447886056319e-05,9.90102260883755e-05,263.647362420236,264.753162021868,267.141798638095,281.726994732666,283.752022244204,285.313214358177,18.0796323124306,18.9988602223355,18.1714157200826,"Feb","Jul"
"618",0,1655,1655,1086.65125925926,5.93297585608114e-05,4.85565423113239e-05,4.48610661192195e-05,270.557734461947,273.105660135569,274.611600730039,8.80695451593504e-05,8.81563626118805e-05,9.88022640547457e-05,262.934054042253,265.132062507662,267.225680627416,281.692845236761,283.714205183155,285.267959281618,18.7587911945079,18.5821426754924,18.0422786542014,"Dec","Sep"
"619",0,2835,28354,433.381041666667,3.39843969483514e-05,1.72985285107333e-05,1.14782924474779e-05,274.433761592967,277.020812503815,278.593580139288,8.20954748751075e-05,8.30257702686363e-05,9.68052370370074e-05,265.531778827807,268.136678403199,270.577452935249,285.738717945568,287.467411806269,288.857497244705,20.2069391177607,19.3307334030702,18.2800443094559,"Jan","Jun"
"620",0,2832,28325,525.986363636364,4.08814321851912e-05,2.42997357450042e-05,1.63396432545361e-05,273.881206989656,276.502006158495,278.078157820529,8.58409309661116e-05,8.55752108816415e-05,9.9978095705273e-05,265.440625651974,267.901962690616,270.212800750973,285.139365788528,286.858170544763,288.211970351651,19.6987401365541,18.9562078541474,17.9991696006775,"Jan","Jun"
"621",0,1751,1751,650.229696969697,4.51383917554257e-05,3.13005500374242e-05,2.41043216014234e-05,273.073430704862,275.688007756924,277.259308908844,8.31791037866835e-05,8.23858558265275e-05,9.42420141282367e-05,264.801573513348,267.097658809461,269.362839006179,284.529982141568,286.278365524327,287.639485462309,19.7284086282195,19.180706714866,18.2766464561297,"Jan","Jun"
"622",0,2818,28187,725.068571428571,3.9423144617903e-05,2.23593477434538e-05,1.85770979323532e-05,273.313163087696,275.861766034792,277.311528593691,9.06020917636935e-05,9.18307029816072e-05,0.000108327138017823,265.550133860767,269.439259986667,270.383480046212,283.228002356092,285.513306333244,286.868796758233,17.677868495325,16.0740463465775,16.4853167120209,"Jan","Jun"
"623",0,1165,11658,925.7056,5.05290454531102e-05,3.21395960740131e-05,2.60483230975985e-05,271.934565591312,274.5784297095,276.058996509374,8.71041269167437e-05,8.40977115804639e-05,9.51202647749997e-05,264.496737395612,267.170725937641,269.198989499409,281.965571745586,284.025212911853,285.609338000677,17.4688343499746,16.8544869742112,16.4103485012679,"Jan","Jun"
"624",0,2813,28139,432.459310344828,2.12156313068732e-05,1.13125983640112e-05,1.00243331252211e-05,275.981257612978,278.527656920949,279.947603268454,7.73519480776059e-05,8.15335656482713e-05,9.47531597456192e-05,268.635712559754,271.691869493455,273.565032158472,284.070151324707,286.34431105697,287.660495144717,15.434438764953,14.6524415635146,14.0954629862453,"Jan","Jun"
"625",0,1774,1774,675.20485915493,3.69490610068189e-05,2.05975023629057e-05,1.70905436826922e-05,273.631604665502,276.165373573668,277.616121286992,8.96075831788507e-05,9.1181106766828e-05,0.000107978376920579,265.901947144521,268.588744102525,270.619137305916,283.550930717797,287.021504997413,287.19116987202,17.6489835732761,18.4327608948884,16.5720325661043,"Jan","Jun"
