"","mrros_historical_1961_1990","mrros_rcp45_2071_2100","mrros_rcp85_2071_2100","tas_historical_1961_1990","tas_rcp45_2071_2100","tas_rcp85_2071_2100","pr_historical_1961_1990","pr_rcp45_2071_2100","pr_rcp85_2071_2100"
"249",3.12073814423386e-05,2.90925272874617e-05,2.8382571836578e-05,270.635009861335,273.180552767354,274.742050409519,4.81260921666933e-05,4.71127781697039e-05,4.87665711056587e-05
"250",3.14518278693348e-05,2.94786166682953e-05,2.87194741320402e-05,270.502551934234,273.046579737285,274.607767196202,4.81251862316994e-05,4.71860418468008e-05,4.83829593870378e-05
"251",2.2217898034588e-05,2.06513205994987e-05,2.01991672328707e-05,272.715137265904,275.234142461125,276.778379296951,4.50278122787182e-05,4.54477240975355e-05,4.74298360768011e-05
"252",2.73706202984033e-05,2.5883035770445e-05,2.50698572370065e-05,271.188642556204,273.722683768725,275.28878358656,4.67598472327185e-05,4.63877273458393e-05,4.88351505912577e-05
"253",2.63197581131359e-05,2.56679523922325e-05,2.52430075837828e-05,271.488208049861,274.013158544807,275.55371610346,4.73531549295851e-05,4.79144405510168e-05,4.94682989655714e-05
"254",3.35859366120619e-05,3.13952751003238e-05,3.07465023459628e-05,270.236401244706,272.787337163188,274.344837658605,4.90456435584144e-05,4.77352595935079e-05,4.97850346857858e-05
"255",1.74828303428716e-05,1.51936500133078e-05,1.44379666197384e-05,274.40106311662,276.933156685733,278.489731383176,4.01281616040225e-05,4.05714987102055e-05,4.24901685600961e-05
"256",3.20904701607989e-05,2.97506703153401e-05,2.90798368486065e-05,270.564401997157,273.11218877502,274.669381180507,4.84008160726471e-05,4.71584326570892e-05,4.92802861188205e-05
"257",3.37186064362662e-05,3.02376055611207e-05,2.87241566499383e-05,271.347612657761,273.908019194461,275.499238579866,4.626284662305e-05,4.49834336357196e-05,4.68377717249147e-05
"258",2.3500245434476e-05,2.08793659807508e-05,1.97035608300511e-05,273.101064146976,275.640480924021,277.21778533559,4.22753986319457e-05,4.18330393048911e-05,4.34988972304761e-05
"259",3.40405040565709e-05,3.05320006152651e-05,2.90121919139339e-05,271.293883751872,273.85479327208,275.446260028793,4.64014977400093e-05,4.50936485020053e-05,4.69632283223967e-05
"260",2.03476500835126e-05,1.77192065858186e-05,1.67671721978269e-05,273.382675336925,275.906579502841,277.457571078424,4.18714030082174e-05,4.12327721133273e-05,4.30954395768538e-05
"261",1.76966031998973e-05,1.4338653152599e-05,1.22865411000336e-05,275.471378607896,278.005430647305,279.560616923223,4.25173924905122e-05,4.27869383374122e-05,4.45091632186783e-05
"262",2.41603372920817e-05,2.12095692259829e-05,1.98825248304823e-05,273.591685337937,276.13169184971,277.703817874241,4.45860575392075e-05,4.45639343530191e-05,4.6256887613973e-05
"263",3.21568291686615e-05,2.70339935141195e-05,2.51143752942343e-05,272.164772535902,274.685324375745,276.263820999824,5.06943870651638e-05,4.85615916268462e-05,5.05725334329166e-05
"264",2.65156426966712e-05,2.18332041571684e-05,1.96526922911067e-05,273.324927189719,275.832044435787,277.404605835913,4.84353649336701e-05,4.70014931583859e-05,4.83312533543642e-05
"265",2.40711823767794e-05,2.03679289549577e-05,1.87114312467966e-05,273.242785746477,275.739084485541,277.307293535715,4.55323533537834e-05,4.41676685041218e-05,4.59462288876786e-05
"266",2.83791476316898e-05,2.39398526757109e-05,2.21138087931727e-05,272.719024586545,275.228761089431,276.803415053519,4.82841694277658e-05,4.64964281853918e-05,4.84049569495082e-05
"267",2.59273805228846e-05,2.14448118984846e-05,1.9378018338701e-05,273.349258590702,275.853101617062,277.425347581541,4.7791502247533e-05,4.64222320523987e-05,4.76044530327391e-05
"268",3.31900319612955e-05,2.84834483230739e-05,2.6838478461726e-05,271.801756889404,274.312220271209,275.87104077233,5.26115805836446e-05,5.07081759627791e-05,5.38065741331882e-05
"269",2.64602865628732e-05,2.31072272174498e-05,2.16394008914105e-05,272.683125044137,275.200705869174,276.769663057923,4.58706138930829e-05,4.46939311858331e-05,4.63243484013822e-05
"270",2.61483525516488e-05,2.26949935272783e-05,2.12125144086228e-05,272.823412065395,275.349171219127,276.930099650391,4.46590398007886e-05,4.37052257077471e-05,4.57366007892533e-05
"271",2.82267746143628e-05,2.52562436554805e-05,2.4381537200795e-05,271.722409702212,274.260584802027,275.797730487777,4.50034418731572e-05,4.35590629291993e-05,4.37923274172764e-05
"272",2.66988065464918e-05,2.28454574260494e-05,2.13813023107955e-05,272.916839838183,275.419439443647,276.974102312479,4.99549467922993e-05,4.8585128350548e-05,5.0773138955684e-05
"273",3.98224200896015e-05,3.46093092025088e-05,3.26717248336933e-05,270.719509885704,273.243401786986,274.805519958687,5.69676587682033e-05,5.4749505703627e-05,5.68084440050855e-05
"274",2.67822653571758e-05,2.3545170515812e-05,2.27132247493688e-05,272.358862743687,274.856676553009,276.438766380736,5.13062042993144e-05,4.95846837838898e-05,5.38580747413769e-05
"275",4.81359560036236e-05,4.22133435699325e-05,4.13263213306819e-05,268.894879029898,271.476690906474,273.044387089257,6.00124233931991e-05,5.65763267425705e-05,6.00094128649653e-05
"276",4.46711308141828e-05,3.95530178126323e-05,3.81152947697049e-05,269.495074800659,272.04252216539,273.624773467111,5.82366857445513e-05,5.55528619295397e-05,5.84972629541504e-05
"277",3.88311972932485e-05,3.47583865545061e-05,3.45382661753498e-05,268.799732900039,271.349725813398,272.924604786846,5.14478637827048e-05,4.90033618973085e-05,5.11765377233618e-05
"278",4.03130320217624e-05,3.57232338257128e-05,3.44325531386579e-05,270.042234792374,272.582094582053,274.169450069581,5.55280802351998e-05,5.30984360339321e-05,5.56495226851109e-05
"279",3.87634941364907e-05,3.45733945476125e-05,3.42956981315593e-05,269.692740760884,272.254281254429,273.83287858245,5.38369077378498e-05,5.11891513850625e-05,5.4279439298258e-05
"280",3.41218019578368e-05,2.93684674142198e-05,2.76339119345315e-05,271.709600560605,274.221489737561,275.779948043796,5.39974027146369e-05,5.21837380054881e-05,5.41872745589141e-05
"281",2.01082104342445e-05,1.73709191173313e-05,1.66215901130715e-05,273.289499591189,275.785848126719,277.349988857068,4.61014422500491e-05,4.48391113154924e-05,4.75838177850407e-05
"282",3.26814793735408e-05,2.89966008131701e-05,2.8438316078642e-05,270.899365398809,273.426068425,275.008093700851,5.21226565852016e-05,4.99350357704573e-05,5.33340699880983e-05
"283",3.01053974761997e-05,2.66740813937964e-05,2.60898119391146e-05,269.884975465695,272.408526988867,274.015292403562,4.5628702104219e-05,4.3603920119568e-05,4.57586825630927e-05
"284",3.5214802242316e-05,3.18649767349786e-05,3.14529016976082e-05,269.3321568417,271.871310136907,273.447352153673,4.95589769015861e-05,4.75882128310301e-05,5.01563091050164e-05
"285",2.44798770579567e-05,2.14731875866783e-05,2.06751693617452e-05,272.279822188707,274.805725639408,276.348179291755,4.49930968948073e-05,4.37117437933629e-05,4.60015546345696e-05
"286",3.92903598692734e-05,3.49922163757395e-05,3.46828172501545e-05,268.975735879408,271.536435743797,273.118495030501,5.18299746745822e-05,4.90963531183621e-05,5.20570352612731e-05
"287",3.17903867965002e-05,2.80006909982048e-05,2.74401223887835e-05,269.646872141726,272.192631307306,273.806764925788,4.57912956978734e-05,4.33928374817299e-05,4.55892335030783e-05
"288",3.09288335139731e-05,2.73811383365386e-05,2.67943069497325e-05,269.624143391423,272.162809616867,273.775555957788,4.49883859193029e-05,4.27996017751416e-05,4.49486024558102e-05
"289",2.40467648181891e-05,2.10396983730306e-05,2.04552753626244e-05,272.12666424671,274.648034799508,276.201834228325,4.61283377064707e-05,4.47737317237144e-05,4.74889330545489e-05
"290",3.71762729947772e-05,3.26340471160739e-05,3.20626903504456e-05,270.469141443369,273.017633623288,274.590768445355,5.47810396611704e-05,5.22080243764431e-05,5.51882738891521e-05
"291",4.47361000394226e-05,3.85059464904764e-05,3.70626636078482e-05,270.590498678655,273.114002539658,274.681481026628,6.29359220267274e-05,5.98387753652287e-05,6.3334389104498e-05
"292",2.41089698040582e-05,2.03074042329237e-05,1.87422945847602e-05,273.377006455463,275.874319103295,277.437273712591,4.64709944920579e-05,4.52374964918159e-05,4.71024106949107e-05
"293",2.00111955541841e-05,1.94896650706217e-05,1.8601466186305e-05,270.810343493021,273.37120126026,275.009745808299,3.3961648328982e-05,3.40412330895129e-05,3.43826097930812e-05
"294",5.07279799407346e-06,2.81547128928673e-06,1.56891703726809e-06,278.040447230868,280.393864611337,281.917182132306,2.89997940807259e-05,3.01483345075411e-05,3.05135600679349e-05
"295",7.2535211618565e-06,5.14966651810239e-06,2.86562579397367e-06,278.123884964801,280.569732126048,282.097412499112,3.57418527840585e-05,3.67389204766663e-05,3.80185176122841e-05
"296",1.24159159937749e-05,9.0930305271649e-06,5.85425210545287e-06,277.301546411311,279.751991190318,281.279698382255,4.26270986347605e-05,4.37777104094074e-05,4.43233625548736e-05
"297",1.17571587546027e-05,8.75812531480706e-06,6.38143705679064e-06,277.196793470923,279.690759598503,281.23100206827,3.92749236169161e-05,3.96835334739117e-05,4.11466204428573e-05
"298",1.35977622209306e-05,1.00911094770167e-05,7.33486235162664e-06,276.884304030765,279.376161549617,280.925333856456,4.12752870068641e-05,4.14389264804299e-05,4.25554905793216e-05
"299",1.20727275978004e-05,8.95642612456929e-06,6.520822642533e-06,277.126593278817,279.622132264161,281.164260030089,3.96845115042551e-05,3.99907217180964e-05,4.15080767070446e-05
"300",1.17363369511288e-05,8.65550072591191e-06,6.19881182895111e-06,277.198010992423,279.694296320369,281.236171916827,3.96151299438423e-05,3.99504376210069e-05,4.15264445295503e-05
"301",1.16626044868425e-05,8.63546699319375e-06,6.27884951327831e-06,277.212353131724,279.701824530081,281.240857306062,3.92275956121318e-05,3.95958707556436e-05,4.10993274122079e-05
"302",1.15189932848316e-05,8.35548909216237e-06,5.7702826332691e-06,277.373069986116,279.844338521131,281.382086846756,3.97384205667979e-05,4.02801161219371e-05,4.14451535804705e-05
"303",1.08172161242931e-05,7.70255369793842e-06,5.11080711845239e-06,277.536193449036,280.010420207228,281.547949588464,3.95990644567804e-05,4.01359517386498e-05,4.15012643239903e-05
"304",6.48124344056741e-06,4.09308075190972e-06,2.1575099177778e-06,278.606173676501,281.038600054173,282.519411938978,3.51606355122342e-05,3.6033110773172e-05,3.72415213791262e-05
"305",1.29134235622201e-05,8.9307795962916e-06,6.14975747773803e-06,277.046829377141,279.523309974622,281.061036786238,4.25230034993198e-05,4.28866617692063e-05,4.45245117500827e-05
"306",1.76152848583012e-05,1.32844988310509e-05,9.59256973879697e-06,276.288293359547,278.748484073824,280.277984966334,4.66954582301339e-05,4.69739213454317e-05,4.78659972045943e-05
"307",1.71206457603945e-05,1.30062624332282e-05,9.32241850195409e-06,276.386809528765,278.841934091704,280.36861703973,4.65421639967519e-05,4.70458002115745e-05,4.78120828162004e-05
"308",1.85206285521379e-05,1.33845828977803e-05,9.90961749730664e-06,276.086664193452,278.564555915045,280.103490164193,4.68606678369427e-05,4.64082974513272e-05,4.7713687537112e-05
"309",1.4478771234666e-05,1.05755508957737e-05,8.05608743931925e-06,276.517483682769,279.021022848197,280.572007720249,4.26790781521356e-05,4.2652670166669e-05,4.44010842736309e-05
"310",1.27173997234919e-05,9.23328628504091e-06,6.6342368627988e-06,276.845485277124,279.355369662599,280.904646500709,4.10592262985365e-05,4.12031209344476e-05,4.27749658507318e-05
"311",1.16585395169258e-05,8.09887929650767e-06,5.57266963825069e-06,277.216238458865,279.703023477502,281.249334481507,4.10792227722493e-05,4.12637381848158e-05,4.21780144458274e-05
"312",2.70890631536869e-05,2.17069735003487e-05,1.90087339450758e-05,273.546243081035,276.071872159213,277.646518054039,4.88879405484851e-05,4.76688490337662e-05,4.88870187834979e-05
"313",1.53655843141184e-05,1.15455764910953e-05,8.75166965276714e-06,276.411242733607,278.923385025183,280.480578293134,4.22554446223489e-05,4.21064863675414e-05,4.35291717002047e-05
"314",1.93179807873962e-05,1.53040174774294e-05,1.28554363030841e-05,275.220314677204,277.753064256286,279.311627930816,4.41297578696687e-05,4.38399781183931e-05,4.552663989853e-05
"315",2.39642159805481e-05,1.88092342807402e-05,1.60707944978201e-05,274.507687231144,277.041338119205,278.611569197915,4.72465828450178e-05,4.65828597917657e-05,4.78847391870413e-05
"316",2.26643858029848e-05,1.8131181787363e-05,1.56521040921045e-05,274.461416708126,276.989023415494,278.553425498042,4.65676632407629e-05,4.58433786913901e-05,4.73338072140776e-05
"317",1.54993023679039e-05,1.10062339719139e-05,7.37260816539345e-06,276.722733749634,279.163090388322,280.675809741689,4.75116979882363e-05,4.73369513564921e-05,5.00914659931422e-05
"318",2.46251008010287e-05,1.7338755026189e-05,1.37941849938781e-05,274.956668928797,277.449091976067,278.988564802812,5.40688632003403e-05,5.27852911035279e-05,5.46726381420075e-05
"319",2.0268122443595e-05,1.37952657709809e-05,9.82443803936891e-06,275.871601072727,278.322262533551,279.838417022104,5.24273238987921e-05,5.13527600653367e-05,5.15553978975919e-05
"320",2.50307047473031e-05,1.85744264353752e-05,1.51723902703471e-05,274.617299008312,277.127381510401,278.686006740328,5.07011001766781e-05,4.97442664984726e-05,5.82747716257273e-05
"321",2.63884113425411e-05,2.01775759395896e-05,1.70101169614359e-05,274.045519052781,276.567073836551,278.132229090011,5.08034894991368e-05,4.9677984485004e-05,5.09635562590783e-05
"322",3.88977764225682e-05,3.0926542026527e-05,2.84859775667355e-05,272.495411392193,275.005870952804,276.566507813181,6.17627340936454e-05,5.84787646000905e-05,6.10495160908964e-05
"323",2.88848667329572e-05,2.24653781733633e-05,1.91971282344937e-05,273.568372648896,276.094172936472,277.66324455806,5.29019356684229e-05,5.14043421685807e-05,5.30808822551101e-05
"324",3.0009839251447e-05,2.48317180334757e-05,2.2752150774124e-05,272.773858325537,275.275794650423,276.844145114142,5.17902361775698e-05,4.9782254079523e-05,5.11370059009484e-05
"325",2.53676412621253e-05,1.90548338491177e-05,1.58479665139207e-05,274.342290972923,276.857454642171,278.418223331186,5.09448137541561e-05,4.99188922657841e-05,5.0038581482213e-05
"326",2.59629673958931e-05,2.0654139734248e-05,1.80134269043838e-05,273.769937622753,276.284052952279,277.850726993317,4.93682056620028e-05,4.80974222353379e-05,4.96824745989161e-05
"327",4.26239798604791e-05,3.46382774038273e-05,3.21728328822441e-05,271.532600009299,274.059193320978,275.63691150986,6.15432105309682e-05,5.80951370328481e-05,5.99072416868168e-05
"328",3.87578891957951e-05,3.06747608122427e-05,2.80886915844644e-05,272.503444803316,275.013736068077,276.580388625739,6.12716879554241e-05,5.80906001075867e-05,6.0291294014745e-05
"329",2.73864443997955e-05,2.13676295569537e-05,1.82684777002755e-05,273.71529022089,276.235632946761,277.804005326331,5.13105284954463e-05,4.99546086437605e-05,5.01034080572809e-05
"330",3.82290675578503e-05,3.14006852801891e-05,2.92103148777661e-05,272.107066286092,274.617079896954,276.180543075198,5.99257574615513e-05,5.70391855562514e-05,5.9600521471608e-05
"331",5.23996402590824e-05,4.46283746600494e-05,4.19944885544878e-05,269.543720766541,272.06795235085,273.643242698881,6.69159493020436e-05,6.2775771466454e-05,6.3401738710985e-05
"332",4.44487022082465e-05,3.73470920319273e-05,3.49552222895404e-05,270.675046476986,273.202786409065,274.786768296478,6.13811756198069e-05,5.82243648697068e-05,6.11974443144575e-05
"333",5.28394903444748e-05,4.49127858754521e-05,4.23340261841969e-05,269.565960241729,272.089636964711,273.660865088932,6.769750449437e-05,6.34200160513702e-05,6.60592361515246e-05
"334",5.29724632564033e-05,4.45855726071782e-05,4.19870267408004e-05,269.906330937468,272.429638746347,273.991837626399,6.8555502724736e-05,6.41164614606987e-05,6.79737497823794e-05
"335",5.39139609993804e-05,4.54452968249196e-05,4.27918653457376e-05,269.684165692011,272.212830580838,273.780769394395,6.86281751169952e-05,6.4132434599463e-05,6.82620215623968e-05
"336",3.75883213175557e-05,3.14130084965257e-05,2.92491868790257e-05,271.771272433423,274.279905417168,275.848213167316,5.84966204307899e-05,5.58681385935506e-05,5.72676188707493e-05
"337",3.0172052220781e-05,2.50308761423864e-05,2.29672503200939e-05,272.715649550423,275.222153662725,276.793272458944,5.12748118036491e-05,4.92761211502471e-05,5.11659175163025e-05
"338",4.75397599953662e-05,4.06896085547167e-05,3.80105723949577e-05,269.965773920754,272.494005563509,274.077171278763,6.27536262395228e-05,5.93505923921113e-05,6.19040238232168e-05
"339",3.92885050476877e-05,3.32403401441161e-05,3.13034723269742e-05,270.81016685169,273.329487236672,274.912418812315,5.63048780407021e-05,5.35944091253612e-05,5.52377602432843e-05
"340",4.47562948136765e-05,3.8144988990487e-05,3.66388856812019e-05,270.695180244211,273.199089782815,274.754327155352,6.34958817772615e-05,6.04563672501087e-05,6.39405697350281e-05
"341",5.29989668469243e-05,4.43348241662613e-05,4.19831706032136e-05,270.021445280865,272.529582583844,274.073670096487,6.95395544611144e-05,6.60598946229691e-05,6.93930728103262e-05
"342",4.7957024639029e-05,3.97556453327099e-05,3.7512047189698e-05,271.138424232541,273.625860693325,275.154271570045,6.8353392359509e-05,6.432471392734e-05,6.82241726372513e-05
"343",5.62723177402584e-05,4.65152441196961e-05,4.37882694963869e-05,270.019645137993,272.52854938667,274.064302470324,7.33395992051301e-05,6.86469105569468e-05,7.22896902896765e-05
"344",5.5913047707797e-05,4.60773379494541e-05,4.32786581589275e-05,270.212589146331,272.717794890097,274.249181511958,7.38993161627671e-05,6.93347133748755e-05,7.38242828336303e-05
"345",4.66970209394026e-05,4.10613318796073e-05,3.9270933757961e-05,269.235236852384,271.792293051024,273.367712938254,5.89929589137822e-05,5.62737819640101e-05,5.75900033872115e-05
"346",4.68125737978611e-05,3.9982347916157e-05,3.80257844526627e-05,270.295926072365,272.799725389568,274.345231457052,6.40848650920247e-05,6.04341793864544e-05,6.34745639767719e-05
"347",4.94569480198443e-05,4.13676134426411e-05,3.90779999000881e-05,270.69706917961,273.190988208234,274.725087902138,6.81260475945226e-05,6.41187925982312e-05,6.78907934907423e-05
"348",4.98336555110438e-05,4.08541271704127e-05,3.81720517530819e-05,271.27154527888,273.751276167124,275.266208847848,7.15417339220204e-05,6.79988104811001e-05,7.25517339409733e-05
"349",4.16160679177925e-05,3.59475205341434e-05,3.46811585620736e-05,270.879464667517,273.391536175153,274.950355742518,6.063850156066e-05,5.76831540740545e-05,6.08680919538388e-05
"350",4.75617783516138e-05,4.06951109428665e-05,3.87453457884103e-05,270.103648630781,272.6105328184,274.157127283833,6.40662612389354e-05,6.03997585266262e-05,6.33472134492324e-05
"351",4.68898515789325e-05,3.93070711740861e-05,3.73661630966158e-05,270.775308430576,273.271463023105,274.814935728525,6.60443708492513e-05,6.29262908936698e-05,6.66418848518865e-05
"352",4.95735784427296e-05,4.15193616135279e-05,3.94681695177956e-05,270.423978567037,272.91965973901,274.470759802098,6.8175863355721e-05,6.50129364453298e-05,6.8911230083576e-05
"353",4.92678037860701e-05,4.17088837643505e-05,3.97294458383471e-05,270.232835670972,272.744533857728,274.286436759673,6.55990303509047e-05,6.18995911056336e-05,6.58233950479409e-05
"354",1.31775260517142e-05,9.65199559393366e-06,6.28281242762366e-06,277.300478480274,279.682332551412,281.167272075073,4.73929596021524e-05,4.81014057864018e-05,4.8837733361482e-05
"355",5.02472028093294e-06,3.06434411604722e-06,1.21056106774171e-06,279.205628257944,281.557869165089,282.953273859653,3.93353566330024e-05,4.08643843437163e-05,4.0992867435046e-05
"356",1.06176861462836e-05,7.8680495159601e-06,5.17229764537926e-06,277.876980431378,280.192262539403,281.616123882509,4.86292978923513e-05,5.01383034863861e-05,5.09309500261297e-05
"357",8.05907686050119e-06,5.05433314836567e-06,2.79469801119238e-06,277.926406640623,280.173263540902,281.593473955926,5.46005494680348e-05,5.65872063984912e-05,5.86732169542174e-05
"358",3.36175482652186e-06,2.20832156034999e-06,5.75175456429437e-07,279.378081069108,281.6264413336,282.983722193784,4.74701930333494e-05,4.95160691681127e-05,5.07249189116758e-05
"359",1.39378628485112e-06,1.04622757807892e-06,1.34260809861297e-07,280.134386247397,282.390238380759,283.697867828712,4.41408925414366e-05,4.59003511748136e-05,4.7735012399438e-05
"360",5.87643167600615e-06,3.574039930156e-06,1.62284766119887e-06,278.438720641958,280.667616702629,282.069343348624,5.32658720976562e-05,5.53454325857777e-05,5.76069065981014e-05
"361",2.69628241830636e-05,1.52761674970243e-05,1.09751948234856e-05,274.836851118769,277.268440017569,278.741651536392,6.74867389870202e-05,6.51149126059274e-05,6.98604983082263e-05
"362",3.04778414052697e-05,1.64665474848569e-05,1.15401699576959e-05,274.667827968843,277.140080806198,278.615717856945,6.93265368967957e-05,6.61406955205649e-05,7.17290793232149e-05
"363",1.21520496714559e-05,7.80701480180107e-06,5.43082010268531e-06,277.067383507869,279.329498354082,280.768926902978,5.90573573881415e-05,6.04322760567281e-05,6.32280426034649e-05
"364",2.1741816470517e-05,1.16620781567336e-05,7.78286192036043e-06,275.62909907158,278.037209193279,279.497778992715,6.48233091906654e-05,6.29967364403069e-05,7.03981836621108e-05
"365",1.2181797255581e-05,8.64453678906489e-06,5.10229055882507e-06,277.500266939352,279.877606061857,281.358638303945,4.79514589089558e-05,4.86000826729e-05,4.97331420147957e-05
"366",1.43464038562241e-05,1.02002541875384e-05,6.38582315803996e-06,277.027560659374,279.426916572912,280.916114220916,4.95857414785286e-05,4.97576637791384e-05,5.90164693017236e-05
"367",1.69707730603151e-05,1.21828250876646e-05,8.14447759063317e-06,276.509245655268,278.919917427367,280.412663181221,5.16542490228451e-05,5.1266403072105e-05,5.12942773003743e-05
"368",1.00015756998297e-05,7.25658895933061e-06,4.4234385207419e-06,277.900873741458,280.236702831664,281.689423869976,4.68308337164097e-05,4.82330025428228e-05,4.92814114356189e-05
"369",1.2476514512751e-05,8.60459973435891e-06,4.91632347173631e-06,277.422137363487,279.795578164543,281.267407222895,4.99886572387984e-05,5.04845210757079e-05,5.23379214295516e-05
"370",1.26075563670704e-05,9.18740255034343e-06,5.85927284813365e-06,277.373771169679,279.733214907124,281.208333676819,4.87310531778534e-05,4.96840046979779e-05,5.05470764660843e-05
"371",3.88610115259727e-05,2.73130192066954e-05,2.26815114343056e-05,273.071808606477,275.60452475189,277.130488167481,6.49262428390414e-05,6.17850446172068e-05,6.44640513077973e-05
"372",3.14283577132481e-05,2.41453111689055e-05,2.08650319793198e-05,273.469839638594,275.984268157835,277.545239321366,5.64636057894322e-05,5.45134772152244e-05,5.63325141126275e-05
"373",3.53116242796559e-05,2.7129413690042e-05,2.36949735370973e-05,272.993713030555,275.505147846591,277.061576413694,5.99951908999255e-05,5.74570706925606e-05,5.95008435284036e-05
"374",2.95092087225049e-05,1.92210867143977e-05,1.51251943713983e-05,274.572391554416,277.069740324929,278.578151235677,6.04496972958145e-05,5.8133857196614e-05,6.07809599466747e-05
"375",3.61189567148243e-05,2.83219441587981e-05,2.55173303525199e-05,272.965010655191,275.469152208313,277.027000001615,6.03395099605133e-05,5.74733942123224e-05,5.98144191346898e-05
"376",4.1706583638841e-05,3.22495938232844e-05,2.82148771552938e-05,272.209451310501,274.728830805271,276.285553015134,6.43218891736442e-05,6.09502185796201e-05,6.32949757560439e-05
"377",3.78312251400646e-05,3.01887743054697e-05,2.75990186953012e-05,272.502423652159,275.013760326296,276.578462165189,6.02875706056431e-05,5.72949232445776e-05,5.97180091889892e-05
"378",3.9399135786556e-05,2.97996703835434e-05,2.55006212820225e-05,272.663966208672,275.182510355857,276.726960876853,6.38819255984819e-05,6.07609407665321e-05,6.30897091881982e-05
"379",3.71683689960699e-05,2.92791370981359e-05,2.63290403787858e-05,272.709189361866,275.218917088543,276.778023137536,6.05944669747059e-05,5.76877339972333e-05,6.00411031070165e-05
"380",7.89141121310291e-06,5.57387598224609e-06,3.04256669902293e-06,278.447821336085,280.752556886266,282.158197420716,4.74355269939621e-05,4.90973088447068e-05,5.0586180033025e-05
"381",2.02714212205917e-05,1.39660284163201e-05,1.0066449118389e-05,275.852695595953,278.226477432062,279.693109683462,5.86883875724509e-05,5.83737292844535e-05,6.19495028416013e-05
"382",1.03198879933433e-05,6.80794662520924e-06,3.7589785987923e-06,277.669311161341,279.972698371446,281.4082994454,5.29300090573462e-05,5.43196162790964e-05,5.59871420893583e-05
"383",1.43114996620241e-05,9.61570994477001e-06,6.25451812258071e-06,276.925502286258,279.247787629568,280.692731692599,5.61072867673051e-05,5.71107980567412e-05,5.93347161570471e-05
"384",3.21432561810347e-05,2.03149868075644e-05,1.5717027432702e-05,274.407745577951,276.918471878375,278.414951137036,6.398381851865e-05,6.12020588178788e-05,6.47234964758718e-05
"385",3.56133801913179e-05,2.41029204835845e-05,1.96205021451366e-05,273.615327420937,276.142917105132,277.6594229438,6.37678374745461e-05,6.08751022761958e-05,6.38278256245955e-05
"386",3.38719840550769e-05,2.27220296845603e-05,1.83679808361165e-05,273.859076372908,276.377431692055,277.892977190479,6.27068987184002e-05,5.99676415734065e-05,6.22555467134644e-05
"387",2.17406419335417e-05,1.50281113364133e-05,1.09700345910012e-05,275.626019992253,278.011011189049,279.482604010456,5.90487912216056e-05,5.8400718342409e-05,6.46831832376238e-05
"388",3.62974668067837e-05,2.53514926286349e-05,2.06198101086341e-05,273.740293644994,276.248541096865,277.764162657652,6.60504279831804e-05,6.28595308597001e-05,6.60185392627479e-05
"389",1.6496598691408e-05,8.18640862283976e-06,4.41904729609619e-06,276.707419393499,279.108713681626,280.558114248992,5.98060568938034e-05,5.87633318253375e-05,6.21763545344439e-05
"390",3.7801087176928e-05,2.70392868091709e-05,2.22694546402269e-05,273.379658224671,275.892579597051,277.41544090077,6.60116755942729e-05,6.27732513417876e-05,6.57429858361585e-05
"391",1.63461059108355e-05,8.84443001144292e-06,5.34603237051971e-06,276.465949211848,278.833652096438,280.28419951617,6.03186444476007e-05,5.97520368976375e-05,6.43666809442671e-05
"392",3.23405418262543e-05,1.85099661923066e-05,1.32805161364696e-05,274.628742019363,277.127547055295,278.612360479586,6.81821953004105e-05,6.4903339477954e-05,6.8759244800736e-05
"393",4.05663605579647e-05,2.70065620198857e-05,2.15898122348259e-05,273.459041959741,275.972683050454,277.481882011358,7.15687289030869e-05,6.7365322128087e-05,7.23111666622891e-05
"394",4.17199827524142e-05,2.7813038778562e-05,2.22137920028219e-05,273.403404770855,275.917192452898,277.426836258954,7.26364577689573e-05,6.8268625885996e-05,7.27521997424869e-05
"395",5.28714043696762e-05,3.92235684475559e-05,3.42156379906585e-05,271.378449805868,273.909758305668,275.453894134514,7.61259959436247e-05,7.14776467650462e-05,7.66778032574177e-05
"396",3.42204631052445e-05,1.845569499045e-05,1.31133268057061e-05,274.402741863827,276.887078034607,278.360035650534,7.18424889760322e-05,6.79802433745427e-05,7.69847631160255e-05
"397",3.54234605572141e-05,2.70503137373734e-05,2.43251834810427e-05,273.889594496113,276.352150019973,277.866885062892,6.65018460187877e-05,6.30557647925249e-05,7.12339537125098e-05
"398",4.88801700483018e-05,3.62669131812391e-05,3.18766795668945e-05,272.00961392399,274.518722346459,276.053389550352,7.45659072255888e-05,7.02490093174497e-05,7.52900877757743e-05
"399",4.08120413650092e-05,2.90172610492669e-05,2.4230239591592e-05,272.99845266199,275.513914237827,277.042326122758,6.83454575552609e-05,6.46020715380377e-05,6.80169177442078e-05
"400",4.34426696516102e-05,2.79506979751632e-05,2.20149752076431e-05,273.119052617906,275.640636641096,277.145701501372,7.41706555276161e-05,6.94912272566912e-05,7.46497718780793e-05
"401",4.70347925217866e-05,3.23292696626986e-05,2.66103047580423e-05,272.530700366344,275.057801767616,276.579014018276,7.4973175946175e-05,7.02902200592955e-05,7.586667227947e-05
"402",4.16957471125596e-05,2.75230856702745e-05,2.19150016313963e-05,273.303595766718,275.821496366694,277.331072902838,7.23910045716496e-05,6.80323054546209e-05,7.3346666865768e-05
