"","mrros_historical_1961_1990","mrros_rcp45_2071_2100","mrros_rcp85_2071_2100","tas_historical_1961_1990","tas_rcp45_2071_2100","tas_rcp85_2071_2100","pr_historical_1961_1990","pr_rcp45_2071_2100","pr_rcp85_2071_2100"
"39",1.05666975603812e-05,9.22179783870432e-06,7.40633719576568e-06,274.908664799415,277.454146038902,279.051777096718,3.02808204367559e-05,3.16677965426575e-05,3.21930737955212e-05
"40",9.92510013831572e-06,8.50386329310578e-06,6.72685694720424e-06,274.874509715127,277.425234597844,279.01580721828,2.91323843848846e-05,3.02227629532143e-05,3.09362407643677e-05
"41",9.73487951416896e-06,8.51364006968426e-06,6.79027180651731e-06,274.949162386152,277.49680487433,279.101886310043,2.87863200397321e-05,3.00668883745909e-05,3.04943360561104e-05
"42",8.22972020318534e-06,6.50359492180843e-06,5.12937506034906e-06,275.498249632345,278.029043638482,279.610680375132,2.65260494969236e-05,2.75535828509446e-05,2.84036508445669e-05
"43",6.98448014764778e-06,5.28942283664367e-06,3.89968848510184e-06,275.929532622209,278.466568282416,280.05845093986,2.51570528624713e-05,2.62356342160543e-05,2.68242629268511e-05
"44",1.14282311879411e-05,9.62411367982605e-06,8.16628811582718e-06,274.457910219366,276.98988819625,278.550416925903,3.02652448066498e-05,3.12199540072334e-05,3.37689951473736e-05
"45",6.64766026911383e-06,4.91674347362858e-06,3.55908559552611e-06,276.079728545359,278.615890120633,280.209484886759,2.46156431012412e-05,2.5714364887385e-05,2.6373501548219e-05
"46",9.26475365869413e-06,7.20505256301927e-06,5.88030354984621e-06,275.480120008762,277.986479857015,279.544377658822,2.78501389600263e-05,2.87548260002664e-05,2.95550556439759e-05
"47",9.39264019039599e-06,7.75052072154347e-06,6.39172583807009e-06,274.799144096067,277.341861630547,278.91732223627,2.77465881884778e-05,2.85947910374531e-05,2.96578573854393e-05
"48",9.10248828441709e-06,7.59832035597169e-06,6.2327896913568e-06,274.755405603505,277.304935886843,278.890766556829,2.71307600080551e-05,2.80058249150459e-05,2.92734654362332e-05
"49",9.95945567558992e-06,8.46296519127743e-06,7.09018015076197e-06,274.435890629779,276.986900692149,278.569359784235,2.80457694159177e-05,2.89037292192781e-05,3.03322421157268e-05
"50",1.11694188692304e-05,9.60321855926041e-06,8.18722100029711e-06,274.066219054558,276.618910338946,278.19728585313,2.94578584195426e-05,3.03746113145032e-05,3.1590986785008e-05
"51",8.85186012889411e-06,7.91568979268695e-06,6.3323703648923e-06,274.353686634755,276.933546811515,278.534438662633,2.75557356462633e-05,2.89219752560105e-05,2.92879602514207e-05
"52",8.22436027746791e-06,6.8607383172588e-06,5.45151737136952e-06,274.991628243932,277.562457475378,279.168763472638,2.56316880213105e-05,2.66174856887469e-05,2.77800628591465e-05
"53",1.82658304533789e-05,1.76093532945391e-05,1.69538154409635e-05,270.53168386027,273.129728160979,274.747904878644,3.41504341541404e-05,3.5104331034041e-05,3.51617968994662e-05
"54",1.08693407875566e-05,9.5699294881847e-06,8.0324588344066e-06,274.287522064845,276.844936777851,278.444118752472,2.90159263465006e-05,3.01482207188982e-05,3.08718735005948e-05
"55",8.96891122211058e-06,8.19816652405118e-06,6.69465083430714e-06,274.289438460088,276.856848026366,278.471356562594,2.77085569974241e-05,2.92492698401842e-05,3.04105560718359e-05
"56",1.90245380301362e-05,1.78284916376697e-05,1.63033861765333e-05,271.096698547902,273.717448835748,275.314255213047,3.59849838572301e-05,3.69068397899785e-05,3.84156579565465e-05
"57",1.8121426094372e-05,1.6787117300267e-05,1.55731370676293e-05,271.295879453071,273.91977523641,275.513200616825,3.57709977347274e-05,3.64797547621953e-05,3.82106191531571e-05
"58",1.31282354331071e-05,1.2161892862078e-05,1.08073077249812e-05,273.132209883518,275.707218504141,277.318261304639,3.19293397485788e-05,3.3603777077967e-05,3.45819899698265e-05
"59",1.93165924773057e-05,1.77893708053527e-05,1.68119521488789e-05,269.768870935844,272.433656067863,274.037456015842,3.34440127454494e-05,3.39595845669015e-05,3.51681601043115e-05
"60",1.61751566704618e-05,1.53758660728074e-05,1.42905962548912e-05,270.725107604773,273.378720259969,274.99959530097,3.11350598682806e-05,3.22808969236111e-05,3.34405004361275e-05
"61",1.20321527598216e-05,1.16835824749661e-05,1.07505992902916e-05,272.607194424765,275.197173930923,276.826480439959,2.93966798603703e-05,3.0617030448224e-05,3.15447755928765e-05
"62",1.69760798812553e-05,1.60147694647347e-05,1.49782330596429e-05,271.72100600657,274.323611902708,275.920679309573,3.40591932238942e-05,3.52007757080955e-05,3.67120825602044e-05
"63",1.4134616124529e-05,1.34078478394593e-05,1.252462593117e-05,271.924514499828,274.531899877142,276.152904946304,3.01031005182207e-05,3.1191280112051e-05,3.21037314672583e-05
"64",1.31956607200547e-05,1.25625382199311e-05,1.14758181735266e-05,271.51505470657,274.169647918035,275.799885368504,2.85338157992997e-05,2.9707579339115e-05,3.07359838637478e-05
