"lakenames","model2a","model2b","model3b","maximumdepth","meandepthbyDM","volumebyDM","surfacearea","perimeterfromshp"
"SW2-0914",-0.0635328056099635,1.23035858524126,1.30180815895447,10.5,4.25139359359431,4771443.42946841,1122324.55650723,11382.8
"SW2-0915",-0.00110931915065695,2.24785143232437,2.24987206198679,30.3,9.79550246713264,2882206.16951307,294237.70543511,4705.25
"SW2-0916",-0.0266120746485684,1.43252657044099,1.4694581808504,13,5.1498853825338,2336799.23167958,453757.522372245,6938.44
"SW2-0917",-0.0405746554471464,2.14982796929964,2.20786534065861,22,6.4477089772297,6785022.71641541,1052315.28599956,13168.9
"SW2-0918",0.113003520516645,3.96176146262421,3.70399911400889,13,3.45207936661397,2315256.8777856,670684.718369196,6513.07
"SW2-0919",-0.123684787901485,1.46240535911243,1.65197074293124,28,8.86545717571928,26897102.0542268,3033921.60394081,21711.6
"SW2-0920",-0.100929741350454,2.31723871923301,2.48708210339634,18,4.81863036571912,8703589.68625415,1806237.25533578,20672.1
"SW2-0921",-0.0389966100503475,1.71050303859677,1.76606278043829,11,3.91431163656001,1761007.86621307,449889.541181419,6999.74
"SW2-0922",0.0262484218156038,2.0449245664856,2.00185768922637,25,8.67363811719923,11382150.4837893,1312269.46870417,12303.5
"SW2-0925",-0.0180891573182147,1.22124193171301,1.24687460838781,8.9,3.83321951070838,233888.261290875,61016.1407760475,2961.84
"SW2-0926",-0.129471496474213,0.621005309404251,0.766610137371153,10.5,4.73184789681433,1469174.90834938,310486.50345217,5695.48
"SW2-0927",-0.131622133502159,1.56428412268211,1.69187470291169,16.3,5.10581611478586,1795111.98283212,351581.792699835,5519.87
"SW2-0928",-0.0429070911574588,1.97456902658464,2.03413450827496,8.8,2.89436441413417,714876.487799253,246989.109010692,5911.93
"SW2-0929",-0.085689072129661,1.72285955316721,1.84808010972387,19.4,6.02120786794667,2144924.42580677,356228.263970934,6852.6
"SW2-0930",-0.12321667967465,1.29274308508964,1.51436658391797,14,4.69974907368647,4183929.45773883,890245.285895012,15869.6
"SW2-0937",-0.146238779382296,1.70788258143067,1.97775208623526,21,5.69556851159655,9274612.69584309,1628391.03365351,17702.3
"SW2-0939",-0.0784352569942622,1.24794310549163,1.3336464996461,12.5,4.92826595795797,4083176.41044392,828521.927443986,8027.68
"SW2-0940",-0.0160476489356472,1.06965928908455,1.09337200055739,4.5,2.09630624189174,1018348.98786064,485782.548136507,8337.99
"SW2-0941",-0.0519738113900141,0.934980225703325,0.99549063036315,7.5,3.39364316266929,2298017.05176525,677153.413489039,8203.98
"SW2-0942",-0.0530421056031253,1.86110813188962,1.94736099941048,21,6.50984655321604,3431446.39052237,527116.324858247,7873.67
"SW2-0945",-0.0701531059070438,1.66223965187071,1.81308442360109,38,12.4324986380946,44246293.7372546,3558922.06588939,19676.7
"SW2-0969",-0.0727255940746724,2.28230743261995,2.39908209232068,27,7.61213123058739,8489805.50379271,1115299.41439772,16006.1
"SW2-0970",-0.0734796991695549,1.80506242540497,1.94393091914538,15,4.60011104678728,917788.370491909,199514.394578125,7923.94
"SW2-0971",-0.0729688515306789,1.79707054143754,1.90919897255848,20,6.30994205994809,564881.463300864,89522.4485318826,3249.2
"SW2-0973",-0.0480533627473491,1.9000993773038,1.95099078670956,24,7.78858914930142,6640295.07489028,852567.127062527,14850.9
"SW2-0974",0.0811908100048949,4.57587801055454,4.42541406881332,16,3.22897767889918,1220417.9410589,377957.998605602,8739.94
"SW2-0975",-0.0957258296717542,2.0606759091353,2.18174491212319,13,3.95764805182723,822437.603730118,207809.687208139,4267.46
"SW2-0976",-0.0251175298752225,2.1492672541618,2.20435850199382,16,5.01000333236761,2163503.46613826,431836.731955992,9408.02
"SW2-0977",-0.035608169615047,1.01094581563115,1.07191669264837,5,2.25705457553528,116954.185535003,51817.1721688502,3345.85
"SW2-1002",0.0257906023316232,2.4149061855632,2.36629156643539,12,3.78896846156327,15550517.9423667,4104156.07839366,22235.1
"SW2-1005",0.0860249945350822,2.28484579053686,2.16443729747168,26,9.7820022876783,72983954.1196594,7461044.47466672,33401.6
"SW2-1067",-0.0665897889995717,0.399585175085022,0.464001517453381,8.3,4.91308648013237,301103.940301291,61286.1063038277,1885.71
"SW2-1068",-0.0861777385035225,1.37552623841476,1.50103627551743,20,6.77934013318497,1656161.31113627,244295.355978576,5676.79
"SW2-1069",-0.0507215014716559,2.55721676764052,2.65899200530296,10,2.60847976601108,2070225.63562114,793652.173421671,15684.7
"SW2-1070",0.0991726577108545,1.93083471701463,1.7895401980029,11,4.52201641621243,484400.699160417,107120.508767667,3167.31
"SW2-1071",-0.0175630693852269,1.22168151899542,1.24947411762208,14,6.11412901510625,2701022.83683735,441767.393223777,6969.49
"SW2-1072",-0.0160457261750714,1.25826111838556,1.28714700721622,11.8,5.00293544214347,2188994.81929613,437542.087962317,6640.11
"SW2-1073",-0.0750121197594789,1.42403339167472,1.57454897371739,10,3.52452592159434,884973.811451951,251090.169611131,4137.77
"SW2-1074",-0.061303047708963,2.05175746186906,2.20657470839041,6,1.8023135487592,710900.813065515,394437.923165442,5067.35
"SW2-1075",-0.0469726904235875,1.8390277470248,1.96888650294119,6,1.93360373071102,433884.310926301,224391.535884529,6424.95
"SW2-1076",-0.0432331851622384,1.55832016939399,1.60923184195533,21.2,7.32514424931779,759941.517879895,103744.23929613,2972.18
"SW2-1078",-0.0200279742652452,1.29005026969159,1.32220896030218,13.5,5.71670468034388,309022.134856317,54055.9906686886,2684.03
"SW2-1115",-0.00512279155214852,2.25453169182564,2.26210135380533,4.5,1.59063409592917,197954.459591742,124450.029141433,4079.29
"SW2-1117",0.00755848616041044,2.47555985874554,2.45665576675757,12.8,3.89260254241504,232062.517780537,59616.2889100312,3165.79
"SW3-0093",0.0882544002519043,1.21396193740269,1.09026689228887,4.5,2.50868717685932,471680.470194033,188018.846887295,3380.65
"SW3-0106",-0.0764964513528095,1.30300404615144,1.44059427534384,7,2.55091533128046,171740.434342839,67325.0233894013,1758.39
"SW3-0111",-0.000738853507346593,1.9338474771872,1.9347467947652,12,4.15082791037932,1423442.4841336,342929.77566577,6012.46
"SW3-0165",0.160376747461625,1.72427435317986,1.57724339639644,53.5,24.9632412881016,368092277.961294,14745371.9536309,53225.5
"SW3-0200",0.069422979875651,2.56547448045152,2.44522566412753,19.5,6.43400721059101,20542694.1716096,3192830.45530231,24824.1
"SW3-0282",-0.113071398275119,1.16739913015065,1.32682498542196,12,4.20176779152611,47961.6354995093,11414.6325735172,748.587
"SW3-0287",-0.0588847331090209,0.853026890223486,0.958939828420267,7,3.25438294261265,185993.443581218,57151.6772491134,2019.99
"SW3-0342",-0.144298075450538,2.14649308876574,2.40613234151077,81,20.0312503811063,213019673.416581,10634367.2693295,42253.1
"SW3-0391",0.0300138982651083,1.55796293652495,1.50849216352193,9.3,3.94565061059963,14415905.1634058,3653619.28516398,22488.4
"SW3-0409",0.145270726699218,3.33274733503267,3.09259914854276,30,8.78374400365319,54354052.9459043,6188027.89827416,44639.5
"SW3-0432",0.0757986812858161,3.22543151910239,3.05917934554862,20,6.04354987217399,79121524.8393388,13091895.7422084,48030
"SW3-0444",-0.0594187162049093,1.51560920022781,1.60031888910075,10,3.6850419265476,9447776.50739313,2563817.91461582,16194.2
"SW3-0570",-0.100225694775611,1.54706941086525,1.65330410908872,21,7.03697981225225,3498083.38218194,497100.101962968,9722.86
"SW3-0604",0.00191524136208165,3.38294244101612,3.37986331121544,12,3.26556201983222,8838679.74028968,2706633.55545267,22689.9
"SW3-0625",NA,NA,NA,NA,NA,NA,NA,NA
"SW3-0642",-0.00792421954178013,0.596206358479057,0.609274429223417,6,3.59959944999717,262867.530008623,73026.8835908476,2197.49
"SW3-0643",0.245287385127885,3.68600830950369,3.14801001941388,4,1.53731380606576,115504.829864204,75134.1914763646,2349.7
"SW3-0692",-0.0283900012911937,0.821839832169497,0.852541358724301,3.2,1.6369891192314,338077.810162759,206524.164510937,4128.52
"SW3-0700",-0.0188691053607112,1.430180496329,1.4616478202363,11.5,4.5215077422087,895497.580141863,198052.868909702,7395.75
"SW3-0720",0.01921164572031,1.2561954818884,1.21869148016518,3.8,1.78394027148302,1899720.04381021,1064901.14841734,11843.7
"SW3-0722",0.0116122247468424,1.87420678350566,1.85040691380962,13.5,5.09036166770127,6147853.71731973,1207743.99122332,16773.4
"SW3-0723",0.0949945134298181,2.73687520574029,2.54626394817824,5,1.69158261792724,904987.815550086,534994.747498057,8087.54
"SW3-0740",-0.115244208942309,1.48742582363346,1.65382842077577,38,12.1799098501451,45735090.1144193,3754961.29914906,22631.9
"SW3-0743",-0.00760777627464251,0.640698172651406,0.66338325338174,3.3,1.88680228385574,343899.593549506,182265.834895396,5575.28
"SW3-0824",0.101766029025175,1.68534044762328,1.55152041195833,2.7,1.26862613203671,433385.599606644,341618.061194172,6604.01
"SW3-0828",0.169569496079355,1.7197245687261,1.45509505414556,3.5,2.04214419976207,1245018.96595676,609662.611534392,9589.58
"SW3-0832",-0.0620417103408386,0.893088630403957,0.961320630232544,19.5,8.96025117627008,103258.823700005,11524.0992321143,775.947
"SW3-0873",0.140567936994893,4.61930129885407,4.18089931557938,12.5,3.04011409409674,19590144.8440357,6443884.74829796,38163.2
"SW3-0875",0.0276801842666151,0.99707618777019,0.936364171141019,4,2.15772076748219,2653585.48839057,1229809.49545524,9333.85
"SW3-0960",-0.0322564077502276,2.04874895401216,2.11347305463349,5,1.56906360457502,54139.3379640222,34504.2341216536,1541.61
"SW3-1080",-0.0559000679679307,1.36149682697482,1.44873426173402,7,2.61138694451604,1717902.25768588,657850.519354671,8559.67
"SW3-1131",-0.0979539303271364,1.42587672715987,1.57061776036622,22.5,7.9886561590308,98722687.8779749,12357859.1834089,53957.9
"SW3-1172",-0.0378522361302458,0.626445333807131,0.666305013927023,6.5,3.49392876808694,2216129.74268809,634280.172775677,9241.85
"SW3-1229",-0.00831873781757218,0.928335001451701,0.944005148170079,13,6.55267971154935,6166488.00652829,941063.546209899,10612.1
"SW3-1236",-0.0319235719631545,1.21106601146673,1.28108521412887,8,3.4768478844385,23091070.3298805,6641380.6693213,28540.8
"SW3-1260",-0.0352697129626844,1.03187926314716,1.09630444889649,3.7,1.66901687635821,483475.182661365,289676.629104138,5861.16
"SW3-1277",0.0139701829096559,1.43427257646787,1.41294061728015,8,3.43610611742235,11001762.1236591,3201810.9300746,16370.3
"SW3-1285",0.0202913449274814,0.725658335505793,0.707855550366575,2.1,1.25793163811584,1215598.9748425,966347.405542044,9436.78
"SW3-1315",-0.0265647537606733,2.15057538708287,2.19065844034052,22.5,6.85371223354383,25147678.3780308,3669205.46429592,23428.3
"SW3-1317",0.00198534313897991,1.24981248439597,1.24733057399477,5.5,2.50831141432287,1331288.63609233,530750.938057553,4898.01
"SW3-1327",-0.0234019938208949,0.985207169544877,1.03653566592788,8,3.79155864132221,6165897.88796053,1626217.20280458,13529.9
"SW3-1340",-0.0372468105249685,2.06413925412118,2.11912735848731,11.1,3.62177899041448,7029562.83740863,1940914.35618057,16975.5
"SW3-1354",-0.00710689407262891,0.702811033994807,0.719651570265457,2.9,1.62683373475146,960985.939739626,590709.375648912,6875.74
"SW3-1378",0.156118294278274,2.93309007597103,2.63518716524328,4.9,1.90400656734615,7954159.06559713,4177590.14176292,17085.8
"SW3-1395",-0.016896734379373,2.263405170037,2.30647702341016,4.6,1.44795093993649,340717.296138531,235309.972693879,3951.84
