"","lakenames","bmodel1","bmodel2"
"340","SW3-6026",0.635735238914342,1.05399157484198
"341","SW3-6028",0.590642926597315,0.735542506859747
"342","SW3-6032",0.562128017889675,1.06526457016711
"343","SW3-6042",0.84702530283386,1.5090063981302
"344","SW3-6055",0.446016040871969,0.833290188673013
"345","SW3-6056",0.741034526239649,1.79600785227684
"346","SW3-6057",0.632724565480574,1.61427127454222
"347","SW3-6059",0.670498670933202,1.3724072950354
"348","SW3-6069",0.420183590709259,1.3705076506974
"349","SW3-6076",0.469442816873815,0.819241342409179
"350","SW3-6080",0.714290994456251,1.42433765822697
"351","SW3-6084",0.519066323975862,1.2895854913023
"352","SW3-6091",0.937373909611669,1.97429891605605
"353","SW3-6093",0.909037302385231,1.92598413389146
"354","SW3-6096",0.904162781391827,2.57647902705656
"355","SW3-6105",0.387475064820574,0.798579235296707
"356","SW3-6110",0.304442110057218,0.470655715951568
"357","SW3-6111",0.661327336386735,0.630316385829436
"358","SW3-6116",0.666232632784362,1.38877862926709
"359","SW3-6118",0.851793558917566,1.80863589187057
"360","SW3-6119",0.968532263520666,3.08325506791059
"361","SW3-6125",1.00278625311452,1.33822082812896
"362","SW3-6126",0.804207568130831,1.53581659337832
"363","SW3-6132",0.791150460732997,1.8560238221478
"364","SW3-6133",0.641581254247969,1.21191237599708
"365","SW3-6138",0.362005067430268,0.816463937668245
"366","SW3-6144",0.664993973001965,0.526109239960943
"367","SW3-6146",0.814799623183654,1.58282919546399
"368","SW3-6148",0.940708212426406,2.32666564974222
"369","SW3-6159",0.699520903059782,1.63744267056531
"370","SW3-6174",0.318933289139906,0.778294781955772
"371","SW3-6176",0.771363904220455,1.81061923358432
"372","SW3-6177",0.772914701722398,1.72398803240392
"373","SW3-6185",1.10070422963348,0.87555966853404
"374","SW3-6193",0.646620096495357,1.23868392322426
"375","SW3-6194",0.864828426218183,1.37546944490471
"376","SW3-6199",0.451443594044065,1.40403182811625
"377","SW3-6208",0.784408598630121,1.48498390753898
"378","SW3-6210",0.871881471337013,1.73988808701124
"379","SW3-6224",0.435466480015874,0.970411544117619
"380","SW3-6227",1.00197749738716,2.26254169884969
"381","SW3-6229",0.917376677953446,2.28895459334103
"382","SW3-6233",0.247676046314635,0.654811192928684
"383","SW3-6255",0.803631132562008,2.25808028695129
"384","SW3-6257",1.14113210063101,2.49957754061309
"385","SW3-6271",0.128279015576415,0.377032045165527
"386","SW3-6272",0.4645985899052,1.39624496908703
"387","SW3-6277",0.890874558345026,2.38153872685556
"388","SW3-6279",0.18662073915883,0.571297466387248
"389","SW3-6281",NA,NA
"390","SW3-6282",0.375325634521051,1.33660772934738
"391","SW3-6283",0.353270664893919,0.371091740346
"392","SW3-6284",0.624845691502094,1.12436645798551
"393","SW3-6285",0.139495599401953,0.952932071198757
"394","SW3-6286",0.302759802138279,1.89634454968161
"395","SW3-6287",0.296604558012172,0.73587848463704
"396","SW3-6290",0.383265973448823,0.498765385568971
"397","SW3-6291",0.289081109308235,0.980516734416369
"398","SW3-6292",0.427503963340764,0.871933310622719
"399","SW3-6293",0.422074852815039,1.30645465377317
"400","SW3-6294",0.282253721910568,1.03677125859307
"401","SW3-6296",0.521735096735192,0.600090925457351
"402","SW3-6298",0.759576722713005,1.03655202180768
"403","SW3-6299",0.689015324395287,1.31100103773931
"404","SW3-6300",0.288347264312781,0.839532741679122
"405","SW3-6301",0.219880483761339,0.53394705438716
"406","SW3-6305",0.253814086753247,0.705820122597484
"407","SW3-6309",0.292430407011322,0.758594982609213
"408","SW3-6311",1.58870034221032,0.737674792364243
"409","SW3-6315",0.176238636293135,1.71408648757842
"410","SW3-6318",0.488306893351236,2.0612598155131
"411","SW3-6319",0.663682817896978,1.01098376621325
"412","SW3-6320",0.349992144478887,0.758763793789854
"413","SW3-6321",0.506769680272539,1.2455994104566
"414","SW3-6322",0.404422828288536,1.14301219120251
"415","SW3-6326",0.500517308032274,1.48479119990396
"416","SW3-6327",0.394614952959195,0.591885792726458
"417","SW3-6328",0.581954623864312,1.50870697682618
"418","SW3-6330",0.637707493837129,1.38354871825591
"419","SW3-6331",0.325999940916151,0.682598798101858
"420","SW3-6332",0.667609767060736,1.59264374384542
"421","SW3-6420",0.49462888856031,1.04913831101162
"422","SW3-6421",0.918554892557745,1.19009539814443
"423","SW3-6424",0.108669730150506,0.441360292859574
"424","SW3-6425",0.479662538980791,0.762115397900743
"425","SW3-6426",0.580117853363999,1.24980542118109
"426","SW3-6427",0.59382275668413,0.449267473983926
"427","SW3-6428",0.57585719029829,0.953730647900266
"428","SW3-6429",0.366473195264926,1.03547479886781
"429","SW3-6430",0.621525991566751,1.30229722448015
"430","SW3-6559",1.44311247870006,1.87752084193433
"431","SW3-6590",0.189977402742791,0.872277574946713
"432","SW3-6591",0.29646316474758,0.414885023172338
"433","SW3-6593",0.425828772885547,0.597320829507898
"434","SW3-6594",0.389669481301757,1.3349305744717
"435","SW3-6596",0.451894043932904,0.419642669375436
