"lakeid","d1","d2","dm","area","fractionalarea","cumsumarea","cumsumfraction","intervals.string","oneminusZdmdivZmaxdm"
"SW3-5756",0,3,1.5,523536.427476542,0.531739314085607,984573.481042733,1,"0-3",0.851485148514851
"SW3-5756",3,6,4.5,419467.273961833,0.42603958164462,461037.053566191,0.468260685914392,"3-6",0.554455445544555
"SW3-5756",6,9,7.5,34009.9318862924,0.0345428071557173,41569.779604358,0.0422211042697724,"6-9",0.257425742574257
"SW3-5756",9,11.2,10.1,7559.84771806556,0.00767829711405506,7559.84771806556,0.00767829711405506,"9-11.2",0
"SW3-5758",0,1,0.5,31394.6173586647,0.267621119483835,117309.939586293,1,"0-1",0.882352941176471
"SW3-5758",1,2,1.5,48370.0388312018,0.412326858250754,85915.3222276278,0.732378880516165,"1-2",0.647058823529412
"SW3-5758",2,3,2.5,24662.6289012234,0.210234776253394,37545.283396426,0.32005202226541,"2-3",0.411764705882353
"SW3-5758",3,4,3.5,9937.677628596,0.0847130061070904,12882.6544952027,0.109817246012016,"3-4",0.176470588235294
"SW3-5758",4,4.5,4.25,2944.97686660666,0.025104239904926,2944.97686660666,0.025104239904926,"4-4.5",0
"SW3-5759",0,1,0.5,210513.24244439,0.44111406193071,477230.858438282,1,"0-1",0.857142857142857
"SW3-5759",1,2,1.5,238443.702900786,0.499640160908879,266717.615993892,0.55888593806929,"1-2",0.571428571428571
"SW3-5759",2,3,2.5,21542.6285312526,0.0451408959633289,28273.913093106,0.0592457771604108,"2-3",0.285714285714286
"SW3-5759",3,4,3.5,6731.2845618534,0.014104881197082,6731.2845618534,0.014104881197082,"3-4",0
"SW3-5761",0,2,1,24290.0023829995,0.582661303981077,41688.0307942817,1,"0-2",0.862068965517241
"SW3-5761",2,3,2.5,8752.08225874668,0.209942328577132,17398.0284112822,0.417338696018923,"2-3",0.655172413793103
"SW3-5761",3,4,3.5,4902.17950726464,0.117592014155225,8645.94615253554,0.207396367441791,"3-4",0.517241379310345
"SW3-5761",4,5,4.5,1885.18938636496,0.0452213585157769,3743.7666452709,0.0898043532865656,"4-5",0.379310344827586
"SW3-5761",5,6,5.5,1057.05547256542,0.0253563301606086,1858.57725890594,0.0445829947707886,"5-6",0.241379310344828
"SW3-5761",6,7,6.5,619.23422458059,0.0148540051612495,801.521786340513,0.0192266646101801,"6-7",0.103448275862069
"SW3-5761",7,7.5,7.25,182.287561759924,0.00437265944893055,182.287561759924,0.00437265944893055,"7-7.5",0
"SW3-5763",0,2,1,136135.859512022,0.302501774913162,450033.258651464,1,"0-2",0.950617283950617
"SW3-5763",2,4,3,46941.8613260337,0.104307538217722,313897.399139442,0.697498225086838,"2-4",0.851851851851852
"SW3-5763",4,6,5,54731.8130174468,0.121617262647325,266955.537813408,0.593190686869116,"4-6",0.753086419753086
"SW3-5763",6,8,7,64049.1700109029,0.142320970238573,212223.724795962,0.47157342422179,"6-8",0.654320987654321
"SW3-5763",8,10,9,40132.9543692608,0.0891777520833019,148174.554785059,0.329252453983218,"8-10",0.555555555555556
"SW3-5763",10,12,11,24067.7265864099,0.0534798842612865,108041.600415798,0.240074701899916,"10-12",0.45679012345679
"SW3-5763",12,14,13,23678.3646405691,0.0526146994369303,83973.873829388,0.186594817638629,"12-14",0.358024691358025
"SW3-5763",14,16,15,25276.2854700271,0.0561653721899758,60295.5091888189,0.133980118201699,"14-16",0.259259259259259
"SW3-5763",16,18,17,15342.1282042019,0.0340910986227439,35019.2237187918,0.0778147460117231,"16-18",0.160493827160494
"SW3-5763",18,20,19,11220.6740279344,0.0249329884230277,19677.0955145899,0.0437236473889792,"18-20",0.0617283950617284
"SW3-5763",20,20.5,20.25,8456.42148665551,0.0187906589659515,8456.42148665551,0.0187906589659515,"20-20.5",0
"SW3-5764",0,2,1,41046.7622409328,0.147151490177027,278942.212488318,1,"0-2",0.929824561403509
"SW3-5764",2,4,3,65130.9092080692,0.233492480851377,237895.450247385,0.852848509822973,"2-4",0.789473684210526
"SW3-5764",4,6,5,73637.5472460295,0.263988539379329,172764.541039316,0.619356028971597,"4-6",0.649122807017544
"SW3-5764",6,8,7,19358.9224795671,0.0694011935550194,99126.9937932865,0.355367489592268,"6-8",0.508771929824561
"SW3-5764",8,10,9,18943.8545596993,0.0679131867160217,79768.0713137194,0.285966296037248,"8-10",0.368421052631579
"SW3-5764",10,12,11,20762.0232580306,0.0744312704514024,60824.21675402,0.218053109321227,"10-12",0.228070175438597
"SW3-5764",12,14,13,26471.3648970266,0.0948990999278577,40062.1934959895,0.143621838869824,"12-14",0.0877192982456141
"SW3-5764",14,14.5,14.25,13590.8285989629,0.0487227389419665,13590.8285989629,0.0487227389419665,"14-14.5",0
"SW3-5765",0,1,0.5,30190.5169488672,0.166098901941416,181762.290996454,1,"0-1",0.923076923076923
"SW3-5765",1,2,1.5,27458.3487320326,0.151067356058844,151571.774047587,0.833901098058584,"1-2",0.769230769230769
"SW3-5765",2,3,2.5,65527.1238263732,0.360510001646334,124113.425315555,0.68283374199974,"2-3",0.615384615384615
"SW3-5765",3,4,3.5,34942.8382547821,0.192244706331654,58586.3014891814,0.322323740353406,"3-4",0.461538461538462
"SW3-5765",4,5,4.5,14689.1779963261,0.0808153215708126,23643.4632343993,0.130079034021752,"4-5",0.307692307692308
"SW3-5765",5,6,5.5,6026.96380337088,0.0331584938236086,8954.28523807325,0.0492637124509391,"5-6",0.153846153846154
"SW3-5765",6,7,6.5,2927.32143470237,0.0161052186273306,2927.32143470237,0.0161052186273306,"6-7",0
"SW3-5766",0,1,0.5,8320.21705157582,0.164095391450569,50703.5388259648,1,"0-1",0.947368421052632
"SW3-5766",1,2,1.5,7951.40028700233,0.156821406771917,42383.321774389,0.835904608549431,"1-2",0.842105263157895
"SW3-5766",2,3,2.5,6041.06615237962,0.119144862316515,34431.9214873866,0.679083201777513,"2-3",0.736842105263158
"SW3-5766",3,4,3.5,4598.68775697696,0.0906975699025967,28390.855335007,0.559938339460999,"3-4",0.631578947368421
"SW3-5766",4,5,4.5,4194.63807872921,0.0827287044623635,23792.16757803,0.469240769558402,"4-5",0.526315789473684
"SW3-5766",5,6,5.5,4214.06610501094,0.0831118735020713,19597.5294993008,0.386512065096039,"5-6",0.421052631578947
"SW3-5766",6,7,6.5,3532.24799516144,0.0696647231524718,15383.4633942899,0.303400191593967,"6-7",0.315789473684211
"SW3-5766",7,8,7.5,4016.88271790644,0.0792229262674153,11851.2153991284,0.233735468441496,"7-8",0.210526315789474
"SW3-5766",8,9,8.5,4722.96983158969,0.0931487217845059,7834.332681222,0.15451254217408,"8-9",0.105263157894737
"SW3-5766",9,10,9.5,3111.36284963232,0.0613638203895745,3111.36284963232,0.0613638203895745,"9-10",0
"SW3-5767",0,2,1,10654.3238000678,0.342388980456893,31117.6013487652,1,"0-2",0.866666666666667
"SW3-5767",2,4,3,9221.34404616134,0.296338523744448,20463.2775486975,0.657611019543107,"2-4",0.6
"SW3-5767",4,5,4.5,5072.83868875831,0.163021520582582,11241.9335025361,0.361272495798659,"4-5",0.4
"SW3-5767",5,6,5.5,3483.18009407445,0.111936008660663,6169.09481377781,0.198250975216077,"5-6",0.266666666666667
"SW3-5767",6,7,6.5,1675.43249499073,0.0538419551112739,2685.91471970337,0.0863149665554137,"6-7",0.133333333333333
"SW3-5767",7,8,7.5,1010.48222471263,0.0324730114441398,1010.48222471263,0.0324730114441398,"7-8",0
"SW3-5770",0,1,0.5,17481.8860914045,0.275856244207651,63373.175189919,1,"0-1",0.777777777777778
"SW3-5770",1,1.5,1.25,9896.20410132358,0.156157618293013,45891.2890985144,0.724143755792349,"1-1.5",0.444444444444444
"SW3-5770",1.5,2,1.75,17753.3936052329,0.280140509798174,35995.0849971908,0.567986137499336,"1.5-2",0.222222222222222
"SW3-5770",2,2.5,2.25,18241.6913919579,0.287845627701162,18241.6913919579,0.287845627701162,"2-2.5",0
"SW3-5771",0,1,0.5,10234.0790257687,0.11406303347802,89723.01291409,1,"0-1",0.96
"SW3-5771",1,2,1.5,22555.6468590758,0.251391991045518,79488.9338883213,0.88593696652198,"1-2",0.88
"SW3-5771",2,3,2.5,21417.0792938441,0.238702185740809,56933.2870292455,0.634544975476462,"2-3",0.8
"SW3-5771",3,4,3.5,15901.7408409417,0.177231462971129,35516.2077354014,0.395842789735653,"3-4",0.72
"SW3-5771",4,5,4.5,6983.35075489436,0.0778323255994639,19614.4668944598,0.218611326764524,"4-5",0.64
"SW3-5771",5,6,5.5,3800.4600832357,0.042357695754986,12631.1161395654,0.14077900116506,"5-6",0.56
"SW3-5771",6,7,6.5,1966.02228177695,0.0219121295409398,8830.65605632969,0.0984213054100743,"6-7",0.48
"SW3-5771",7,8,7.5,1446.96141534252,0.0161269820121622,6864.63377455274,0.0765091758691345,"7-8",0.4
"SW3-5771",8,9,8.5,1162.92869818552,0.0129613201832514,5417.67235921021,0.0603821938569724,"8-9",0.32
"SW3-5771",9,10,9.5,1091.65505612431,0.0121669460338962,4254.74366102469,0.047420873673721,"9-10",0.24
"SW3-5771",10,11,10.5,946.609103659487,0.0105503490455216,3163.08860490039,0.0352539276398247,"10-11",0.16
"SW3-5771",11,12,11.5,1055.79958345871,0.0117673219965277,2216.4795012409,0.0247035785943032,"11-12",0.08
"SW3-5771",12,13,12.5,1160.67991778218,0.0129362565977754,1160.67991778218,0.0129362565977754,"12-13",0
"SW3-5772",0,1,0.5,36478.5593196936,0.3175065892109,114890.715844209,1,"0-1",0.6875
"SW3-5772",1,1.5,1.25,71653.8899440616,0.623669975572471,78412.1565245155,0.6824934107891,"1-1.5",0.21875
"SW3-5772",1.5,1.7,1.6,6758.2665804539,0.0588234352166285,6758.2665804539,0.0588234352166285,"1.5-1.7",0
"SW3-5773",0,1,0.5,17271.0769200614,0.191137585337035,90359.3968167335,1,"0-1",0.941176470588235
"SW3-5773",1,2,1.5,26967.9421527345,0.298451993957317,73088.3198966721,0.808862414662965,"1-2",0.823529411764706
"SW3-5773",2,3,2.5,17655.1070821552,0.195387615501276,46120.3777439375,0.510410420705648,"2-3",0.705882352941176
"SW3-5773",3,4,3.5,10103.2899912399,0.111812277938634,28465.2706617824,0.315022805204372,"3-4",0.588235294117647
"SW3-5773",4,5,4.5,5306.06777906663,0.0587218149522221,18361.9806705425,0.203210527265738,"4-5",0.470588235294118
"SW3-5773",5,6,5.5,3359.89246552456,0.0371836530996226,13055.9128914759,0.144488712313516,"5-6",0.352941176470588
"SW3-5773",6,7,6.5,2633.30938326641,0.0291426179903268,9696.0204259513,0.107305059213894,"6-7",0.235294117647059
"SW3-5773",7,8,7.5,4073.98154566403,0.0450864181168325,7062.71104268488,0.0781624412235669,"7-8",0.117647058823529
"SW3-5773",8,9,8.5,2988.72949702086,0.0330760231067344,2988.72949702086,0.0330760231067344,"8-9",0
"SW3-5774",0,1,0.5,12917.9605016544,0.192978520058922,66939.8879093393,1,"0-1",0.956521739130435
"SW3-5774",1,2,1.5,15010.6713787976,0.224241059368481,54021.9274076849,0.807021479941079,"1-2",0.869565217391304
"SW3-5774",2,3,2.5,7858.94128878503,0.117402964573661,39011.2560288873,0.582780420572597,"2-3",0.782608695652174
"SW3-5774",3,4,3.5,5757.14139959995,0.0860046465479176,31152.3147401022,0.465377455998936,"3-4",0.695652173913043
"SW3-5774",4,5,4.5,4673.46052325263,0.0698157805340544,25395.1733405023,0.379372809451018,"4-5",0.608695652173913
"SW3-5774",5,6,5.5,3700.00670504296,0.0552735718657627,20721.7128172497,0.309557028916964,"5-6",0.521739130434783
"SW3-5774",6,7,6.5,3617.51658451982,0.0540412704218931,17021.7061122067,0.254283457051201,"6-7",0.434782608695652
"SW3-5774",7,8,7.5,3188.1984673953,0.0476277831793395,13404.1895276869,0.200242186629308,"7-8",0.347826086956522
"SW3-5774",8,9,8.5,2833.40592820515,0.0423276168619016,10215.9910602916,0.152614403449969,"8-9",0.260869565217391
"SW3-5774",9,10,9.5,2913.52239904619,0.0435244588845466,7382.58513208643,0.110286786588067,"9-10",0.173913043478261
"SW3-5774",10,11,10.5,3259.31942467675,0.0486902432386957,4469.06273304023,0.0667623277035204,"10-11",0.0869565217391305
"SW3-5774",11,12,11.5,1209.74330836348,0.0180720844648248,1209.74330836348,0.0180720844648248,"11-12",0
"SW3-5775",0,2,1,70090.1131738134,0.282933480126092,247726.473171634,1,"0-2",0.938461538461538
"SW3-5775",2,4,3,54576.9998978926,0.22031153634549,177636.359997821,0.717066519873908,"2-4",0.815384615384615
"SW3-5775",4,6,5,35793.7082256497,0.144488829826639,123059.360099928,0.496754983528418,"4-6",0.692307692307692
"SW3-5775",6,8,7,22223.9635719101,0.0897117021341214,87265.6518742787,0.352266153701779,"6-8",0.569230769230769
"SW3-5775",8,10,9,17996.3369281851,0.0726459982164141,65041.6883023686,0.262554451567658,"8-10",0.446153846153846
"SW3-5775",10,12,11,15919.0051166393,0.0642604115451563,47045.3513741835,0.189908453351244,"10-12",0.323076923076923
"SW3-5775",12,14,13,17354.6392270676,0.0700556505119406,31126.3462575441,0.125648041806088,"12-14",0.2
"SW3-5775",14,16,15,8243.16495612204,0.0332752686888287,13771.7070304765,0.055592391294147,"14-16",0.0769230769230769
"SW3-5775",16,16.5,16.25,5528.54207435446,0.0223171226053183,5528.54207435446,0.0223171226053183,"16-16.5",0
"SW3-5776",0,2,1,62310.7834398131,0.274516251791703,226983.950979679,1,"0-2",0.923076923076923
"SW3-5776",2,4,3,48753.9995440885,0.214790514191257,164673.167539866,0.725483748208298,"2-4",0.769230769230769
"SW3-5776",4,6,5,42333.1595207011,0.186502875370651,115919.167995778,0.51069323401704,"4-6",0.615384615384615
"SW3-5776",6,8,7,30014.159744808,0.132230316792287,73586.0084750765,0.324190358646389,"6-8",0.461538461538462
"SW3-5776",8,10,9,29012.6433258925,0.127818038238703,43571.8487302685,0.191960041854101,"8-10",0.307692307692308
"SW3-5776",10,12,11,10733.2048652624,0.0472861839744047,14559.205404376,0.0641420036153982,"10-12",0.153846153846154
"SW3-5776",12,14,13,3826.0005391136,0.0168558196409936,3826.0005391136,0.0168558196409936,"12-14",0
"SW3-5778",0,2,1,175834.749433928,0.317609024009523,553620.130858297,1,"0-2",0.887640449438202
"SW3-5778",2,6,4,280739.150182096,0.507097077100243,377785.381424369,0.682390975990477,"2-6",0.550561797752809
"SW3-5778",6,8,7,63213.2584822044,0.114181647232016,97046.2312422725,0.175293898890234,"6-8",0.213483146067416
"SW3-5778",8,9.8,8.9,33832.9727600682,0.0611122516582186,33832.9727600682,0.0611122516582186,"8-9.8",0
"SW3-5786",0,3,1.5,408096.928169212,0.430985332902691,923045.23125578,0.974814875626957,"0-3",0.930232558139535
"SW3-5786",3,5,4,230878.624596236,0.243827615483706,514948.303086568,0.543829542724266,"3-5",0.813953488372093
"SW3-5786",5,10,7.5,187844.855130163,0.198380266633036,284069.678490331,0.30000192724056,"5-10",0.651162790697674
"SW3-5786",10,15,12.5,72384.0132048509,0.0764437217596263,96224.8233601682,0.101621660607524,"10-15",0.418604651162791
"SW3-5786",15,20,17.5,12360.4867666995,0.0130537334056493,23840.8101553172,0.0251779388478975,"15-20",0.186046511627907
"SW3-5786",20,23,21.5,11480.3233886177,0.0121242054422483,11480.3233886177,0.0121242054422483,"20-23",0
"SW3-5788",0,1,0.5,18372.6316286921,0.198041981362278,92771.3987827815,1,"0-1",0.933333333333333
"SW3-5788",1,2,1.5,13751.7457255452,0.148232600844405,74398.7671540894,0.801958018637722,"1-2",0.8
"SW3-5788",2,3,2.5,11334.7796849127,0.122179678582322,60647.0214285442,0.653725417793316,"2-3",0.666666666666667
"SW3-5788",3,4,3.5,10059.846921964,0.108436943432518,49312.2417436315,0.531545739210994,"3-4",0.533333333333333
"SW3-5788",4,5,4.5,9296.86683206356,0.100212640469414,39252.3948216675,0.423108795778476,"4-5",0.4
"SW3-5788",5,6,5.5,14572.4117161957,0.157078710759941,29955.527989604,0.322896155309062,"5-6",0.266666666666667
"SW3-5788",6,7,6.5,10939.5770680055,0.117919716761195,15383.1162734083,0.165817444549121,"6-7",0.133333333333333
"SW3-5788",7,8,7.5,4443.53920540277,0.0478977277879257,4443.53920540277,0.0478977277879257,"7-8",0
"SW3-5789",0,1,0.5,48249.7495825976,0.27783258683909,173664.832234176,1,"0-1",0.941176470588235
"SW3-5789",1,2,1.5,24979.8329003046,0.143839328774527,125415.082651578,0.72216741316091,"1-2",0.823529411764706
"SW3-5789",2,3,2.5,13407.6563474537,0.0772042109790795,100435.249751273,0.578328084386384,"2-3",0.705882352941176
"SW3-5789",3,4,3.5,11561.9628348134,0.0665763049782169,87027.5934038197,0.501123873407304,"3-4",0.588235294117647
"SW3-5789",4,5,4.5,29934.1525227184,0.172367382259375,75465.6305690064,0.434547568429087,"4-5",0.470588235294118
"SW3-5789",5,6,5.5,29931.8720907087,0.172354251034242,45531.478046288,0.262180186169712,"5-6",0.352941176470588
"SW3-5789",6,7,6.5,5833.26742346858,0.0335892267215207,15599.6059555793,0.0898259351354698,"6-7",0.235294117647059
"SW3-5789",7,8,7.5,4060.69241639292,0.0233823530311384,9766.33853211072,0.0562367084139491,"7-8",0.117647058823529
"SW3-5789",8,9,8.5,5705.6461157178,0.0328543553828107,5705.6461157178,0.0328543553828107,"8-9",0
"SW3-5792",0,1,0.5,60663.7863957005,0.312664488262096,194021.990578118,1,"0-1",0.909090909090909
"SW3-5792",1,2,1.5,70398.849132558,0.362839536501991,133358.204182418,0.687335511737905,"1-2",0.727272727272727
"SW3-5792",2,3,2.5,40968.9977899514,0.211156465655661,62959.3550498598,0.324495975235914,"2-3",0.545454545454545
"SW3-5792",3,4,3.5,19286.9582424884,0.0994060425059032,21990.3572599084,0.113339509580253,"3-4",0.363636363636364
"SW3-5792",4,5,4.5,2207.35994269822,0.0113768544283102,2703.39901741999,0.0139334670743497,"4-5",0.181818181818182
"SW3-5792",5,6,5.5,496.039074721776,0.00255661264603951,496.039074721776,0.00255661264603951,"5-6",0
"SW3-5793",0,1,0.5,186816.358153095,0.355886807356784,524931.956710066,1,"0-1",0.846153846153846
"SW3-5793",1,2,1.5,292713.052396749,0.557620942400392,338115.598556971,0.644113192643216,"1-2",0.538461538461538
"SW3-5793",2,3,2.5,41850.5153286901,0.0797256002301367,45402.5461602221,0.0864922502428237,"2-3",0.230769230769231
"SW3-5793",3,3.5,3.25,3552.03083153199,0.00676665001268702,3552.03083153199,0.00676665001268702,"3-3.5",0
"SW3-5794",0,1,0.5,34671.6007540957,0.330300041242304,104970.016424131,1,"0-1",0.92
"SW3-5794",1,2,1.5,24833.2891698512,0.236575071775853,70298.415670035,0.669699958757696,"1-2",0.76
"SW3-5794",2,3,2.5,11560.0422228341,0.110127087873606,45465.1265001838,0.433124886981843,"2-3",0.6
"SW3-5794",3,4,3.5,10276.1070933904,0.0978956414741317,33905.0842773497,0.322997799108237,"3-4",0.44
"SW3-5794",4,5,4.5,11974.8520180159,0.11407878578995,23628.9771839593,0.225102157634105,"4-5",0.28
"SW3-5794",5,6,5.5,5379.56713966453,0.0512486072015882,11654.1251659433,0.111023371844155,"5-6",0.12
"SW3-5794",6,6.5,6.25,6274.55802627881,0.0597747646425671,6274.55802627881,0.0597747646425671,"6-6.5",0
"SW3-5795",0,1,0.5,53110.5555880765,0.38645149820051,137431.361594878,1,"0-1",0.941176470588235
"SW3-5795",1,2,1.5,25019.2253165464,0.182048878990943,84320.8060068012,0.61354850179949,"1-2",0.823529411764706
"SW3-5795",2,3,2.5,11631.5630808964,0.0846354350703743,59301.5806902548,0.431499622808547,"2-3",0.705882352941176
"SW3-5795",3,4,3.5,9978.10354989463,0.0726042690263685,47670.0176093584,0.346864187738173,"3-4",0.588235294117647
"SW3-5795",4,5,4.5,12094.2168135089,0.088001869974631,37691.9140594637,0.274259918711804,"4-5",0.470588235294118
"SW3-5795",5,6,5.5,9597.5043090295,0.0698348921065133,25597.6972459548,0.186258048737173,"5-6",0.352941176470588
"SW3-5795",6,7,6.5,6135.81581628993,0.0446464019935797,16000.1929369253,0.11642315663066,"6-7",0.235294117647059
"SW3-5795",7,8,7.5,4603.11145339789,0.0334938939699005,9864.37712063541,0.0717767546370804,"7-8",0.117647058823529
"SW3-5795",8,9,8.5,5261.26566723752,0.0382828606671799,5261.26566723752,0.0382828606671799,"8-9",0
"SW3-5797",0,1,0.5,23019.4118148797,0.394478225082454,58354.0747022682,1,"0-1",0.882352941176471
"SW3-5797",1,2,1.5,19195.0084408892,0.328940327454855,35334.6628873886,0.605521774917547,"1-2",0.647058823529412
"SW3-5797",2,3,2.5,8418.79052452595,0.144270825430443,16139.6544464994,0.276581447462691,"2-3",0.411764705882353
"SW3-5797",3,4,3.5,4604.63257824311,0.0789085012783885,7720.86392197341,0.132310622032249,"3-4",0.176470588235294
"SW3-5797",4,4.5,4.25,3116.2313437303,0.05340212075386,3116.2313437303,0.05340212075386,"4-4.5",0
"SW3-5798",0,2,1,27085.2098056471,0.208906291018952,129652.437337035,1,"0-2",0.938461538461538
"SW3-5798",2,4,3,17749.0256533327,0.136896968679375,102567.227531388,0.791093708981048,"2-4",0.815384615384615
"SW3-5798",4,6,5,14205.6601059219,0.109567242989762,84818.2018780553,0.654196740301673,"4-6",0.692307692307692
"SW3-5798",6,8,7,16699.1798414917,0.128799582826829,70612.5417721334,0.54462949731191,"6-8",0.569230769230769
"SW3-5798",8,10,9,15261.188680645,0.11770845958702,53913.3619306417,0.415829914485081,"8-10",0.446153846153846
"SW3-5798",10,12,11,11852.9745968204,0.0914211474945763,38652.1732499967,0.298121454898062,"10-12",0.323076923076923
"SW3-5798",12,14,13,11048.3202850918,0.0852149061908598,26799.1986531763,0.206700307403485,"12-14",0.2
"SW3-5798",14,16,15,8860.73764635586,0.0683422373566501,15750.8783680845,0.121485401212626,"14-16",0.0769230769230769
"SW3-5798",16,16.5,16.25,6890.14072172864,0.0531431638559754,6890.14072172864,0.0531431638559754,"16-16.5",0
"SW3-5799",0,1,0.5,61675.1836046583,0.420088322925571,146814.801171194,1,"0-1",0.857142857142857
"SW3-5799",1,2,1.5,58745.8628157939,0.400135833357107,85139.6175665362,0.579911677074429,"1-2",0.571428571428571
"SW3-5799",2,3,2.5,15055.2854358432,0.102546101045275,26393.7547507423,0.179775843717321,"2-3",0.285714285714286
"SW3-5799",3,4,3.5,11338.4693148991,0.0772297426720469,11338.4693148991,0.0772297426720469,"3-4",0
"SW3-5800",0,1,0.5,111890.816577357,0.403595881389425,277234.782952097,1,"0-1",0.909090909090909
"SW3-5800",1,2,1.5,73538.8055593473,0.265258221844602,165343.96637474,0.596404118610575,"1-2",0.727272727272727
"SW3-5800",2,3,2.5,27230.3819067056,0.0982213761806747,91805.1608153922,0.331145896765974,"2-3",0.545454545454545
"SW3-5800",3,4,3.5,39016.5992274076,0.140734863107524,64574.7789086866,0.232924520585299,"3-4",0.363636363636364
"SW3-5800",4,5,4.5,20935.688575771,0.0755160963312042,25558.1796812789,0.0921896574777744,"4-5",0.181818181818182
"SW3-5800",5,6,5.5,4622.49110550792,0.0166735611465702,4622.49110550792,0.0166735611465702,"5-6",0
"SW3-5801",0,1,0.5,5294.92577066513,0.147923076679084,35795.1300739394,1,"0-1",0.882352941176471
"SW3-5801",1,2,1.5,8888.45119512385,0.248314538228067,30500.2043032743,0.852076923320916,"1-2",0.647058823529412
"SW3-5801",2,3,2.5,8953.54579665252,0.250133070564566,21611.7531081504,0.603762385092849,"2-3",0.411764705882353
"SW3-5801",3,4,3.5,8444.37510113927,0.235908490448179,12658.2073114979,0.353629314528283,"3-4",0.176470588235294
"SW3-5801",4,4.5,4.25,4213.83221035864,0.117720824080103,4213.83221035864,0.117720824080103,"4-4.5",0
"SW3-5802",0,2,1,31608.6366927787,0.544902426879767,58007.8838587246,1,"0-2",0.80952380952381
"SW3-5802",2,3,2.5,11432.1571462721,0.19707936897189,26399.2471659459,0.455097573120233,"2-3",0.523809523809524
"SW3-5802",3,4,3.5,6414.57885149445,0.11058115595316,14967.0900196738,0.258018204148343,"3-4",0.333333333333333
"SW3-5802",4,5,4.5,5210.69728792512,0.0898273983001262,8552.51116817932,0.147437048195182,"4-5",0.142857142857143
"SW3-5802",5,5.5,5.25,3341.8138802542,0.0576096498950561,3341.8138802542,0.0576096498950561,"5-5.5",0
"SW3-5828",0,1,0.5,79840.9683315928,0.353565362699942,225816.713837297,1,"0-1",0.857142857142857
"SW3-5828",1,2,1.5,84302.3955479487,0.373322213911453,145975.745505704,0.646434637300058,"1-2",0.571428571428571
"SW3-5828",2,3,2.5,48505.8714471951,0.214801954305934,61673.3499577551,0.273112423388604,"2-3",0.285714285714286
"SW3-5828",3,4,3.5,13167.47851056,0.0583104690826706,13167.47851056,0.0583104690826706,"3-4",0
"SW3-5832",0,1,0.5,42356.2269974454,0.223823578455142,189239.343280066,1,"0-1",0.947368421052632
"SW3-5832",1,2,1.5,28394.9489479489,0.150047809592774,146883.116282621,0.776176421544858,"1-2",0.842105263157895
"SW3-5832",2,3,2.5,17935.5880595317,0.0947772685566121,118488.167334672,0.626128611952084,"2-3",0.736842105263158
"SW3-5832",3,4,3.5,11720.9032966472,0.0619369265052923,100552.57927514,0.531351343395472,"3-4",0.631578947368421
"SW3-5832",4,5,4.5,14517.3485410265,0.0767142196194449,88831.6759784927,0.46941441689018,"4-5",0.526315789473684
"SW3-5832",5,6,5.5,14324.7648738529,0.0756965471638364,74314.3274374662,0.392700197270735,"5-6",0.421052631578947
"SW3-5832",6,7,6.5,12662.8391307044,0.0669144106675743,59989.5625636133,0.317003650106899,"6-7",0.315789473684211
"SW3-5832",7,8,7.5,14362.9635991958,0.0758984012005328,47326.7234329089,0.250089239439324,"7-8",0.210526315789474
"SW3-5832",8,9,8.5,14089.2647965134,0.0744520909463415,32963.7598337131,0.174190838238792,"8-9",0.105263157894737
"SW3-5832",9,10,9.5,18874.4950371997,0.09973874729245,18874.4950371997,0.09973874729245,"9-10",0
"SW3-5837",0,2,1,46355.5072409699,0.303615366685106,152678.396179623,1,"0-2",0.931506849315068
"SW3-5837",2,4,3,28378.7538159181,0.185872752963236,106322.888938653,0.696384633314894,"2-4",0.794520547945205
"SW3-5837",4,6,5,17049.593192778,0.11166997832961,77944.1351227345,0.510511880351658,"4-6",0.657534246575342
"SW3-5837",6,8,7,22311.1876917792,0.146131923376577,60894.5419299565,0.398841902022048,"6-8",0.520547945205479
"SW3-5837",8,10,9,16207.2128920097,0.106152627336629,38583.3542381773,0.252709978645472,"8-10",0.383561643835616
"SW3-5837",10,12,11,17705.1515036955,0.115963698510861,22376.1413461676,0.146557351308843,"10-12",0.246575342465753
"SW3-5837",12,14,13,3311.00785955737,0.0216861582411571,4670.98984247213,0.0305936527979821,"12-14",0.10958904109589
"SW3-5837",14,15.2,14.6,1359.98198291476,0.00890749455682501,1359.98198291476,0.00890749455682501,"14-15.2",0
"SW3-5846",0,2,1,136994.848520986,0.151436721082308,904634.275900148,1,"0-2",0.80952380952381
"SW3-5846",2,3,2.5,149757.958079831,0.165545306063951,767639.427379161,0.848563278917692,"2-3",0.523809523809524
"SW3-5846",3,4,3.5,216952.361099342,0.239823282047837,617881.469299331,0.683017972853741,"3-4",0.333333333333333
"SW3-5846",4,5,4.5,311966.981539589,0.344854257516574,400929.108199989,0.443194690805904,"4-5",0.142857142857143
"SW3-5846",5,5.5,5.25,88962.1266603995,0.0983404332893296,88962.1266603995,0.0983404332893296,"5-5.5",0
"SW3-5848",0,1,0.5,38582.2938680053,0.258619708168786,149185.435793721,1,"0-1",0.904761904761905
"SW3-5848",1,2,1.5,32626.7233480539,0.218699118814566,110603.141925716,0.741380291831215,"1-2",0.714285714285714
"SW3-5848",2,3,2.5,37505.4022385873,0.251401231219688,77976.4185776621,0.522681173016649,"2-3",0.523809523809524
