"","year","month","yearmonth","X23386","X10127","X10926","X14367","X40322","X31047","X11292","X806","X50879","X14534","X11078","X40844","X69","X2456","X64193","X23328","X34660","X1651","X2474","X1373","X22548","X2430","X11373","X64278","X1935","X13194","X36727","X36780","X1545","X28197","X716","X15100","X31186","X11095","X22101","X26267","X48048","X21049","X1094","X14277","X5269","X21797","X64217","X45724","X5961","X2437","X1174","X1431","X36436","X5742","X9534","X7272","X13592","X64713","X64799","X331","X11592","X63664","X15177","X21438","X10305","X11147","X21186","X3555","X26511","X1001","X64684","X5828","X9219","X282","X281","X368","X3838","X5844","X3238","X35326","X5114","X3259"
"1957-01","1957","01","1957-01",51.1647311827957,77.23,86.5541935483871,39.0976612903226,50.4360117302053,99.3617741935484,99.8990322580645,20.5838624787776,32.1309507640068,23.9952073732719,91.76375,88.0838709677419,22.500376344086,6.43717741935484,8.0641935483871,41.2074193548387,19.4225477287689,35.1693548387097,9.47691935483871,72.4984139784946,124.767419354839,12.801541218638,90.8038709677419,8.97709677419355,131.836215053763,23.4972580645161,86.8458064516129,85.2056451612903,93.5101433691756,146.887849462366,21.6617741935484,23.7637634408602,122.532338709677,91.638853046595,134.603225806452,163.399032258065,70.2660215053763,92.939247311828,23.1410483870968,24.0472043010753,26.3832258064516,105.902406947891,9.84161290322581,24.1611827956989,25.9893548387097,13.6860483870968,52.8670430107527,106.311290322581,112.529870967742,31.3524193548387,69.9991935483871,24.274435483871,28.4849798387097,13.2906451612903,11.3354032258065,63.7811827956989,84.38229390681,10.4446774193548,24.0602052785924,95.7412903225806,63.3906451612903,84.8410967741935,109.11564516129,65.6703225806452,76.027465437788,23.9267204301075,9.2470564516129,68.0445161290323,61.6648745519713,22.742,40.5636712749616,46.3764426523298,34.8920967741935,69.4932258064516,51.5112903225806,19.0687096774194,40.8783870967742,52.4370161290323
"1957-02","1957","02","1957-02",38.320873015873,74.0214285714286,82.7221428571429,33.2647321428571,35.2898376623377,86.2896428571429,88.6064285714286,15.3208928571429,29.8811654135338,17.8514795918367,85.5453125,72.6898809523809,16.7144642857143,4.781875,5.99047619047619,31.6585714285714,14.3630976676385,24.2259253246753,7.03996428571429,53.5311904761905,82.2606015037594,9.50976190476191,83.6851190476191,6.66928571428571,92.98,17.4548214285714,67.2958928571429,71.4742410714286,84.3690476190476,108.236904761905,16.1028214285714,17.6689880952381,85.6016071428571,82.5649603174603,103.023035714286,101.081071428571,63.4265476190476,71.8145238095238,17.1911160714286,17.8675,19.5985714285714,92.1127747252747,7.31142857142857,17.9484523809524,21.555,10.1673214285714,43.7449404761905,87.9873571428571,73.9521428571429,23.3598214285714,68.1401785714286,18.0333035714286,22.1855803571429,9.87428571428571,8.42080357142857,59.0672222222222,83.4007936507936,7.75839285714286,17.9068506493506,89.6233928571429,50.5989285714286,82.6367142857143,92.7441071428571,60.5745,47.7882142857143,19.3970833333333,6.86915178571429,64.2344642857143,49.7973412698413,16.8946428571429,31.6430272108844,40.0479265873016,26.0002321428571,66.4094642857143,45.1894642857143,14.1838571428571,31.2019642857143,46.6602678571429
"1957-03","1957","03","1957-03",28.4262604540024,58.3096774193548,61.1853225806452,24.7477419354839,26.1496187683284,77.905,68.7525806451613,11.3991765704584,25.848013582343,13.2820737327189,64.4385080645161,61.3037634408602,12.4356182795699,3.55806451612903,4.45655913978495,23.5567741935484,10.687103357472,18.0249413489736,5.23732258064516,39.4241397849462,56.5887606112054,7.07444444444444,68.9205376344086,4.96112903225806,79.3473548387097,12.9854838709677,59.9383870967742,68.6936693548387,79.6549820788531,96.8551612903226,11.9796774193548,13.1450537634409,86.7216935483871,61.6072401433692,99.7791935483871,79.8061290322581,75.0793010752688,51.0515053763441,12.7898387096774,13.2916129032258,14.5816129032258,69.6790074441687,5.43903225806452,13.3531182795699,16.0362365591398,7.56375,32.1451612903226,59.4790967741936,64.3268387096774,17.3788709677419,62.9785483870968,13.4163709677419,16.5057862903226,7.3458064516129,6.26451612903226,48.7251971326165,73.9904121863799,5.77241935483871,13.3229130009775,82.6109677419355,37.0964516129032,63.7145806451613,79.253064516129,48.5005806451613,40.0622119815668,18.9416666666667,5.11,51.2804838709677,38.9851612903226,12.5688387096774,23.6242703533026,31.0992025089606,19.3435322580645,53.2797311827957,36.16,10.552064516129,24.5587096774194,37.7483064516129
"1957-04","1957","04","1957-04",36.9318271604938,90.061,90.328,30.591,36.8738484848485,98.9283333333333,82.617,9.0079298245614,45.3760350877193,9.77395238095238,86.6862916666667,81.9042222222222,9.15166666666667,7.53066666666667,12.3461111111111,30.1193333333333,7.87060544217687,14.3344696969697,10.49345,51.3515833333333,75.8080526315789,8.76211111111111,87.7017777777778,11.2408333333333,91.5558222222222,9.55466666666667,85.3325,86.4587083333333,71.1436666666667,109.759,14.89,10.6173888888889,93.7649166666667,94.6463703703704,102.920833333333,96.6766666666667,80.9085,69.257,9.41208333333333,9.87911111111111,20.4227777777778,84.8816153846154,10.8406666666667,19.2226666666667,31.1395555555556,8.40233333333333,28.4968888888889,90.1300666666667,80.3136666666667,43.946,75.4836666666667,17.1483333333333,12.1450625,13.5356666666667,10.62525,58.4339259259259,74.3297592592593,8.34366666666667,10.0541818181818,75.1103333333333,47.2176666666667,85.5409333333333,81.645,61.0248,55.8688571428571,51.6356666666667,11.4597083333333,56.9055,67.8797037037037,13.5318,42.6426825396825,51.7258703703704,25.3654166666667,62.253,62.8428333333333,7.968,59.5925,61.6626666666667
"1957-05","1957","05","1957-05",83.0098207885305,84.5545161290323,79.4725806451613,98.1627419354839,80.3412903225806,114.373548387097,68.3677419354839,21.2751018675722,64.3591850594228,33.5670967741936,69.6081451612903,76.8955913978495,38.9220967741935,32.6801612903226,42.9869892473118,81.2041935483871,11.4591178406847,45.9361290322581,44.1455967741935,107.511424731183,102.872495755518,40.1510752688172,69.0772043010753,45.1614516129032,95.9261290322581,40.683064516129,85.4035483870968,74.075,71.7382437275986,102.219784946237,57.7558709677419,75.3137634408602,91.1529032258065,89.0679569892473,96.8095161290323,123.074838709677,71.024247311828,114.724193548387,29.5409274193548,59.4789247311828,87.878064516129,69.3423325062035,45.5970967741935,56.4416129032258,80.303440860215,39.4061290322581,90.4319892473118,83.9992258064516,91.7276129032258,95.605,52.7546774193548,81.4520967741935,19.8702419354839,50.9993548387097,46.2643548387097,58.2640143369176,60.1280107526882,40.7011290322581,55.8185728250244,68.5929032258065,107.906774193548,64.5241612903226,76.6787096774193,59.0555483870968,97.5689400921659,76.4946774193548,44.7757661290323,56.9040322580645,109.315663082437,64.5334193548387,63.5503840245776,52.7765501792115,70.810564516129,57.7129569892473,55.3506451612903,36.8896774193548,75.8922580645161,52.9358064516129
"1957-06","1957","06","1957-06",169.831086419753,60.4083333333333,63.7651666666667,79.4839166666667,89.5918484848485,142.869166666667,63.8126666666667,90.986201754386,94.0440526315789,146.850047619048,60.482,79.3361111111111,114.826694444444,31.8813333333333,35.7576666666667,158.034333333333,50.7158843537415,124.153060606061,44.2513833333333,115.236388888889,142.002403508772,75.2651481481481,62.1195555555556,42.4978333333333,97.2869111111111,103.727,84.0328333333333,75.874,79.2363703703704,94.9551111111111,88.4498,121.451222222222,90.3855,73.383962962963,96.0384166666667,160.811666666667,81.3106666666667,135.604222222222,113.195125,119.158777777778,66.7331111111111,67.0724615384615,46.586,113.113444444444,55.5494444444444,62.1050833333333,145.259666666667,73.5558,93.8902666666667,60.7106666666667,44.4193333333333,63.4588333333333,118.455208333333,53.725,53.2935,52.2505555555556,55.0300925925926,55.265,135.574313131313,72.1103333333333,125.608333333333,58.8616333333333,81.006,53.0816,169.717523809524,90.0965,42.435,51.5928333333333,85.7,53.8414,54.5193333333333,51.3425185185185,56.1742,51.4596666666667,50.9108333333333,53.1878666666667,53.8796666666667,49.9661666666667
"1957-07","1957","07","1957-07",176.824695340502,57.8675806451613,62.4191935483871,67.1584677419355,67.8945161290323,129.501774193548,71.7787096774194,128.401112054329,75.0601528013582,165.862165898618,63.3700403225806,65.9509677419355,110.244623655914,35.1332258064516,37.5177419354839,166.467096774194,125.241645819618,138.174985337243,41.4329193548387,86.5929032258065,135.843735144312,61.3945519713262,67.3678494623656,40.2348387096774,90.9508387096774,86.7387096774194,71.5667741935484,72.0035483870968,77.7536559139785,88.1756989247312,70.1341290322581,75.4744086021505,87.4258870967742,77.4968817204301,94.0288709677419,155.883548387097,67.9162365591398,112.659032258065,112.162983870968,87.7478494623656,57.9991397849462,73.9794540942928,42.4293548387097,90.3672043010753,52.8649462365591,51.1577419354839,118.292795698925,79.2328387096774,81.2444516129032,48.2017741935484,40.5812903225806,49.4475806451613,169.870181451613,47.4225806451613,45.8004032258064,45.3265949820789,55.5326164874552,46.0051612903226,113.808866080156,77.8812903225806,95.3627419354839,57.8597741935484,86.66,46.4383870967742,170.812534562212,54.0625806451613,40.7082258064516,44.6235483870968,71.8023297491039,54.3055483870968,55.0712135176651,47.4422580645161,57.8245161290323,44.1940322580645,45.6867741935484,47.7178064516129,47.3566129032258,43.5842741935484
"1957-08","1957","08","1957-08",149.337837514934,68.9814516129032,81.9122580645161,73.4725,52.7553372434018,91.723064516129,86.8896774193548,88.4399660441426,71.8941935483871,132.551198156682,85.2047983870968,54.474623655914,84.1810752688172,29.4503225806452,31.4979569892473,126.650322580645,104.752982225148,105.949780058651,34.5514032258065,84.8242741935484,112.208794567063,43.584982078853,86.7520430107527,33.9591935483871,72.1071397849462,71.3695161290323,60.2340322580645,60.0997580645161,80.8287813620072,81.670752688172,51.1752258064516,67.5830107526882,72.4914516129032,95.5770250896057,90.6391129032258,115.243225806452,52.3038172043011,106.550215053763,82.6211693548387,76.7045161290323,69.349247311828,86.4048635235732,35.5961290322581,64.8931182795699,57.8233333333333,45.4131451612903,101.329086021505,90.4937419354839,66.5727741935484,58.2929032258064,51.7017741935484,66.8587903225806,144.285282258065,41.1474193548387,39.1775806451613,41.1159139784946,70.8558243727599,39.6377419354839,91.7213782991202,84.8704838709677,93.1254838709677,77.2094193548387,91.2170967741935,42.7694838709677,133.987281105991,53.522311827957,34.2859677419355,40.7672580645161,75.7482437275986,61.5590967741935,55.7902304147465,48.756335125448,58.3119193548387,40.5979569892473,45.3925806451613,45.463935483871,59.735,42.2307258064516
"1957-09","1957","09","1957-09",147.47749382716,77.9538333333333,89.9891666666667,77.3719166666667,58.1723939393939,105.452666666667,106.645333333333,67.3343596491228,64.1972280701754,122.056666666667,96.7392916666667,57.7332222222222,84.3765833333333,27.46725,30.6728888888889,130.682666666667,66.7332176870748,90.7656363636364,35.3630166666667,110.421222222222,151.262754385965,44.7074444444444,97.921,34.4811666666667,91.2812444444444,75.0631666666667,70.1408333333333,60.457875,112.815185185185,110.544333333333,51.8644333333333,80.6714444444444,85.0358333333333,108.834037037037,128.148333333333,139.342333333333,45.1259444444444,146.360222222222,77.3350416666667,80.7891111111111,76.5925555555555,118.779948717949,36.8826666666667,60.0463333333333,67.668,59.47425,108.885666666667,124.5676,77.1310666666667,73.2038333333333,60.0728333333333,79.6558333333333,124.2203125,44.9773333333333,43.1651666666667,59.5217407407407,85.7958518518519,48.3511666666667,95.8081313131313,113.0685,108.993833333333,87.0275,123.023666666667,61.3434666666667,138.389714285714,56.4975,34.6355,50.6708333333333,88.6172592592593,72.6996666666667,68.6333809523809,61.0963240740741,70.263,51.7066666666667,58.4166666666667,52.9322,69.997,53.9726666666667
"1957-10","1957","10","1957-10",145.152222222222,56.7083870967742,67.2474193548387,56.6789516129032,91.6190322580645,170.389838709677,88.3003225806452,62.3871901528014,74.0499660441426,89.4532258064516,75.6191129032258,94.9020430107527,53.1283870967742,23.8989516129032,29.5864516129032,124.552580645161,46.9859907834101,114.794486803519,34.6665806451613,98.9135752688172,159.154499151104,48.9120430107527,79.6439784946237,34.416935483871,138.951591397849,49.4675806451613,106.514193548387,103.148548387097,107.898853046595,183.118924731183,74.3765806451613,61.274623655914,145.195080645161,88.9655555555556,156.177016129032,203.876451612903,77.401559139785,140.849784946237,55.084314516129,53.9718279569892,62.5325806451613,100.436848635236,36.4851612903226,85.2127956989247,51.9811827956989,58.0075403225806,87.3784946236559,105.304193548387,115.652064516129,57.9345161290323,45.8003225806452,55.2175806451613,99.6655846774194,45.2212903225806,43.705,56.4161290322581,68.4610394265233,49.7312903225806,74.898054740958,103.230967741935,92.8445161290323,65.6732258064516,116.098548387097,57.5342580645161,168.966912442396,75.7168817204301,33.6069758064516,48.3785483870968,66.2892831541219,55.4846451612903,59.5349615975422,54.7918010752688,59.8698548387097,49.1640322580645,53.9037096774194,60.8756129032258,59.5841935483871,50.9352419354839
